ID_TURMA;CO_ENTIDADE;CO_PESSOA_FISICA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu;defasagem_idade_serie;flag_defasado;n_reprovacoes_prev;abandono_previo;anos_observados;reprovou_ano_ant;tem_historico;mudou_municipio;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_ALIMENTACAO;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;indice_infra;tamanho_escola;apoio_por_aluno;TX_HR_INICIAL;tamanho_turma;turno
60000003;11000000;1000000792;600000470;2023;12;1;1;1;;00000620;00000007;00000003;;1;0;0;;;1;;;;;;;;0;1;0;0;1;2;1;1;0;1;0;0;;;0;0;6;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;20.1846742833732;manha
60000003;11000000;1000000813;600000484;2023;12;1;3;1;;00000759;00000005;;;2;0;1;0;0;;;;;;;;;;1;0;0;1;2;1;0;0;1;0;0;;;0;0;6;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;20.1846742833732;manha
60000003;11000000;1000001155;600000674;2023;19;1;1;1;;00001713;00000004;00000014;;1;0;0;;;;;;;;;;;0;1;0;0;1;2;1;0;0;1;0;0;;;0;0;4;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;20.1846742833732;manha
60000004;11000000;1000000791;600000469;2023;21;2;3;1;;00004100;00000009;00000015;00001179;1;0;0;;;;;;;0;;;0;0;1;0;0;18;5;1;0;0;1;0;0;11;1;0;0;6;0;1;1;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;13;26.7859625781421;tarde
60000004;11000000;1000001281;600000775;2023;8;2;0;1;;00003959;00000005;00000008;;1;0;0;;;;;1;;;;;;0;1;0;0;18;5;1;0;0;1;0;0;-2;0;0;0;2;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;13;26.7859625781421;tarde
60000005;11000000;1000000262;600000172;2023;17;1;1;1;;00001063;00000002;00000021;00005105;1;0;1;;;;;;;;;;;0;1;0;0;;5;1;0;0;1;0;0;;;0;0;6;0;1;1;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;13;28.9598789106822;tarde
60000006;11000000;1000000132;600000082;2023;12;1;0;1;;00004791;00000001;00000006;00000374;2;0;0;;0;;;;;;;;;0;1;0;0;14;2;1;0;0;1;0;0;6;1;0;0;6;0;1;1;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;32.3516440624371;manha
60000006;11000000;1000000200;600000127;2023;8;2;3;1;;00003703;00000003;00000004;;1;0;0;;;1;;;;;;;;0;1;;0;14;2;1;0;0;1;0;0;2;1;0;0;6;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;32.3516440624371;manha
60000006;11000000;1000001205;600000710;2023;11;2;0;1;;00001762;00000008;00000009;00001481;1;1;0;;0;;;0;;0;;;;0;1;0;0;14;2;1;0;0;1;0;0;5;1;0;0;3;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;32.3516440624371;manha
60000006;11000000;1000001335;600000821;2023;10;1;0;1;;00000593;00000001;;;1;0;0;;;;0;;;;;;0;0;1;;0;14;2;1;0;0;1;0;0;4;1;0;0;2;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;32.3516440624371;manha
60000006;11000000;1000001360;600000844;2023;14;1;0;1;;00002925;00000009;00000015;;2;0;0;;;;;;;;;;;0;1;0;0;14;2;1;0;0;1;0;0;8;1;0;0;2;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;32.3516440624371;manha
60000006;11000000;1000001398;600000880;2023;14;1;1;1;;00002065;00000005;;00004425;1;0;0;;;;0;;;;;;;0;1;0;0;14;2;1;0;0;1;0;1;8;1;0;0;1;0;1;1;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;32.3516440624371;manha
60000006;11000000;1000001456;600000935;2023;42;1;0;1;;00003744;00000002;00000005;00005272;1;0;1;;0;;;;;0;;0;;0;1;0;1;14;2;1;0;0;1;0;0;36;1;0;0;0;;0;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;32.3516440624371;manha
60000007;11000000;1000000668;600000395;2023;9;2;1;1;;00004439;00000001;00000020;00000883;1;0;0;0;0;1;;;;;;;;0;1;;0;1;5;1;0;0;1;0;0;;;1;0;6;0;1;1;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;12.0414072915446;manha
60000007;11000000;1000000777;600000459;2023;8;1;1;1;;00001737;00000006;00000006;00002103;1;0;0;0;;;;;;;0;0;;0;1;;0;1;5;1;0;0;1;0;0;;;0;0;6;0;1;1;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;12.0414072915446;manha
60000007;11000000;1000000905;600000535;2023;28;2;0;1;;00004754;00000001;00000018;;1;0;0;;;;;;;;0;;;0;1;0;0;1;5;1;0;0;1;0;0;;;0;0;6;0;1;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;12.0414072915446;manha
60000007;11000000;1000001442;600000921;2023;11;1;1;1;;00002693;00000004;00000011;00001971;1;0;1;;0;;;;0;;;;;0;1;0;0;1;5;1;0;0;1;0;0;;;0;0;0;;0;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;12.0414072915446;manha
60000007;11000000;1000001505;600000984;2023;10;1;3;1;;00005311;00000008;00000011;00001597;1;0;0;0;1;;;0;;0;;;;0;1;0;0;1;5;1;0;0;1;0;0;;;0;0;0;;0;;3;2;;1;1;;;1;0;0;0;0;;;;;1;1;0;0;1;0;0;;;2;0.5;33;0.0606060606060606;7;12.0414072915446;manha
60000008;11000001;1000000001;600000001;2023;27;2;2;1;;00002641;00000009;00000014;;2;0;0;;;;;;0;;0;;;0;1;0;0;16;5;1;0;0;1;0;0;19;1;1;1;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;26.7156881594565;manha
60000008;11000001;1000000273;600000178;2023;20;2;0;1;;00003018;00000009;00000017;00003907;1;0;0;;;0;0;0;;;;;;0;1;0;0;16;5;1;0;0;1;0;0;12;1;0;1;6;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;26.7156881594565;manha
60000008;11000001;1000000800;600000475;2023;25;2;0;1;;00005263;00000006;00000010;00002601;1;0;1;0;;;;;;;;0;;0;1;0;0;16;5;1;0;0;1;0;1;17;1;0;0;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;26.7156881594565;manha
60000009;11000001;1000000203;600000129;2023;14;1;0;1;;00001168;00000004;;00002386;2;0;0;0;0;;;;;;;0;;0;1;0;0;2;5;1;0;0;1;0;0;;;1;0;6;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;42.7454335722141;manha
60000009;11000001;1000000566;600000334;2023;10;2;3;1;;00000855;00000001;00000016;00001269;1;0;0;0;;;;;;;;;;0;1;0;0;2;5;1;0;0;1;0;0;;;0;0;6;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;42.7454335722141;manha
60000009;11000001;1000000998;600000581;2023;14;2;0;1;;00003370;00000009;00000001;00003246;1;0;0;;;;;;;0;;0;;0;1;0;0;2;5;1;0;0;1;0;0;;;1;0;6;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;42.7454335722141;manha
60000009;11000001;1000001289;600000783;2023;9;2;0;1;;00003784;00000006;00000013;00005422;1;1;0;0;;;;;;;;;;0;1;0;;2;5;1;0;0;1;0;0;;;0;0;2;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;42.7454335722141;manha
60000010;11000001;1000000728;600000432;2023;21;1;1;1;;00001997;00000005;00000004;;1;0;0;;;;;;;;;;;0;1;;0;17;5;1;0;0;1;0;0;12;1;0;0;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;6;22.652577109402;manha
60000010;11000001;1000001147;600000668;2023;18;2;1;1;;00004902;00000006;00000019;00004986;1;0;0;;1;;;0;;;1;;;0;1;0;0;17;5;1;0;0;1;0;0;9;1;0;0;4;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;6;22.652577109402;manha
60000010;11000001;1000001238;600000738;2023;14;1;0;1;;00000744;00000006;00000027;00003404;2;0;0;;;1;;;0;;;;;;1;0;0;17;5;1;0;0;1;0;0;5;1;1;0;3;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;6;22.652577109402;manha
60000010;11000001;1000001377;600000859;2023;22;1;1;1;;00002271;00000009;00000002;00004581;1;0;0;;0;;;;;;;;;0;1;;0;17;5;1;0;0;1;0;0;13;1;0;0;1;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;6;22.652577109402;manha
60000011;11000001;1000000210;600000136;2023;13;2;3;1;;00004025;00000001;;00003506;1;0;0;;;;;;;0;;;;0;1;0;0;26;2;1;0;0;1;0;0;-3;0;0;1;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;8;10.9009861515369;manha
60000011;11000001;1000000798;600000473;2023;9;2;0;1;;00000797;00000006;00000003;00004469;1;0;0;;;;;;;;0;0;;0;1;0;0;26;2;1;0;0;1;0;0;-7;0;0;0;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;8;10.9009861515369;manha
60000011;11000001;1000001104;600000643;2023;12;2;1;1;;00002940;00000006;00000025;;1;0;0;;;;;;;;;;;0;1;0;0;26;2;1;0;0;1;0;0;-4;0;0;0;4;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;8;10.9009861515369;manha
60000011;11000001;1000001262;600000759;2023;7;1;3;1;;00003329;00000005;;;1;0;0;;;;;;;;;0;;0;1;1;0;26;2;1;0;0;1;0;0;-9;0;0;0;3;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;8;10.9009861515369;manha
60000012;11000001;1000000291;600000188;2023;10;1;1;1;;00001170;00000004;;00000926;1;0;0;;;;;;;0;;0;;0;1;0;0;15;1;1;0;0;1;0;0;3;1;0;0;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;6.02568618138321;manha
60000012;11000001;1000000824;600000489;2023;19;2;1;1;;00004847;00000008;00000012;00002166;1;0;0;;;;0;0;;;0;0;;0;1;0;0;15;1;1;0;0;1;0;1;12;1;0;1;6;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;6.02568618138321;manha
60000013;11000001;1000000355;600000223;2023;14;1;1;1;;00000033;00000007;00000007;00002298;1;0;1;;;;0;;;;;0;;0;1;0;0;;5;1;0;0;1;0;0;;;1;0;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;6.35140772326849;manha
60000013;11000001;1000000839;600000496;2023;19;2;3;1;;00004054;00000009;00000005;00003782;1;0;0;0;;;0;;;;;;;0;1;0;0;;5;1;0;0;1;0;0;;;0;1;6;0;1;1;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;6.35140772326849;manha
60000013;11000001;1000001455;600000934;2023;11;2;0;1;;00001909;00000002;;00001618;2;0;1;;;;;;;;;;;0;1;0;;;5;1;0;0;1;0;0;;;0;0;0;;0;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;7;6.35140772326849;manha
60000014;11000001;1000000875;600000516;2023;11;2;3;1;;00003448;00000008;00000005;;1;0;1;0;;;;;0;;;0;;0;1;0;0;14;3;1;0;0;1;0;0;5;1;0;0;6;0;1;;4;2;;;1;1;0;1;;;0;;;1;0;0;1;;;9;;0;0;1;0;0;1.4;22;0.0454545454545455;13;22.2574846085627;tarde
60000015;11000002;1000001036;600000599;2023;9;2;1;1;;00003092;00000006;00000002;00003143;1;0;1;;;;0;;0;;;;;0;1;0;0;;5;1;1;0;1;0;0;;;1;0;5;1;1;1;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;8;29.9560880661011;manha
60000015;11000002;1000001247;600000746;2023;18;2;1;1;;00005046;00000001;00000025;00000279;1;0;0;;;;;0;;;;;;0;1;0;0;;5;1;0;0;1;0;0;;;0;0;3;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;8;29.9560880661011;manha
60000015;11000002;1000001250;600000749;2023;10;2;0;1;;00003944;00000004;;00001472;1;0;;0;;;;;;0;0;;;0;1;0;0;;5;1;0;0;1;0;0;;;0;0;3;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;8;29.9560880661011;manha
60000016;11000002;1000001039;600000601;2023;17;2;1;1;;00005551;00000001;00000018;00002710;1;0;0;;;;;;;;;0;;0;1;0;0;17;1;1;0;0;1;0;0;8;1;0;0;5;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;5.19589469768107;tarde
60000016;11000002;1000001181;600000695;2023;11;2;3;1;;00000104;00000004;;00000380;1;0;0;;;;;0;;;;;;0;1;0;0;17;1;1;0;0;1;0;0;2;1;0;0;4;0;1;1;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;5.19589469768107;tarde
60000016;11000002;1000001416;600000897;2023;6;1;0;1;;00004281;00000007;00000027;00005430;1;0;0;;;;;0;;;;0;;0;1;0;0;17;1;1;0;0;1;0;0;-3;0;0;0;1;0;1;1;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;5.19589469768107;tarde
60000017;11000002;1000000135;600000085;2023;22;1;0;1;;00002464;00000005;;00001355;1;0;0;;;;;;;;;;;0;1;0;1;69;5;1;0;0;1;0;1;;;1;0;6;0;1;1;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;15.1779742981307;manha
60000017;11000002;1000000405;600000249;2023;18;2;3;1;;00005413;00000004;00000027;00000873;2;0;0;;;;;;;;;;;0;1;0;0;69;5;1;0;0;1;0;0;;;0;0;6;0;1;1;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;15.1779742981307;manha
60000017;11000002;1000000524;600000308;2023;12;2;1;1;;00005355;00000006;;00003631;1;0;0;0;;;;;0;;0;;;0;1;;0;69;5;1;0;0;1;0;0;;;0;0;6;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;15.1779742981307;manha
60000017;11000002;1000000671;600000396;2023;23;1;3;1;;00002923;00000006;00000026;;1;0;0;;;;;;1;;;0;;0;1;0;1;69;5;1;0;0;1;0;0;;;1;0;6;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;15.1779742981307;manha
60000017;11000002;1000001062;600000615;2023;12;2;5;1;;00004628;00000006;00000023;00002894;1;0;0;;;;;;;0;;;;0;1;0;;69;5;1;0;0;1;0;0;;;0;0;5;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;15.1779742981307;manha
60000017;11000002;1000001301;600000795;2023;18;2;3;1;;00000011;00000008;00000020;;1;0;0;;;;;0;;;0;0;;0;1;0;0;69;5;1;0;0;1;0;0;;;0;0;2;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;15.1779742981307;manha
60000018;11000002;1000000890;600000525;2023;17;1;0;1;;00002133;00000003;;00005186;1;0;0;;;0;;0;;;0;;;0;1;0;0;19;1;1;0;0;1;0;0;6;1;0;0;6;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;4.89821767900139;manha
60000018;11000002;1000001187;600000699;2023;8;2;1;1;;00003897;00000007;00000002;;1;1;1;;;;;;;0;;;;0;1;0;0;19;1;1;0;0;1;0;0;-3;0;0;1;4;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;7;4.89821767900139;manha
60000019;11000002;1000000693;600000411;2023;9;1;0;1;;00004544;00000006;00000014;00005307;1;0;1;;;;;;;;;;;0;1;0;0;1;5;1;0;0;1;0;0;;;0;0;6;0;1;1;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;29.918374196277;tarde
60000019;11000002;1000000831;600000492;2023;21;2;0;1;;00000261;00000003;00000015;00003650;1;0;0;;;;;;;;;;;0;1;0;0;1;5;1;0;0;1;0;0;;;0;0;6;0;1;1;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;29.918374196277;tarde
60000019;11000002;1000000931;600000549;2023;30;2;0;1;;00000716;00000008;00000021;;1;0;1;;0;1;0;;;;;0;;0;1;0;1;1;5;1;0;0;1;0;0;;;0;0;6;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;29.918374196277;tarde
60000019;11000002;1000000934;600000551;2023;10;2;1;1;;00005396;00000007;;00003589;2;0;0;;;;;0;;;;0;;0;1;0;0;1;5;1;0;0;1;0;0;;;2;0;6;1;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;29.918374196277;tarde
60000021;11000002;1000000297;600000193;2023;22;1;1;1;;00004704;00000007;;;2;0;0;;;;;;;;;0;0;0;1;0;0;;5;1;0;0;1;0;0;;;0;0;6;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;17.1149889053777;tarde
60000021;11000002;1000001292;600000786;2023;13;1;3;1;;00001988;00000001;00000014;;1;0;0;;;;;;;;;0;0;0;1;0;1;;5;1;0;0;1;0;0;;;0;0;2;0;1;;4;1;;;;;0;;1;0;;0;;1;0;0;;0;;;;6;0;1;;3;0.25;28;0.357142857142857;13;17.1149889053777;tarde
