NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2021;11000010;1;;00000006;00003471;4;2;0;;;0;;;0;0;0;0;;1;1;;;0;1;0;;0;;0;0;;;;0;;;0;0;;0;1;1;;0;;1;;9;;1;1;;0;;;;0;1;;1;;;0;0;0;3;0;1;1;
2021;11000011;1;0;00000015;00000609;3;1;;;1;;;0;0;;0;0;1;;;;;;1;0;;;1;0;;0;0;1;0;0;0;0;1;0;0;;;;0;0;0;0;10;1;;1;1;0;1;0;0;;;;;;0;0;0;0;;1;0;1;0
2021;11000012;1;0;00000025;00005236;4;1;;;1;0;;0;;0;0;;1;1;0;;;0;1;;0;;0;0;0;;;1;0;0;;;0;;;;0;0;0;0;0;0;8;;0;0;;11.7423471633811;1;0;0;0.595604326226749;1;1;0;0;0;0;0;0;;1;0;;1
2021;11000013;1;0;00000023;00001193;3;1;0;1;1;0;0;0;;;0;0;1;1;0;;;0;1;0;0;;0;1;;;;1;;;;;0;0;0;1;;0;1;0;0;;;1;0;4;1;5.28512831719127;0;;0;0;0;0;;1;0;0;0;;;0;0;;1
2021;11000014;2;;00000019;00005341;3;2;0;1;;0;0;;;0;;0;1;1;0;0;0;0;1;;0;0;0;0;1;0;0;1;0;;;0;0;0;0;0;;0;;;;1;8;;;;;19.2390575455502;;;1;0;;;0;;0;;1;0;5;;;0;
2021;11000015;4;;00000005;00004888;3;1;0;;1;0;0;;0;0;0;0;1;1;0;0;0;0;;0;0;;;;0;0;1;1;;;;0;0;0;0;;;1;0;;0;1;;1;;;;0;;0;;0.596315314178355;1;0;1;;0;0;;0;0;1;0;;0
2021;11000016;1;0;00000020;00001311;3;2;0;1;;0;0;;0;0;0;;1;0;0;;0;;;0;;0;1;;0;;;;0;;0;0;;0;0;1;;;1;;0;0;;1;1;1;;;1;;0;0.413456545211375;1;;;1;;;1;0;0;1;0;;
2021;11000017;1;0;00000004;00000834;1;2;;;1;0;0;;0;;;;;1;0;0;0;0;;0;;;1;;;1;0;1;;0;0;;0;;;1;1;1;;0;0;0;;0;1;1;0;6.86738792574033;0;;0;0;;1;0;1;0;0;0;;1;0;0;;
2021;11000018;1;0;00000020;00001766;3;1;;;1;0;;;0;1;0;;;;;0;0;0;;0;0;;;;;0;;1;;;0;0;0;0;0;9;1;1;0;;;0;6;1;;0;0;0;0;0;1;0.171147501678206;;;0;;0;0;0;;;1;;;1
2021;11000019;4;;00000014;00002908;3;1;;;1;;0;0;;0;0;0;;;;0;0;0;;;0;0;;0;;;0;1;;0;;;0;;;;1;1;1;0;1;1;;;0;0;;4.41834256867878;0;;;0.013090162537992;0;0;0;;;0;;0;0;1;;0;
2021;11000020;1;0;00000001;00001838;2;1;0;;1;0;0;0;;0;0;0;1;1;1;;0;0;;;0;;;1;;0;;1;0;0;0;0;0;;;0;;0;0;0;1;0;1;;1;0;1;;0;0;0;;1;0;;1;;0;;0;;1;;1;1
2021;11000021;1;0;00000020;00000940;4;1;;;1;0;;;0;0;;0;1;1;0;0;0;;1;0;0;;1;0;0;;0;0;;0;0;;0;;0;1;1;1;0;0;0;;;1;;;1;2.96060907654464;0;0.965925214695744;0;0;;0;0;0;;0;0;0;1;1;;1;1
2021;11000022;1;;00000018;00003448;3;2;0;;;0;;;;0;0;;1;1;;0;0;0;1;0;0;;;0;0;1;;;0;0;;;;0;0;1;1;;1;0;;0;11;1;1;1;1;;;1.64662514696829;0;0;;0;1;;;;0;0;0;;;1;1
2021;11000023;4;0;00000021;00002244;2;1;;;1;0;;0;0;0;;0;;;;0;;0;1;0;0;;0;0;0;1;;0;;0;;;;0;0;1;;0;0;0;0;1;2;;0;1;0;3.87701141473372;;;0;0.560754879261367;1;1;0;1;;;;;;1;0;;
2021;11000024;2;;00000015;00003721;4;1;;;;;0;;;0;0;;1;;0;;;0;1;0;;;;;;0;0;1;;0;0;;0;0;;1;1;0;;0;0;;2;;1;;;0;;;;0;1;;0;;;0;0;;2;;0;;
2021;11000025;1;0;00000001;00000457;4;2;0;1;1;;0;0;;;;;1;;;;;;1;0;0;0;1;0;1;0;0;0;;0;1;0;;;;0;;;0;0;;1;15;1;0;0;;;1;1.3401727436576;;0;1;;0;1;1;0;;0;;;0;;
2021;11000026;1;;00000013;00002570;4;1;;;1;;0;0;0;;1;;1;1;;0;;0;1;0;0;;1;0;0;;0;1;;;0;;1;;0;1;1;0;0;1;0;0;7;1;1;0;;;;2.31424622994382;0;;1;;0;1;;0;0;0;1;1;0;0;1
2021;11000027;1;0;00000016;00002951;3;2;0;;;;0;0;0;0;0;;1;;;;;0;;0;;0;1;0;0;0;;;0;0;;0;;0;0;0;;;0;;0;;9;;1;;;0;0;0;;;;;;;2;;;;;;0;1;1
2021;11000028;1;;00000022;00002142;3;1;;;;;;;0;0;0;0;;;;;0;;1;;;1;1;;0;0;;;1;0;0;0;;0;;1;1;;;0;;;;;0;8;;5.91180921474006;1;;0;;;;0;1;0;0;;;0;;;;
2021;11000029;1;0;00000022;00004888;3;1;0;1;;;0;0;;0;0;0;;1;;;0;0;1;;0;0;0;0;0;;;1;0;0;0;0;0;;0;0;;;0;;1;;2;0;0;0;0;;1;0;;0;1;;0;1;0;0;0;;0;;0;1;0
2021;11000030;1;0;00000005;00001508;3;2;0;;1;;0;0;;0;;0;;;0;;;0;1;0;0;;1;0;0;1;;0;0;0;0;0;0;0;0;1;;;1;0;0;;9;1;1;;1;6.0767141811084;0;;;0.333947591134347;1;1;1;1;;;0;0;23;;;0;
