NU_ANO;ID_TURMA;TP_MEDIACAO_DIDATICO_PEDAGO;NU_DIAS_ATIVIDADE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;QT_MATRICULAS;TX_HR_INICIAL;CO_ENTIDADE
2022;30000041;1;5;70;1;0;0;19.7354508319404;18;11000005
2022;30000042;1;5;41;1;0;;25.4202299821191;7;11000005
2022;30000043;1;5;19;1;0;0;21.3072093564551;7;11000006
2022;30000044;1;5;19;;;0;27.1730728528928;7;11000006
2022;30000045;1;5;14;1;;0;1.03610690217465;7;11000006
2022;30000046;1;5;22;1;0;;11.6970960935578;7;11000006
2022;30000047;1;5;25;1;1;0;22.7948308829218;16;11000006
2022;30000048;1;5;18;1;0;0;36.6958297761157;13;11000006
2022;30000049;1;5;;1;1;0;19.3161739688367;13;11000006
2022;30000050;1;5;;1;0;0;14.0270335285459;19;11000007
2022;30000051;1;5;15;1;0;0;18.0991164327133;7;11000007
2022;30000052;1;5;41;1;0;0;25.4312636470422;7;11000007
2022;30000053;1;5;;1;0;0;28.6743906722404;12;11000007
2022;30000054;1;5;;1;0;0;2.56941174622625;12;11000007
2022;30000055;1;5;;1;0;0;2.84998537972569;7;11000007
2022;30000056;1;5;70;1;;0;31.2301106704399;7;11000007
2022;30000057;1;5;;1;0;0;35.1941305883229;8;11000008
2022;30000058;1;5;2;;1;0;22.735911263153;7;11000008
2022;30000059;1;5;1;;0;;7.17614626162686;7;11000008
2022;30000060;1;5;1;1;0;0;27.3274447757285;13;11000008
2022;30000061;1;1;20;1;0;0;33.7581582029816;13;11000008
2022;30000062;1;5;41;1;0;0;25.0639697746374;7;11000008
2022;30000063;1;5;40;1;0;0;45.7540327841416;7;11000008
2022;30000064;1;5;21;1;0;;31.7059717269149;7;11000009
2022;30000065;1;5;1;;0;0;7.2403699986171;18;11000009
2022;30000066;1;5;21;;0;;30.5114492611028;7;11000009
2022;30000067;1;5;19;;0;0;15.7342939265072;13;11000009
2022;30000068;1;5;15;1;;0;22.0940253383014;7;11000009
2022;30000069;1;5;19;1;0;0;5.70603122469038;13;11000009
2022;30000070;1;5;26;0;0;0;26.2819693435449;13;11000009
2022;30000071;1;5;2;0;0;;24.5990358991548;7;11000010
2022;30000072;1;5;;1;0;0;38.7178908586502;8;11000010
2022;30000073;1;5;1;1;0;0;9.92732247337699;13;11000010
2022;30000074;1;5;22;1;0;0;29.7205843229312;7;11000010
2022;30000075;1;5;25;1;0;;15.6587463768665;7;11000010
2022;30000076;1;5;;;0;0;23.4818242874462;15;11000010
2022;30000077;1;5;;1;0;0;29.3219740374479;8;11000010
2022;30000078;1;5;20;1;0;0;6.70026343897916;13;11000011
2022;30000079;1;1;26;1;0;0;28.647517003119;13;11000011
2022;30000080;1;5;19;1;0;0;33.421304335352;15;11000011
2022;30000081;1;5;22;1;0;0;29.8664053017274;7;11000011
2022;30000082;1;5;69;1;;0;30.9956884768326;8;11000011
2022;30000083;1;5;15;1;0;0;7.50578264240176;8;11000011
2022;30000084;1;5;16;1;0;0;41.9275216916576;13;11000011
2022;30000085;1;5;41;1;0;0;2.06869144923985;7;11000012
2022;30000086;1;5;26;1;0;0;12.3971972975414;13;11000012
2022;30000087;1;5;14;1;0;0;20.1565150474198;15;11000012
2022;30000088;1;5;25;1;0;0;22.5317967333831;7;11000012
2022;30000089;1;5;1;1;1;0;12.2909614001401;13;11000012
2022;30000090;1;5;;1;0;0;12.8701429173816;7;11000012
2022;30000091;1;5;26;1;;0;4.26706503611058;13;11000012
2022;30000092;1;5;2;1;0;0;32.3879538022447;6;11000013
2022;30000093;1;5;1;;0;0;30.1150743069593;12;11000013
2022;30000094;1;5;1;1;;0;1.76636033691466;12;11000013
2022;30000095;1;6;2;1;0;0;32.883446047781;7;11000013
2022;30000096;1;5;69;1;0;0;15.9712859953288;7;11000013
2022;30000097;1;5;15;1;0;0;39.4326913515106;12;11000013
2022;30000098;1;5;15;1;0;0;17.8246800682973;15;11000013
2022;30000099;1;5;41;1;0;0;7.89729914395139;7;11000014
2022;30000100;1;5;40;1;0;0;29.7139370674267;13;11000014
2022;30000101;1;5;14;;0;0;43.5047244159505;13;11000014
2022;30000102;1;5;20;1;0;0;8.23782953084447;19;11000014
2022;30000103;1;5;1;1;0;1;13.4288746223319;14;11000014
2022;30000104;1;5;26;0;0;0;20.3257024160121;7;11000014
2022;30000105;1;5;30;1;0;0;9.79141863877885;18;11000014
2022;30000106;1;;2;1;0;0;3.78860249184072;7;11000015
2022;30000107;1;5;30;1;0;0;46.2157250726596;7;11000015
2022;30000108;1;5;40;1;0;0;2.41826625075191;13;11000015
2022;30000109;1;5;14;1;;0;3.16381013486534;7;11000015
2022;30000110;1;5;19;1;;0;17.5357368553523;7;11000015
2022;30000111;1;5;26;1;0;0;20.8785889297724;19;11000015
2022;30000112;1;5;1;1;0;0;32.4987422686536;18;11000015
2022;30000113;1;5;;1;0;0;4.8719519097358;7;11000016
2022;30000114;1;5;19;1;0;0;12.8166660224088;13;11000016
2022;30000115;1;5;;1;0;0;24.3329047597945;18;11000016
2022;30000116;1;2;;1;0;0;22.7527209336404;7;11000016
2022;30000117;1;5;19;1;0;0;7.47241547447629;13;11000016
2022;30000118;1;6;15;1;0;1;28.7491389771458;13;11000016
2022;30000119;1;5;;1;0;0;44.8963579600677;7;11000016
2022;30000120;1;5;18;1;0;0;23.9890483208001;13;11000017
2022;30000121;1;5;16;0;1;0;11.1998244246934;7;11000017
2022;30000122;1;5;2;1;0;0;29.5236159104388;13;11000017
2022;30000123;1;5;25;1;0;0;18.1297827861272;7;11000017
2022;30000124;1;5;;1;0;0;33.2429762009997;13;11000017
2022;30000125;1;5;20;1;0;0;19.8337075242307;7;11000017
2022;30000126;1;5;18;1;0;0;30.2144782419782;7;11000017
2022;30000127;1;1;14;1;0;1;0.429400890134275;9;11000018
2022;30000128;1;5;69;1;0;0;2.07482785452157;7;11000018
2022;30000129;1;5;2;1;0;;20.1234438212123;7;11000018
2022;30000130;1;5;15;1;0;0;10.846727907192;7;11000018
2022;30000131;1;5;25;1;;0;21.8079262820538;13;11000018
2022;30000132;1;5;20;1;0;0;9.7734535112977;7;11000018
2022;30000133;1;5;1;;0;0;7.68298311624676;7;11000018
2022;30000134;1;5;1;1;0;0;26.443092218833;13;11000019
2022;30000135;1;5;1;1;0;0;11.2546759296674;7;11000019
2022;30000136;1;5;69;1;0;0;14.4158660923131;13;11000019
2022;30000137;1;3;18;1;;;17.5367523357272;7;11000019
2022;30000138;1;5;;1;0;0;29.9482794001233;12;11000019
2022;30000139;1;5;1;1;0;0;21.6020111739635;13;11000019
2022;30000140;1;5;71;;0;0;17.0183446619194;7;11000019
2022;30000141;1;1;14;1;0;;23.4790973551571;7;11000020
2022;30000142;1;5;20;;0;0;30.6944807467517;7;11000020
2022;30000143;1;5;27;1;1;0;23.8462045241613;13;11000020
2022;30000144;1;6;14;1;0;;18.9624335360713;12;11000020
2022;30000145;1;5;27;1;0;0;10.4083762899973;13;11000020
2022;30000146;1;5;2;1;0;0;8.13878311193548;13;11000020
2022;30000147;1;5;;1;;0;33.6024249205366;7;11000020
2022;30000148;1;5;2;;0;0;11.4223051955923;16;11000021
2022;30000149;1;5;41;0;;0;22.0976284099743;7;11000021
2022;30000150;1;;17;1;0;;18.2504703220911;7;11000021
2022;30000151;1;5;25;1;0;0;13.484052864369;;11000021
2022;30000152;1;5;17;1;;0;21.1634432151914;7;11000021
2022;30000153;1;5;1;1;;;13.2959170115646;18;11000021
2022;30000154;1;5;2;1;0;0;2.98284692689776;17;11000021
2022;30000155;1;5;14;1;0;0;8.60627924324945;7;11000022
2022;30000156;1;5;17;1;0;0;30.2477076579817;14;11000022
2022;30000157;1;5;41;1;0;0;6.37562297750264;10;11000022
2022;30000158;1;5;1;1;0;;0.307019138708711;7;11000022
2022;30000159;1;5;64;1;;;1.70198451261967;13;11000022
2022;30000160;1;5;1;0;0;0;23.5380181646906;13;11000022
2022;30000161;1;5;27;;0;0;16.2899399606977;13;11000022
2022;30000162;1;1;26;1;0;0;28.7388409452979;7;11000023
2022;30000163;1;5;26;1;0;0;25.3164846694563;7;11000023
2022;30000164;1;3;1;1;0;0;19.2256682016887;7;11000023
2022;30000165;1;5;2;1;;0;29.4453406380489;13;11000023
2022;30000166;1;5;41;1;;0;27.0006361312699;7;11000023
2022;30000167;1;5;1;;0;0;12.913282730151;14;11000023
2022;30000168;1;5;1;1;0;0;38.7181312236935;7;11000023
2022;30000169;1;5;31;1;0;0;12.9689572262578;8;11000024
2022;30000170;1;5;;0;0;0;22.0935905282386;7;11000024
2022;30000171;1;5;25;1;0;0;2.61988744139671;7;11000024
2022;30000172;1;5;25;1;0;0;28.4583540330641;7;11000024
2022;30000173;1;5;;1;0;0;11.5329724771436;7;11000024
2022;30000174;1;3;19;1;0;0;16.4458890224341;8;11000024
2022;30000175;1;5;41;1;;;17.728960858658;7;11000024
2022;30000176;1;5;1;1;0;0;12.6623121579178;19;11000025
2022;30000177;1;5;;1;0;0;6.9084870244842;8;11000025
2022;30000178;1;1;16;1;0;;21.1432690371294;13;11000025
2022;30000179;1;5;18;1;;0;31.3237761671189;13;11000025
2022;30000180;1;5;14;1;0;0;17.8978739213198;7;11000025
2022;30000181;1;5;19;;0;0;6.6919742920436;7;11000025
2022;30000182;1;5;15;1;0;0;23.3541333326139;6;11000025
2022;30000183;1;5;16;;0;0;4.91367393638939;8;11000026
2022;30000184;1;5;1;;0;0;23.2374803780112;;11000026
2022;30000185;1;5;19;1;0;0;29.4533925165888;7;11000026
2022;30000186;1;5;71;1;0;1;38.2554205292836;7;11000026
2022;30000187;1;5;19;1;0;0;30.2927093056496;7;11000026
2022;30000188;1;5;2;;0;;5.86430379655212;7;11000026
2022;30000189;1;5;20;1;0;0;44.9620964629576;12;11000026
2022;30000190;1;5;41;;0;0;15.2162042702548;13;11000027
2022;30000191;1;5;1;1;;0;12.4518228042871;13;11000027
2022;30000192;1;5;2;;0;0;21.3110678689554;12;11000027
2022;30000193;1;5;2;;0;0;15.8567593537737;8;11000027
2022;30000194;1;5;14;;0;0;20.9572689339984;13;11000027
2022;30000195;1;5;16;0;0;0;34.2065385561436;13;11000027
2022;30000196;1;6;41;1;0;0;13.8586489495356;13;11000027
2022;30000197;1;5;18;1;0;0;35.4854360381141;13;11000028
2022;30000198;1;5;16;1;;0;22.6868760935031;7;11000028
2022;30000199;1;5;;1;0;0;33.7923938012682;7;11000028
2022;30000200;1;5;15;;0;;25.8269096014556;7;11000028
2022;30000201;1;5;20;1;0;1;12.0064799836837;18;11000028
2022;30000202;1;5;;0;0;0;29.4546984543558;7;11000028
2022;30000203;1;5;22;0;0;0;26.7629916965961;13;11000028
2022;30000204;1;5;27;1;0;0;11.0932633955963;7;11000029
2022;30000205;1;5;2;1;0;0;9.55913444398902;7;11000029
2022;30000206;1;5;22;1;0;0;21.535406432813;13;11000029
2022;30000207;1;5;21;1;0;0;28.8798392703757;8;11000029
2022;30000208;1;5;2;1;0;0;9.17563703726046;13;11000029
2022;30000209;1;5;31;1;;1;18.398863140028;18;11000029
2022;30000210;1;5;2;1;0;0;41.7980688828975;13;11000029
2022;30000211;1;5;2;1;0;0;13.4026430104859;8;11000030
2022;30000212;1;5;27;1;0;0;14.7463455109391;7;11000030
2022;30000213;1;1;2;1;;0;9.98328177956864;9;11000030
2022;30000214;1;5;21;1;0;0;25.6689939240459;7;11000030
2022;30000215;1;5;27;1;0;0;22.4742047442123;13;11000030
2022;30000216;1;5;;1;0;0;15.3353499528021;;11000030
2022;30000217;1;5;2;1;0;;11.1607466719579;7;11000030
