NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2022;11000010;1;0;00000022;00003504;2;1;0;;1;;;0;0;0;;0;1;0;;;0;0;1;;0;0;1;;;0;0;;;0;1;0;1;0;0;;;1;1;1;1;;;0;;0;0;;0;;0;;1;1;;;2;;0;;2;;0;0;0
2022;11000011;4;0;00000027;00005513;2;2;;;;0;0;;0;;0;0;1;1;0;;;;1;0;1;0;;0;0;1;0;;0;;;;;0;0;;;;1;;0;1;6;1;1;;;;;;0;;;1;0;;1;1;0;0;2;0;;0;
2022;11000012;4;;00000025;00004141;2;1;0;;;;0;0;0;0;;0;;1;0;;;0;;;0;0;1;;;;0;1;;0;;0;1;0;;0;1;1;1;0;0;;;1;;1;0;;;;0;;;;;;0;;0;0;0;0;;0;
2022;11000013;2;;00000014;00005486;3;2;;;1;0;;;;;;1;;1;0;0;;0;1;;;0;1;;;;;1;;0;;1;1;0;0;1;1;;1;;0;0;;1;;0;;;;;;0;1;;0;;;;1;1;2;;0;;
2022;11000014;4;;00000005;00002575;3;1;0;;;;0;;0;0;0;0;;;0;;0;;;;0;0;0;0;;;;;;0;;0;0;0;;1;;;;;1;0;;;1;7;;;0;;0;0;1;;;;1;0;0;;1;1;0;1;
2022;11000015;4;0;00000001;00005557;2;1;0;;;0;0;0;0;;0;0;1;;0;0;;0;1;0;0;0;1;0;0;0;0;1;;0;0;;1;;;1;1;1;;;;0;5;;0;6;1;0;1;7.99953877786174;0;0.0604788929922506;1;;;;1;0;;0;3;;0;0;1
2022;11000016;1;;00000008;00002753;3;2;;;;0;0;0;0;0;;;;;0;0;;0;1;;0;0;0;1;0;0;;;;0;0;;0;;0;0;0;;1;;1;;16;1;0;;0;;1;0.103165624313988;;0;1;0;;1;26;0;0;0;0;;0;;0
2022;11000017;4;;00000016;00004617;4;1;0;;1;0;0;0;;0;;0;1;;0;0;0;0;1;0;0;0;0;0;1;1;;;0;;0;;0;0;0;0;;;;;;1;;1;0;;1;;1;6.80983695376199;0;;1;1;1;1;2;0;1;;2;1;0;0;
2022;11000018;4;0;00000010;00002023;2;1;0;;;0;0;;0;0;;0;;1;;;;0;1;0;0;0;0;1;;1;;;1;0;;;0;0;;0;1;0;0;0;1;0;;;0;;0;;0;0;;;;;0;;1;;;0;;;;0;
2022;11000019;1;0;00000007;00002681;4;1;;;1;0;0;0;0;;0;0;1;1;;0;0;;;0;0;0;;0;0;;0;1;;0;;;;0;0;1;;0;;0;1;;;1;1;;0;;;;;0.274522762629204;1;1;0;1;;;;;;0;;;
2022;11000020;1;0;00000023;00001433;2;2;0;;;;;0;;0;;0;1;;0;0;;0;1;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;;;;0;0;1;;;;;;1;;;2.5466656696517;;0;1;;0;;;;;0;7;1;0;0;
2022;11000021;1;0;00000002;00004618;3;1;1;;1;;;;;;;0;1;1;0;0;;0;;0;;;1;0;;;0;0;;0;0;;0;0;1;;1;;0;0;0;;;;0;;0;;;0;0;1.12393320119008;1;1;0;;;;0;;;1;0;0;
2022;11000022;1;0;00000021;00002658;3;1;0;;;0;;;;0;;;1;;;0;0;;1;0;;;1;0;0;;;0;;0;;;1;0;0;;1;;1;0;;1;;1;0;12;;;0;;1;0.806214247713797;1;0;;1;;0;0;0;3;1;0;;1
2022;11000023;4;0;00000009;00005541;3;2;0;;;;0;0;;0;0;;1;1;0;0;0;;1;0;0;;;;0;0;0;1;;0;;;;;;1;;;1;;0;0;6;0;1;;;32.121043888852;;2.99397048540413;;;;0;1;1;2;0;;0;0;1;;0;1
2022;11000024;1;0;00000020;00004306;1;1;0;;1;0;0;0;;0;;;1;1;0;;;0;1;0;0;;0;;;0;;;0;0;;1;0;0;0;0;;;0;0;;0;;1;;;0;0;;2.82187206030358;;0.697833458543755;1;;9;0;;0;0;0;;1;;0;1
2022;11000025;1;0;00000016;00003898;2;1;;;;0;0;0;;0;0;0;1;0;;0;0;0;1;0;0;0;;0;0;1;;1;0;0;;0;0;0;;0;1;;1;0;0;1;9;;;18;1;6.79417781182565;;;;;1;;0;;0;;;0;;1;0;0;0
2022;11000026;1;;00000010;00004446;4;2;;;;0;0;0;0;;;0;1;;0;0;;0;1;;;;0;0;0;1;;1;;0;0;0;0;0;;1;1;1;1;;0;;14;1;;;1;0;1;;0;0;;;;1;;0;0;0;;;0;;
2022;11000027;1;0;00000005;00004738;3;2;0;;1;0;;;0;;;0;1;;0;0;;;1;;;0;0;;0;0;0;;;0;0;;;0;0;1;1;0;1;;0;0;1;;0;;;10.5705949687399;;;;;1;0;0;;0;;0;0;;1;0;;
2022;11000028;1;0;00000011;00000325;2;2;;;1;;0;0;0;0;;;1;;0;0;0;;1;0;0;0;1;1;;0;0;1;0;;1;;;0;;;1;;;0;;;14;0;1;0;1;;;4.25447136280127;0;0;;0;1;;;0;1;;3;0;;0;
2022;11000029;1;0;00000005;00005229;4;2;0;;;0;0;0;0;;0;0;1;;0;0;0;0;1;;0;0;1;;0;0;0;1;1;0;0;;0;0;1;;;;0;0;0;0;;;1;;;;0;0;1;0;1;0;;1;0;0;0;;2;1;0;0;1
2022;11000030;1;;00000012;00000562;3;2;;1;1;;0;0;0;0;;;;1;0;0;;0;1;0;0;0;;1;;0;0;0;0;0;0;0;;0;;1;;0;1;0;0;;;1;1;0;0;;;8.47792033432051;0;0;1;1;;1;0;0;0;;;;;1;0
