NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2023;1000000219;600000142;8;2;3;1;;00004148;00000009;00000020;00000207;1;0;0;;0;;0;;;;;0;;0;1;0;0;60000097;11000013
2023;1000000222;600000143;13;2;3;1;;00005258;00000002;00000006;00003191;2;0;0;;;;;;;0;;0;;0;1;0;0;60000126;11000017
2023;1000000226;600000144;17;2;1;1;;00003903;00000009;00000016;;2;0;0;;;;;0;;;0;;;0;0;0;0;60000153;11000021
2023;1000000227;600000145;20;1;3;1;;00001714;00000004;00000013;00005381;1;0;0;0;;1;;;;;;0;;0;1;0;0;60000086;11000012
2023;1000000228;600000146;19;2;3;1;;00005295;00000007;00000015;;2;0;1;;;;0;;;;;;;0;1;0;0;60000111;11000015
2023;1000000229;600000147;16;2;0;1;;00002209;00000004;00000026;00004035;1;0;0;;0;;;;;;0;;;0;1;0;0;60000051;11000007
2023;1000000231;600000148;20;2;3;1;;00004471;00000007;00000003;;1;0;0;0;;;;;;;;;;0;0;0;0;60000032;11000004
2023;1000000232;600000149;17;2;1;1;;00005482;00000005;;00001956;1;0;0;;1;;0;;1;;0;0;;0;0;0;0;60000001;11000000
2023;1000000236;600000150;18;1;1;1;;00003448;00000002;00000006;;1;0;0;;;;;;0;0;;;;0;1;0;0;60000149;11000021
2023;1000000238;600000151;13;2;3;1;;00001799;00000006;00000004;00002239;1;0;0;;0;1;;;;;;;;0;1;1;0;60000034;11000004
2023;1000000239;600000152;21;1;3;1;;00004460;00000002;;00000842;1;0;0;;;;;;;;;0;;0;1;0;0;60000161;11000022
2023;1000000240;600000153;18;2;1;1;;00000431;00000005;00000019;00004861;1;0;0;;;1;0;;;;;;;0;1;0;0;60000051;11000007
2023;1000000241;600000154;22;2;3;1;;00001892;00000001;;;2;0;0;;;1;;;;;;0;0;;0;0;0;60000035;11000004
2023;1000000243;600000155;16;1;3;1;;00002452;00000006;00000009;;2;0;1;;;1;;;;;0;;;0;0;0;;60000162;11000023
2023;1000000244;600000156;13;1;0;1;;00005502;00000009;00000009;00002892;1;0;0;;;;;;;;;;0;0;0;0;0;60000175;11000024
2023;1000000245;600000157;14;1;3;1;;00005401;00000004;00000005;00002272;1;0;0;;;;;0;;;;;;0;1;0;0;60000196;11000027
2023;1000000246;600000158;20;1;1;1;;00003640;00000002;00000003;00003818;1;0;0;0;;;0;;0;;0;;;0;1;0;1;60000120;11000017
2023;1000000247;600000159;20;1;0;1;;00002529;00000007;00000005;00004385;1;0;1;;;;;0;0;;;0;;0;1;1;0;60000116;11000016
2023;1000000248;600000160;13;2;3;1;;00002509;00000007;00000005;00001106;1;0;1;;;;0;;;;0;;;0;1;1;0;60000059;11000008
2023;1000000249;600000161;27;2;0;1;;00002481;00000004;;;1;0;0;;;;0;;0;;;;;0;1;0;0;60000140;11000019
2023;1000000250;600000162;15;1;1;1;;00000673;00000006;00000005;00003913;1;0;0;;;;;;;;;;;0;1;0;0;60000173;11000024
2023;1000000251;600000163;20;2;1;1;;00003817;00000008;;00000333;1;0;0;;;;;1;0;;;;;;;0;0;60000114;11000016
2023;1000000252;600000164;17;2;0;1;;00003168;00000002;00000011;;1;0;0;;;;;;;;;;;;1;0;0;60000047;11000006
2023;1000000253;600000165;13;2;3;1;;00003732;00000002;00000001;00004451;1;0;0;;;;;;;;;;;0;0;0;0;60000167;11000023
2023;1000000254;600000166;19;2;0;1;;00001943;00000006;00000022;00004013;1;0;1;;;;;;;;;;;0;1;0;0;60000077;11000010
2023;1000000255;600000167;23;1;1;1;;00004154;00000009;00000024;;1;0;0;;;;;;;;;;;0;1;0;0;60000175;11000024
2023;1000000256;600000168;18;1;0;1;;00001170;00000007;;00004065;1;0;0;;;;0;;;;0;;;0;1;;0;60000104;11000014
2023;1000000259;600000169;12;1;1;1;;00002035;00000006;;00001176;1;0;1;;;;0;;;;;;0;0;1;0;0;60000107;11000015
2023;1000000260;600000170;11;1;3;1;;00002392;00000009;;00000999;1;0;0;0;;;;;;;;;0;0;0;0;0;60000125;11000017
2023;1000000261;600000171;18;2;0;1;;00001125;00000005;;00000172;1;0;0;;;;0;;;;;;0;0;1;0;0;60000068;11000009
2023;1000000262;600000172;17;1;1;1;;00001063;00000002;00000021;00005105;1;0;1;;;;;;;;;;;0;1;0;0;60000005;11000000
2023;1000000264;600000173;13;1;3;1;;00003271;00000006;00000026;00003726;1;0;0;;;0;0;;;;;;0;0;1;0;1;60000210;11000029
2023;1000000265;600000174;20;2;0;1;;00003151;00000005;00000003;00003406;1;0;0;0;;0;0;;0;;;;;0;1;0;0;60000153;11000021
2023;1000000268;600000175;7;2;3;1;;00002227;00000005;;00002366;2;0;0;0;;;0;0;;;0;;;0;1;0;0;60000085;11000012
2023;1000000271;600000176;23;2;0;1;;00004882;00000003;;00001790;1;0;0;;0;;;0;;;;;;;1;0;0;60000160;11000022
2023;1000000272;600000177;14;1;3;1;;00003206;00000004;00000004;00003850;1;0;0;;0;;;;;;0;;;0;1;;0;60000058;11000008
2023;1000000273;600000178;20;2;0;1;;00003018;00000009;00000017;00003907;1;0;0;;;0;0;0;;;;;;0;1;0;0;60000008;11000001
2023;1000000274;600000179;8;1;1;1;;00003195;00000006;;;2;0;0;;;;;;0;;;;;;1;0;0;60000138;11000019
2023;1000000276;600000180;15;2;0;1;;00001130;00000007;00000022;;1;0;0;;0;;;;;;;;;0;1;0;0;60000026;11000003
2023;1000000278;600000181;14;2;2;1;;00003705;00000004;00000021;00000632;1;0;0;0;;;;;;;;;0;0;1;0;0;60000166;11000023
2023;1000000279;600000182;15;2;1;1;;00001185;00000006;;00001068;1;0;0;;;;;;;;;;0;0;1;0;0;60000110;11000015
2023;1000000280;600000183;14;2;3;1;;00002520;00000004;00000019;00001621;1;0;0;;;1;0;;;;;;0;0;1;0;1;60000168;11000023
2023;1000000285;600000184;20;2;2;1;;00000432;00000006;00000018;;1;1;0;;;1;0;0;;;;;;;1;0;0;60000031;11000004
2023;1000000287;600000185;19;1;1;1;;00003874;00000003;00000002;00005154;1;0;0;0;;;0;;;;;;;0;1;0;0;60000130;11000018
2023;1000000288;600000186;15;2;2;1;;00000368;00000003;00000003;00003690;1;0;0;;;;;0;;;;0;;0;0;0;0;60000014;11000001
2023;1000000290;600000187;24;2;0;1;;00003795;00000003;;00005252;1;0;1;;;;;;;;;;0;0;1;;0;60000126;11000017
2023;1000000291;600000188;10;1;1;1;;00001170;00000004;;00000926;1;0;0;;;;;;;0;;0;;0;1;0;0;60000012;11000001
2023;1000000292;600000189;17;2;1;1;;00004453;00000001;;00000281;2;0;;;;1;;;;;;;;0;0;0;0;60000017;11000002
2023;1000000294;600000190;15;1;0;1;;00005173;00000001;00000022;;1;0;0;;0;;;0;;;;;;0;0;0;0;60000131;11000018
