NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2024;11000012;1;0;00000018;00004433;4;2;;;;;0;0;;;0;;1;;;0;;0;1;0;0;;1;0;;;;;0;0;0;0;0;0;;0;;;1;;0;;3;;1;0;0;;0;0;;;;;0;1;0;0;0;1;0;;;;1
2024;11000013;4;0;00000008;00004652;3;2;0;;;0;0;0;;;;0;1;;;;0;;1;0;;;0;0;0;;0;1;0;0;;;1;;0;0;1;;0;0;0;0;9;;;1;1;5.82531171035953;0;;;;1;0;1;;;;0;0;;;0;0;1
2024;11000014;2;0;00000021;00002256;3;2;;;1;0;0;0;0;0;0;0;1;1;0;;;0;;;0;0;1;;;1;0;1;0;;;0;;0;0;0;1;0;;;0;0;2;1;0;20;0;;0;12.8201468964107;0;14.4576260196045;0;;;1;;0;1;0;1;1;;0;
2024;11000015;1;0;00000016;00003953;3;2;0;;1;0;;0;;;0;;1;0;0;0;;0;;;0;0;1;;0;1;0;;;;;0;1;;0;;;1;0;0;0;;;;1;2;;;0;;;0;;;0;;0;;;1;0;1;0;1;0
2024;11000016;4;;00000025;00000083;3;1;0;;;;0;;0;;0;0;1;;0;0;0;0;;0;0;0;;;1;;;;0;;0;0;0;0;0;0;1;0;0;0;0;;;0;;1;;27.0028912224807;1;38.4343406744301;;;1;;0;;0;;;;;1;0;;1
2024;11000017;4;0;00000027;00000820;4;1;0;;;0;;0;;0;;;1;;0;;1;;;0;1;;;;;1;;;;0;;;;0;0;;;;1;;1;;;;1;2;1;;1;0;0;;1;1;;1;0;0;0;0;1;;;;
2024;11000018;2;;00000012;00003977;3;2;0;;;0;0;;;;0;0;1;1;0;0;;0;1;0;0;;0;0;0;;;;0;;;0;0;;0;1;;1;1;0;0;;;;1;;1;;0;;;0;;0;1;;1;;;;1;;;;
2024;11000019;1;0;00000008;00002966;3;1;;;1;0;;0;;;0;;1;1;0;;0;;;;;;;;0;;;1;0;0;0;;0;0;;0;1;1;;1;0;1;12;1;;12;;;;0;0;10.1527513092151;;;1;;;0;;;;0;;;1
2024;11000020;1;0;00000012;00005473;2;1;0;;1;;;0;;;0;;1;1;0;0;1;;1;0;;0;;0;0;;0;1;;;0;0;;0;0;;;0;1;0;;1;10;1;0;;0;;;;;0.922557118465193;;;9;1;;;0;;0;;0;1;
2024;11000021;1;0;00000017;00002627;2;1;0;;;0;0;;;;0;0;1;0;0;0;;;1;0;1;0;1;0;0;1;0;;;0;0;0;0;0;0;0;1;1;;;0;0;;;;;;0;;;0;3.55025802331511;;;0;;1;;1;;;;0;0;1
2024;11000022;1;;00000012;00005171;4;1;0;;1;0;;;0;0;0;;;1;0;;;0;1;0;0;0;;0;;;;1;;;;;0;0;0;0;1;;1;0;;;22;;1;;;;;;0;0;1;;;;0;0;0;0;;;0;0;1
2024;11000023;1;0;00000012;00001174;3;1;;;;;;0;;;;0;;1;;1;0;;1;;0;0;0;;;0;;;;0;0;0;0;;0;1;1;;0;0;1;0;8;1;1;1;0;7.78175554587506;1;;0;1.18566554796416;;;1;1;;0;0;1;2;1;0;;1
2024;11000024;1;;00000027;00001523;2;2;0;1;;0;;0;;;0;0;1;0;0;;;;1;0;;;;0;0;;;;0;0;0;;;0;0;;;1;;;0;;;;;1;0;;;;;11.7676214342937;;;;1;;;0;0;0;1;;;1
2024;11000025;2;;00000004;00004178;3;1;0;;1;0;;0;0;0;0;0;1;;;0;;0;1;0;0;0;0;1;;;0;1;;0;0;;0;;0;1;;1;1;;0;1;8;1;;0;;;0;18.9133027335629;0;9.70887874660548;1;0;0;;0;;1;;1;1;0;;
2024;11000026;1;0;00000026;00005052;1;2;0;;;0;;;;;0;;1;1;;;;0;;0;0;;;;;1;0;0;;0;0;;0;0;0;;;;;;0;0;2;1;0;1;0;;;11.1838992103003;0;0;0;0;0;;0;;0;;;;;1;0
2024;11000027;1;0;00000015;00002290;3;2;;;;;0;;;0;0;0;;0;1;0;;0;1;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;;;1;;;;0;4;;;;;;0;;;;0;0;1;0;0;0;;0;;1;;0;0
2024;11000028;1;;00000023;00004950;3;2;;;1;;;0;0;;0;0;1;;0;0;;0;;0;;0;1;;;1;;;;;0;0;;;;1;1;;0;;0;0;12;1;0;1;1;;;13.2716090418398;0;2.89680024376139;1;1;1;;;;0;;2;;0;;1
2024;11000029;1;0;00000008;00005273;3;1;;1;1;0;;0;0;0;0;0;;;1;0;;0;1;;;0;0;0;0;0;0;;;;;;;;;;;;1;0;0;;;1;1;0;;16.9314310199115;;;;0;1;1;0;;;1;0;;0;;0;1;
2024;11000030;1;0;00000022;00004064;3;2;0;;;;;0;0;0;0;;1;1;0;0;0;0;1;;;;;0;0;1;;;0;0;0;0;;0;;;1;1;;0;1;1;;1;1;1;1;0;0;0;;;;;0;1;1;0;;;1;;0;;0
