NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2022;1000000057;500000038;19;2;3;1;;00002401;00000001;;00004130;1;0;0;;;0;;;;;;;;0;1;;0;50000057;11000008
2022;1000000060;500000039;10;1;1;1;;00002011;00000006;00000005;;1;0;0;;;;0;;;0;;0;;0;0;0;0;50000159;11000022
2022;1000000062;500000040;9;1;3;1;;00003656;00000008;;00002551;1;0;0;;;;0;0;;;;;0;0;1;0;0;50000035;11000004
2022;1000000064;500000041;8;1;3;1;;00004650;00000001;00000012;00003123;2;0;0;;;;;;;;0;;;;1;0;0;50000047;11000006
2022;1000000065;500000042;19;1;3;1;;00002243;00000002;00000005;00004437;2;0;0;;;;;;;;;;;0;1;0;;50000112;11000015
2022;1000000066;500000043;16;2;3;1;;00002492;00000008;00000018;;2;0;0;;;;;;;0;;;;0;1;0;0;50000140;11000019
2022;1000000067;500000044;8;1;3;1;;00000259;00000006;00000012;;2;0;0;;;;;;;;0;;0;0;1;1;0;50000180;11000025
2022;1000000068;500000045;10;2;0;1;;00005307;00000008;00000022;00000729;2;0;1;0;;;;0;;;;;0;0;0;0;0;50000184;11000026
2022;1000000069;500000046;15;1;0;1;;00002393;00000005;;;1;0;0;;;;;;;;;;;0;1;0;0;50000043;11000006
2022;1000000070;500000047;18;2;1;1;;00000007;00000006;00000025;00004376;1;0;0;0;1;;;;0;0;;0;;0;1;0;0;50000171;11000024
2022;1000000071;500000048;19;2;0;1;;00003057;00000007;00000017;00002953;1;0;1;0;;;;;;;;;0;0;1;0;0;50000048;11000006
2022;1000000072;500000049;15;2;3;1;;00001960;00000008;00000027;;1;0;0;;;;;;0;;;;;0;1;0;0;50000069;11000009
2022;1000000073;500000050;13;1;3;1;;00000884;00000007;00000001;;1;0;0;;;;;;;;;;;0;0;0;0;50000102;11000014
2022;1000000074;500000051;15;2;0;1;;00000467;00000006;00000016;00001189;1;0;0;;0;;;;;0;;;;0;1;0;0;50000003;11000000
2022;1000000075;500000052;10;2;2;1;;00001544;00000003;;00004100;1;0;;;0;;;;;;;0;0;0;1;0;0;50000150;11000021
2022;1000000077;500000053;14;1;0;1;;00003242;00000005;00000020;;1;0;0;0;;;;;;;;;0;0;0;0;0;50000031;11000004
2022;1000000078;500000054;12;1;0;1;;00000486;00000002;;00002449;1;0;1;;;;;;;;0;0;;0;1;0;0;50000126;11000017
2022;1000000079;500000055;18;2;0;1;;00000963;00000004;00000005;;1;0;1;0;0;;;;;;;;;0;1;0;1;50000170;11000024
2022;1000000080;500000056;21;1;3;1;;00002904;00000008;00000017;;1;0;0;;;;;0;;;;;0;0;1;0;0;50000175;11000024
2022;1000000082;500000057;14;2;3;1;;00000845;00000006;00000003;00004406;1;0;0;;;1;;0;0;0;;;;0;1;0;0;50000147;11000020
2022;1000000083;500000058;11;2;0;1;;00003981;00000008;00000025;00004545;1;0;1;;;;;;;0;;;0;0;1;0;0;50000124;11000017
2022;1000000084;500000059;22;1;3;1;;00002776;00000007;00000005;00002682;1;0;0;;;;;;;;;;;0;1;0;0;50000045;11000006
2022;1000000085;500000060;21;1;0;1;;00003432;00000002;;;2;0;0;0;;;;;;;;;;0;1;0;;50000079;11000011
2022;1000000086;500000061;15;1;3;1;;00001162;00000007;;00003909;1;0;0;;;1;;;;;;0;;0;1;;0;50000043;11000006
2022;1000000087;500000062;17;1;3;1;;00003734;00000005;00000008;;1;1;0;;1;;;0;;;;0;;0;1;0;0;50000177;11000025
2022;1000000088;500000063;17;1;3;1;;00002764;00000006;;;1;0;0;;0;;;0;;0;;0;;0;1;0;0;50000108;11000015
2022;1000000089;500000064;16;2;3;1;;00001874;00000006;00000008;00000370;1;0;0;;1;;;;;;;;;0;1;1;0;50000092;11000013
2022;1000000091;500000065;18;2;3;1;;00001793;00000001;;00001482;1;0;0;;;;;1;;;;;;0;1;0;0;50000030;11000004
2022;1000000092;500000066;15;1;3;1;;00005232;00000001;00000017;00000060;1;0;0;;0;0;;;;;;0;;0;1;0;0;50000002;11000000
2022;1000000093;500000067;25;1;3;1;;00000429;00000005;;;1;0;0;;;;0;;;;;;;0;1;0;0;50000177;11000025
2022;1000000094;500000068;6;2;3;1;;00002194;00000006;;;1;0;0;;;;;;;;;;;0;1;0;0;50000116;11000016
2022;1000000095;500000069;9;2;1;1;;00003480;00000006;00000009;00001860;2;0;0;;;;0;;;;;;;0;1;0;0;50000075;11000010
2022;1000000096;500000070;14;1;1;1;;00002077;00000004;00000016;00002353;1;0;0;;;;;;;;;;;0;0;0;0;50000174;11000024
2022;1000000097;500000071;12;1;0;1;;00002188;00000008;00000018;00000363;1;0;0;;;;;0;;;;;;0;1;0;0;50000174;11000024
2022;1000000098;500000072;9;1;1;1;;00004916;00000002;00000027;00000659;1;0;1;0;;;;;;;;;0;0;1;0;0;50000182;11000025
2022;1000000100;500000073;11;2;0;1;;00001483;00000008;00000015;00005083;1;0;0;;0;;;0;;;;;;0;1;0;0;50000090;11000012
2022;1000000101;500000074;15;1;3;1;;00000586;00000005;;00000582;1;0;0;0;0;;0;0;;;;;;0;1;0;0;50000024;11000003
2022;1000000102;500000075;15;2;0;1;;00003435;00000004;;00003234;2;0;0;;;;;;;;;;;0;1;0;0;50000095;11000013
2022;1000000103;500000076;20;1;1;1;;00004765;00000004;00000022;00004184;2;0;1;;;0;;;;;;;;0;1;0;0;50000199;11000028
2022;1000000106;500000077;9;1;1;1;;00004016;00000006;00000025;;1;1;0;;;;;;0;;;;;0;0;0;0;50000172;11000024
2022;1000000107;500000078;9;2;0;1;;00002271;00000002;00000009;00001756;2;0;0;;;0;;;;;;;;;1;0;0;50000003;11000000
2022;1000000108;500000079;12;1;5;1;;00002160;00000008;00000016;00005359;1;1;0;;0;;;;;;;;;0;1;0;0;50000214;11000030
2022;1000000109;500000080;18;1;3;1;;00001979;00000001;;;1;1;0;;;;0;;;;;;;0;1;0;0;50000152;11000021
2022;1000000110;500000081;21;1;3;1;;00002826;00000004;00000005;00000373;1;0;0;;;;;;;0;;;0;0;;0;0;50000216;11000030
2022;1000000111;500000082;8;1;1;1;;00002308;00000002;00000001;;2;0;1;;;1;;;;;;;;0;;0;0;50000118;11000016
2022;1000000113;500000083;13;2;3;1;;00001849;00000002;00000007;;1;0;0;;;;;;;;;0;;0;1;;0;50000003;11000000
2022;1000000115;500000084;12;2;3;1;;00003727;00000007;00000021;00004831;2;0;0;0;0;1;;;;;0;0;0;;1;0;0;50000080;11000011
2022;1000000119;500000085;8;1;1;1;;00005134;00000002;00000012;00000006;1;1;0;;;;;;;;;;;0;1;0;0;50000183;11000026
2022;1000000120;500000086;14;2;3;1;;00003758;00000003;;;1;0;0;;;1;;;;0;0;;;0;1;0;0;50000136;11000019
2022;1000000122;500000087;21;1;0;1;;00003224;00000007;;00001920;1;0;0;;;;0;;;;;;;0;1;0;0;50000085;11000012
2022;1000000124;500000088;10;1;0;1;;00003963;00000006;00000017;00001878;1;0;1;;;;;;;;;;;0;0;0;0;50000185;11000026
2022;1000000125;500000089;20;1;1;1;;00004204;00000006;;;1;0;0;;;0;;;;;;;;0;1;0;;50000013;11000001
2022;1000000126;500000090;6;2;0;1;;00004350;00000004;00000002;;1;0;0;;;;;;;;0;;;0;;0;0;50000210;11000029
2022;1000000128;500000091;15;2;3;1;;00003725;00000004;00000019;;1;0;0;0;;;;;;;;;;0;1;0;0;50000050;11000007
2022;1000000132;500000092;11;1;0;1;;00000738;00000003;00000008;00000272;2;0;0;;;0;;;;;;;;0;;0;0;50000107;11000015
2022;1000000133;500000093;26;1;2;1;;00003262;00000007;00000014;;1;0;0;;0;;;;;;;;;0;1;0;0;50000158;11000022
2022;1000000134;500000094;8;2;1;1;;00001371;00000008;;00002383;1;0;0;;;;;;;;;;;0;1;0;;50000168;11000023
2022;1000000135;500000095;21;1;0;1;;00002533;00000006;00000025;00001019;1;0;0;;;;;0;;;;;;0;1;0;0;50000149;11000021
2022;1000000137;500000096;17;2;1;1;;00003381;00000001;;;2;1;0;;;;0;;;;;;;0;1;0;;50000072;11000010
2022;1000000138;500000097;9;2;1;1;;00002300;00000003;;;2;0;0;;;;0;;0;;;;;0;1;0;0;50000198;11000028
2022;1000000139;500000098;11;2;3;1;;00005094;00000003;00000009;00000869;1;0;0;;;;;;;;;0;;0;1;0;0;50000026;11000003
2022;1000000141;500000099;17;1;1;1;;00003618;00000002;;00003912;1;0;0;;;;;;0;;0;;;0;1;0;0;50000150;11000021
2022;1000000142;500000100;13;1;3;1;;00002048;00000001;00000001;;1;0;1;;;;;;;;;;;0;1;;;50000056;11000007
2022;1000000143;500000101;22;1;2;1;;00001886;00000008;;00004885;2;0;0;;;;;0;;;;;;0;1;0;0;50000068;11000009
2022;1000000144;500000102;9;2;1;1;;00004961;00000001;00000011;00001971;2;0;0;;;1;0;;;;;0;;0;1;0;0;50000152;11000021
2022;1000000145;500000103;22;2;3;1;;00002875;00000003;00000025;00000699;1;0;0;0;;;;;0;;;;;0;1;0;0;50000043;11000006
2022;1000000146;500000104;19;2;0;1;;00003130;00000002;00000002;00001817;1;0;0;;;;0;;;0;;;;0;1;0;0;50000193;11000027
2022;1000000148;500000105;16;1;1;1;;00001245;00000002;;00003393;1;0;0;;;;;;;;;0;0;0;1;0;0;50000027;11000003
2022;1000000150;500000106;10;2;0;1;;00000668;00000008;;00001163;1;1;1;;;1;0;0;;0;0;0;;0;0;0;0;50000027;11000003
2022;1000000151;500000107;14;2;1;1;;00001335;00000005;00000012;00003616;1;0;0;;0;0;0;;;;;0;;0;1;0;0;50000103;11000014
2022;1000000153;500000108;20;1;1;1;;00001440;00000008;00000014;;1;0;1;;;;;;;;;;;;1;0;0;50000020;11000002
2022;1000000154;500000109;10;2;0;1;;00004687;00000007;00000027;00001885;1;0;0;;;;;0;;;;;;0;1;0;0;50000199;11000028
2022;1000000156;500000110;19;1;0;1;;00002317;00000002;;00000444;1;0;0;;0;;;;;;;;;0;1;0;;50000075;11000010
2022;1000000157;500000111;18;2;0;1;;00002084;00000005;00000015;;1;0;0;;;;;;;;;;;;1;0;0;50000045;11000006
2022;1000000158;500000112;19;2;0;1;;00003726;00000007;00000018;00004636;1;0;0;;0;;;;;;;;;0;1;0;;50000022;11000003
2022;1000000159;500000113;10;1;3;1;;00000068;00000005;00000003;;1;0;0;;;;;;;;;;;0;1;;0;50000063;11000008
2022;1000000160;500000114;25;1;1;1;;00003745;00000004;00000021;;1;0;0;;;;;;;;0;;;0;1;0;0;50000140;11000019
2022;1000000162;500000115;21;1;0;1;;00001017;00000004;00000008;;1;0;0;;;;;;;0;;;;0;1;0;0;50000125;11000017
2022;1000000163;500000116;15;1;1;1;;00003255;00000004;00000020;00001205;1;0;1;;;;;;;;;;0;0;;0;0;50000165;11000023
2022;1000000164;500000117;12;2;3;1;;00003155;00000004;00000015;00002266;1;0;1;;;;;;0;0;;;;0;1;0;0;50000105;11000014
2022;1000000165;500000118;19;2;0;1;;00002787;00000006;00000009;00000112;2;0;0;;0;;;;;;;;;0;1;;0;50000105;11000014
2022;1000000167;500000119;16;1;3;1;;00003580;00000004;00000023;;1;0;0;0;;;;;;0;;0;;0;0;0;0;50000171;11000024
2022;1000000168;500000120;17;1;3;1;;00003513;00000006;;00002266;1;0;0;;;;0;;;;;;0;0;1;1;0;50000077;11000010
2022;1000000169;500000121;19;1;1;1;;00001091;00000003;00000009;00005181;1;1;0;;;;;;;;;;;0;1;0;0;50000140;11000019
2022;1000000170;500000122;9;1;1;1;;00002898;00000003;00000013;00004832;1;0;0;;;;;;;;;;;0;1;0;0;50000171;11000024
2022;1000000171;500000123;20;1;0;1;;00000204;00000006;00000013;00001720;1;0;0;;;;;;;;;;0;0;1;0;0;50000046;11000006
2022;1000000172;500000124;20;1;3;1;;00003926;00000003;00000026;;1;0;0;0;;;;0;;;;0;;0;0;1;0;50000097;11000013
2022;1000000173;500000125;13;2;0;1;;00002008;00000002;00000023;;1;0;0;0;;0;;;;;0;0;;0;1;1;0;50000027;11000003
2022;1000000175;500000126;19;1;1;1;;00004132;00000007;;;1;0;0;;;;;;;;;;;0;1;0;0;50000183;11000026
2022;1000000176;500000127;8;2;1;1;;00000160;00000007;00000011;00000585;1;0;1;;;0;;;;;;0;;0;1;0;0;50000146;11000020
2022;1000000177;500000128;21;1;1;1;;00000066;00000008;00000009;00004391;1;0;0;;;1;;0;;;;;;0;1;0;0;50000183;11000026
2022;1000000178;500000129;22;2;0;1;;00001120;00000008;00000012;00000309;1;0;0;;;;;;;;;;0;0;1;0;0;50000068;11000009
2022;1000000179;500000130;9;1;0;1;;00003988;00000006;;00000642;1;0;0;0;;;;;;;;0;;0;1;0;0;50000063;11000008
2022;1000000180;500000131;6;2;0;1;;00000330;00000008;;00004327;1;0;1;;;1;;;;;;;;0;1;0;0;50000016;11000002
2022;1000000183;500000132;16;2;0;1;;00000381;00000004;00000023;;1;0;0;;;;;;;;;;;0;1;0;0;50000088;11000012
2022;1000000184;500000133;9;1;3;1;;00003092;00000006;00000009;00000314;2;0;0;;;;;0;;;;;;0;1;0;0;50000140;11000019
2022;1000000185;500000134;9;2;2;1;;00001090;00000007;;00002652;1;0;0;;;;;;;;;;;0;1;;0;50000091;11000012
2022;1000000186;500000135;6;1;0;1;;00003906;00000004;00000024;;1;0;0;;;;;;;;;;;0;;0;0;50000149;11000021
2022;1000000187;500000136;22;1;1;1;;00004104;00000007;00000003;00002235;2;0;0;;;;;0;;;;;;0;1;0;1;50000026;11000003
2022;1000000188;500000137;19;2;1;1;;00004903;00000003;00000024;00005105;1;0;0;;;1;0;;;0;;;0;0;1;0;;50000051;11000007
2022;1000000190;500000138;15;1;3;1;;00002635;00000001;00000020;00004586;2;0;0;;0;;;;;;;;;0;1;0;0;50000154;11000021
2022;1000000191;500000139;22;1;0;1;;00002944;00000006;;00004797;2;0;0;;;;;;;0;;;;0;1;0;0;50000119;11000016
2022;1000000192;500000140;19;1;1;1;;00003252;00000008;00000001;00003205;1;0;1;0;;;;;;;;;;0;1;0;0;50000039;11000005
2022;1000000196;500000141;12;2;3;1;;00004985;00000003;00000003;;2;0;0;;;0;;;;0;;;;0;1;0;0;50000089;11000012
2022;1000000197;500000142;17;1;3;1;;00001265;00000005;00000007;00004695;1;1;0;;;1;0;;;;;;;0;1;0;0;50000144;11000020
2022;1000000198;500000143;9;1;3;1;;00003288;00000008;00000027;;1;0;0;;;;;;;;;0;0;0;1;0;0;50000059;11000008
2022;1000000199;500000144;9;2;1;1;;00002424;00000002;00000025;00000186;1;0;1;;;;;;;;;;;0;1;0;0;50000143;11000020
2022;1000000200;500000145;7;2;3;1;;00000170;00000004;00000019;00000716;1;0;0;;;;;0;;;;;;0;1;0;0;50000172;11000024
2022;1000000201;500000146;12;1;3;1;;00003559;00000008;00000014;;2;0;0;;;;;;;;;;;0;0;0;0;50000122;11000017
2022;1000000203;500000147;13;1;0;1;;00000536;00000006;00000026;00003094;1;0;0;;0;;;;;;;;;0;0;1;0;50000099;11000014
2022;1000000204;500000148;19;2;1;1;;00000065;00000002;00000007;;1;0;0;;;1;;;0;;;;;0;0;0;0;50000146;11000020
2022;1000000205;500000149;13;1;3;1;;00002284;00000006;;00000003;1;0;1;;;;;;;;;;0;0;1;0;0;50000120;11000017
2022;1000000206;500000150;35;1;3;1;;00000830;00000006;;00003321;1;0;0;;;;0;;;;;;;0;1;0;0;50000175;11000024
2022;1000000207;500000151;13;1;0;1;;00004169;00000003;00000003;00004269;1;0;0;;;1;;;0;;;;;0;1;0;;50000100;11000014
2022;1000000208;500000152;15;2;3;1;;00002855;00000005;00000018;00002704;1;0;0;;0;;;0;;0;;;;0;1;0;0;50000068;11000009
2022;1000000209;500000153;16;2;0;1;;00001325;00000003;00000020;00003062;1;0;0;;;;;;;0;;0;;0;1;0;0;50000173;11000024
2022;1000000210;500000154;12;2;3;1;;00004928;00000002;00000007;;1;0;0;0;0;;;;;0;;;;0;1;0;0;50000196;11000027
2022;1000000212;500000155;14;2;1;1;;00002755;00000003;;;1;0;0;0;;1;;0;;;;;;0;1;0;0;50000137;11000019
2022;1000000213;500000156;18;1;1;1;;00001804;00000008;00000020;00003188;1;0;0;;1;;;0;;;;;;0;;0;0;50000180;11000025
2022;1000000214;500000157;13;1;0;1;;00004935;00000001;;00003367;1;0;0;;;;;;;;;;;0;1;0;0;50000032;11000004
2022;1000000215;500000158;8;1;3;1;;00005517;00000006;00000007;;1;0;1;;;;;;;;;;0;0;0;0;0;50000131;11000018
2022;1000000217;500000159;14;2;3;1;;00004078;00000002;;00000393;1;0;0;;;;;;;;;;;0;;0;0;50000088;11000012
2022;1000000218;500000160;12;2;1;1;;00001904;00000001;;;1;0;0;0;;0;0;;0;;;;;0;1;0;0;50000151;11000021
2022;1000000219;500000161;7;2;3;1;;00002314;00000004;00000026;00004065;1;0;0;;;;0;;;;;0;;0;1;;0;50000199;11000028
2022;1000000222;500000162;12;2;3;1;;00002827;00000001;00000006;;1;0;0;;;;;;;;0;0;;0;1;0;0;50000132;11000018
2022;1000000226;500000163;16;2;1;1;;00004690;00000007;00000025;00004235;2;0;0;;;;;;;;;;;0;1;1;0;50000039;11000005
2022;1000000227;500000164;19;1;3;1;;00002768;00000008;00000016;00003123;1;0;0;;;;;;;;;;;0;1;0;0;50000065;11000009
2022;1000000228;500000165;18;2;3;1;;00002298;00000007;;;1;0;0;;;;;;;;;0;;0;1;0;0;50000151;11000021
2022;1000000229;500000166;15;2;0;1;;00000507;00000002;00000008;00005457;1;0;0;;0;;;;;;;;0;0;1;0;0;50000169;11000024
2022;1000000231;500000167;19;2;3;1;;00004182;00000001;00000008;00003586;1;0;1;;;;;;;;;0;;0;1;0;0;50000098;11000013
2022;1000000232;500000168;16;2;1;1;;00001797;00000008;;00004115;1;1;0;;;;0;;;;;;;0;1;0;1;50000060;11000008
2022;1000000236;500000169;17;1;1;1;;00001759;00000008;00000017;;2;0;0;;;;;;;;0;;0;0;1;0;0;50000075;11000010
2022;1000000238;500000170;12;2;3;1;;00001813;00000007;00000009;;1;0;0;0;;;;0;;;;;;0;1;0;0;50000078;11000011
2022;1000000239;500000171;20;1;3;1;;00004300;00000007;00000022;00001616;1;0;1;;0;;0;;;0;;;;0;1;0;0;50000200;11000028
2022;1000000240;500000172;17;2;1;1;;00003699;00000002;00000017;00002646;1;0;0;;0;;;;;;0;;;0;1;;0;50000146;11000020
2022;1000000241;500000173;21;2;3;1;;00000624;00000003;00000007;00005005;1;0;0;;0;;;0;;;;;;0;1;0;0;50000034;11000004
2022;1000000243;500000174;15;1;3;1;;00003516;00000008;;00000773;1;0;0;;;1;;;0;;;0;;0;1;0;0;50000030;11000004
2022;1000000244;500000175;12;1;0;1;;00002666;00000002;00000016;;1;0;0;;;;;;;;;;;0;1;0;0;50000114;11000016
2022;1000000245;500000176;13;1;3;1;;00004650;00000006;00000015;00004875;1;0;0;0;;1;;0;;0;;;;0;1;0;0;50000125;11000017
2022;1000000246;500000177;19;1;1;1;;00002241;00000006;;00005244;2;0;0;;;;;;;;;;0;0;1;0;0;50000061;11000008
2022;1000000247;500000178;19;1;0;1;;00000225;00000008;00000018;;1;0;0;;;;;;;0;0;;;0;1;0;0;50000101;11000014
2022;1000000248;500000179;12;2;3;1;;00001912;00000002;00000021;00004094;1;0;0;0;;;;0;;;;;0;0;0;0;0;50000136;11000019
2022;1000000249;500000180;26;2;0;1;;00003517;00000006;;00002911;2;0;0;;;1;;;;0;;;;0;1;0;0;50000199;11000028
2022;1000000250;500000181;14;1;1;1;;00004595;00000004;00000013;;1;0;0;;;;;;;;;0;;0;1;0;0;50000154;11000021
2022;1000000251;500000182;19;2;1;1;;00002237;00000006;00000013;;1;0;0;;;;0;;;;;;;0;1;0;0;50000036;11000005
2022;1000000252;500000183;16;2;0;1;;00003677;00000006;;;1;0;0;0;;;;0;;0;0;;;0;1;;0;50000046;11000006
2022;1000000253;500000184;12;2;3;1;;00003231;00000003;;;2;0;0;;;;;;0;;;;;0;1;;0;50000003;11000000
2022;1000000254;500000185;18;2;0;1;;00000117;00000004;;00002574;1;0;0;;;0;;;;;0;;0;0;1;0;0;50000207;11000029
2022;1000000255;500000186;22;1;1;1;;00000674;00000006;00000009;00002100;1;0;0;;;;;0;0;0;;;0;0;1;0;0;50000207;11000029
2022;1000000256;500000187;17;1;0;1;;00003110;00000006;;00000904;1;0;0;;;;;;;;;;;0;1;0;0;50000043;11000006
2022;1000000259;500000188;11;1;1;1;;00000004;00000001;00000003;;2;0;0;0;;0;;;;;0;;;0;1;0;0;50000174;11000024
2022;1000000260;500000189;10;1;3;1;;00001579;00000006;;;1;0;0;0;;1;;;;0;;;;0;1;0;0;50000080;11000011
2022;1000000261;500000190;17;2;0;1;;00002218;00000005;;00003595;1;0;0;;;;;;0;0;;;0;0;;0;0;50000053;11000007
2022;1000000262;500000191;16;1;1;1;;00002617;00000003;;00004956;2;0;0;;;;;;;;;;;0;1;1;0;50000190;11000027
