NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2020;11000021;1;;00000019;00002129;3;2;0;;;0;0;0;0;0;;;1;;0;;0;;1;;0;0;0;;0;0;;;;;;0;0;0;;;;;1;0;;;33;;0;;;31.5981326568872;;1.82745466183405;0;0.458473784383386;;;1;1;;;0;;1;;0;;1
2020;11000022;1;0;00000016;00004012;3;2;;1;;0;0;0;0;;;;1;;0;;1;;1;0;0;;;0;;0;0;;;0;;0;;0;;1;1;1;;;0;0;6;1;1;0;;;0;4.50358065683395;0;;1;;0;;0;;0;;13;1;0;;1
2020;11000023;2;0;00000002;00002961;3;1;0;;1;0;0;0;;0;;0;;0;;0;;;1;0;0;0;1;0;0;0;0;1;;0;;0;;;0;;0;1;1;;1;1;16;;;;0;;0;;0;0;0;0;0;;0;0;0;;3;1;0;0;
2020;11000024;4;0;00000020;00000508;3;1;;;1;0;0;0;0;0;0;0;1;1;;;0;0;1;0;0;0;1;;;;0;;;;;0;;0;0;;1;;1;1;;1;17;1;1;;0;28.6967131951824;0;0;0;;0;;0;;0;;0;0;;;;0;1
2020;11000025;1;0;00000006;00002683;3;1;0;;1;;0;;0;1;;;1;1;0;0;0;0;1;;0;;;0;;;0;0;;0;0;0;0;0;0;9;1;;0;;0;0;;;0;;1;12.8046644304413;;0;;;1;;;;0;;0;0;0;0;0;1;
2020;11000026;1;0;00000010;00001691;2;1;;1;1;0;0;0;0;0;0;0;;1;0;1;0;;1;0;;0;0;;0;1;;;;0;0;;;;;0;1;1;;;1;0;6;;;0;0;17.8030574473087;0;;0;0;;0;1;1;1;;0;0;1;0;0;;1
2020;11000027;1;0;00000024;00000071;3;1;;;;0;0;0;0;0;;0;0;;;;0;0;1;0;0;0;0;0;;;0;1;;0;0;;;0;;1;1;0;0;0;0;0;10;;;;;;0;0.902889227145351;;0.169151508016512;;0;0;1;0;0;0;;;1;0;;
2020;11000028;1;0;00000019;00003651;3;1;0;1;;;0;;0;0;;;1;1;;0;;;1;;0;0;0;1;0;;0;0;;0;0;0;0;0;0;;1;0;;0;;1;14;0;;1;1;7.00917746289633;0;0;0;0;;0;0;;0;;0;0;;0;0;;1
2020;11000029;1;0;00000021;00003335;3;1;0;;;0;;;0;0;0;0;0;1;;0;;0;1;0;0;;;0;0;1;;1;0;0;;;0;0;0;1;1;0;1;0;0;0;;;1;1;;14.1580835147761;0;1.65826363081578;0;0;1;;;1;;;;;1;1;;1;1
2020;11000030;4;0;00000007;00003820;2;2;1;;;;;0;;;0;0;;;;0;;0;;;0;0;;1;0;;0;;0;;0;0;;0;;1;1;;0;0;;0;5;;;2;0;17.6603826403152;0;0;0;1.29053761763498;;1;0;;0;;;;;1;;1;
