NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2017;11000010;4;0;00000016;00000785;3;1;0;;1;;;0;0;0;0;0;;1;0;;0;0;1;0;;0;;;;0;;1;0;;0;;;;;;1;0;1;;;;;;1;;1;4.55860409594607;0;2.90544273890555;0;;0;;1;;0;0;;;2;1;;0;1
2017;11000011;1;;00000003;00000563;3;2;0;;1;;0;0;;;0;;1;;;0;0;0;1;0;0;;1;;0;0;0;1;0;0;0;;;1;0;0;;0;1;0;0;;;1;0;1;0;0;;1.26240942976438;0;0;1;0;;1;2;;;;;;;;1
2017;11000012;2;;00000005;00000771;3;1;0;;;0;0;;0;0;;0;1;;0;0;0;;;0;0;0;;0;0;;0;;0;0;0;;0;;;1;1;0;0;;0;1;;1;;1;0;9.24720786511898;;;0;;1;0;;;;;;;;;0;;0
2017;11000013;4;0;00000023;00000833;4;2;0;;1;0;;0;1;0;;0;1;1;;0;;;1;0;;0;0;0;0;0;0;;;0;;0;;0;;0;1;;1;;;1;8;1;1;3;;0;;;0;;;1;1;1;0;;;0;;1;0;1;0
2017;11000014;4;0;00000022;00004732;3;1;;;1;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;0;;0;1;0;0;;0;;0;0;;;1;;;1;0;1;1;6;1;1;1;0;0;1;;0;0;;1;;;;;0;1;;1;0;;9
2017;11000015;4;0;00000015;00004523;4;1;0;;1;0;;0;0;;0;0;1;1;0;0;0;0;;0;0;;;;0;0;0;;0;;0;0;;;;;;1;;0;1;0;;;;14;1;;;1.90189533634111;0;0;1;0;;1;0;0;;;1;0;0;0;1
2017;11000016;4;0;00000004;00001366;4;1;0;;1;0;0;0;0;0;0;0;1;;;0;0;;;0;0;;0;0;;;0;;0;0;1;0;;0;;1;1;0;0;;0;1;6;1;0;1;0;9.45657920325175;0;3.44043052848428;;1.50441100867465;1;0;0;;;0;;0;;1;0;;
2017;11000017;4;0;00000008;00003878;4;2;0;;;0;0;;0;;0;;;0;0;0;0;0;;0;;0;0;1;;1;0;;1;0;0;;0;0;;1;1;1;;;0;1;;1;;1;1;0;0;;0;0.446683374466375;;0;;1;0;;;;;1;0;;0
2017;11000018;1;0;00000015;00003884;3;2;0;;;0;0;0;;1;;0;;1;;0;;;1;0;0;0;1;0;0;0;;1;0;;;0;0;0;;1;;0;;0;;0;6;;0;0;1;13.9599240024108;;0.0915212871041149;0;0;;0;0;1;0;0;;;;1;0;0;
2017;11000019;1;;00000004;00001545;3;1;0;1;1;0;0;0;0;0;0;;;;;0;;0;1;0;0;;1;1;;0;0;1;0;0;0;0;0;;;1;1;;;0;;0;;;1;0;;15.5904838483548;0;0;0;;;;;;0;0;0;1;;;0;1;1
2017;11000020;2;0;00000002;00004623;3;2;0;;;;0;0;;0;0;0;;1;0;;0;0;1;;;0;1;;0;;0;0;;0;0;;1;0;0;;;;;0;0;;6;1;0;;;;;0.635965588735417;0;0.710696292808279;;1;;1;;0;;;;;;0;0
2017;11000021;1;0;00000027;00002300;2;1;0;;;0;;0;0;0;0;0;1;1;0;1;0;0;;;0;;0;0;0;0;0;;;0;0;0;0;;0;1;1;0;;;0;;2;1;;2;1;;0;;0;;1;0;0;;;0;1;0;1;1;;;1
2017;11000022;1;0;00000027;00003727;3;1;;1;1;;;0;0;;0;;1;1;;;;0;1;0;0;0;0;0;;1;;1;;0;0;;0;;0;1;;0;;0;0;1;;1;;0;;9.7549795958912;0;0.475056051509455;;;;1;0;1;;0;0;;0;0;;1;0
2017;11000023;1;0;00000010;00002694;3;1;;;1;0;;0;0;0;;0;;1;0;1;;0;1;0;;0;;1;;1;;;0;;;0;0;0;0;;1;;0;0;;0;;;1;;;0;0;0;;;1;0;0;;;;0;0;;;0;0;
2017;11000024;4;0;00000005;00004862;3;1;0;;1;;0;;;0;;;1;;0;0;0;0;;;0;0;;0;0;0;;1;;;;0;0;0;;;1;;1;;;1;1;;1;;1;;;;0;0.890397100592963;;0;;1;0;0;0;;1;1;0;1;0
2017;11000025;1;0;00000018;00002279;4;1;0;;;0;;;0;1;;;;1;0;0;0;0;;0;0;0;;0;0;;0;0;1;0;0;0;;0;;;1;1;;;;0;2;;1;1;1;4.78043728100602;0;;;;;0;;;0;;;0;1;1;;;1
2017;11000026;1;0;00000006;00005245;3;1;0;1;1;0;;;0;0;;1;;1;0;;0;0;;0;0;0;0;;1;1;;;1;;0;;1;0;0;0;;1;0;0;;0;11;1;;;;0;0;;;0;1;0;;1;;;1;;1;;0;;
2017;11000027;4;0;00000010;00003965;4;2;0;;1;;0;0;0;0;0;0;1;;0;0;0;0;;0;;;0;;0;;0;1;0;0;0;0;;;0;;;;1;0;0;0;6;1;1;;;0;0;0;0;;1;0;0;1;1;0;0;0;;;;;0
2017;11000028;1;0;00000022;00002061;3;1;;;1;;0;0;0;0;;;1;1;0;;0;;;;;0;0;1;;0;;1;;0;;;1;0;9;1;1;;;;;0;6;1;;1;1;0;;1.14619096391834;0;1.99443081906065;1;;;;;;0;0;3;1;0;;1
2017;11000029;2;0;00000020;00003509;3;1;0;;;0;0;0;0;;0;0;1;0;0;1;0;0;1;0;;;1;0;0;0;;1;0;0;0;0;0;;0;;;1;;0;1;1;3;;;1;0;0;;2.3612084435299;0;;1;0;0;1;0;0;0;;0;;0;;1
2017;11000030;4;0;00000011;00000273;1;1;0;1;1;0;0;;0;0;0;0;;1;0;0;;0;;0;;;1;0;0;1;;1;;0;0;0;1;0;;1;;;0;0;0;1;22;1;;;;17.2032533735037;0;0.628680819645524;;0;;1;1;1;;0;;;0;1;0;;
