NU_ANO;CO_ENTIDADE;TP_SITUACAO_FUNCIONAMENTO;TP_FALTANTE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_CATEGORIA_ESCOLA_PRIVADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS;IN_COMPUTADOR;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_ACESSO_INTERNET_COMPUTADOR;IN_BANDA_LARGA;QT_PROF_COORDENADOR;QT_PROF_FONAUDIOLOGO;QT_PROF_NUTRICIONISTA;QT_PROF_PSICOLOGO;QT_PROF_PEDAGOGIA;IN_ALIMENTACAO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR
2019;11000010;4;0;00000015;00002327;3;1;;;1;0;;0;;0;0;0;;1;;;0;0;1;0;0;;0;0;0;0;;;1;0;;0;0;0;9;0;;0;0;;;0;;1;0;6;;;0;0;;0.938092306023464;;;0;1;;0;0;;;1;0;0;1
2019;11000011;1;;00000005;00002054;2;1;0;;1;;;0;0;;0;;0;;0;;;;;;0;0;;0;;1;0;;;0;;;;1;0;0;1;;;0;0;;;;1;;1;;0;1.74379111151211;;;1;1;0;;;0;0;0;1;;;0;
2019;11000012;1;0;00000025;00002059;3;1;;;;;0;0;;;0;0;1;1;;;0;;;;;0;;0;0;0;0;1;0;;0;;;0;;;1;;0;;0;1;2;1;;0;;0;0;;;;1;;;0;0;0;;;1;1;0;0;1
2019;11000013;1;0;00000013;00000350;2;1;;;;0;0;;0;;;;;1;;0;0;;1;;0;;1;1;;0;1;1;0;0;0;;0;0;1;1;;;1;0;1;;9;1;;;1;2.12008060188964;0;0;;0;;0;;;;0;;0;2;1;0;;1
2019;11000014;4;0;00000016;00003950;3;1;;;;0;0;0;;;;0;;1;0;;;0;1;0;0;0;;1;;;0;1;0;0;;;1;0;0;0;1;;;;;1;;1;0;0;0;0;0;;0;;1;1;0;0;;;0;0;0;0;0;;0
2019;11000015;1;0;00000021;00001850;3;1;0;;1;0;0;0;0;0;0;0;1;;;0;;0;1;;0;0;0;0;1;;0;1;0;0;;0;0;0;;1;1;0;0;0;1;;;1;;1;0;;0;0;;1.95880969800055;1;;;1;0;;0;0;2;;0;;
2019;11000016;1;0;00000002;00000728;2;2;0;;;0;0;;;0;;;1;1;;0;0;0;1;0;0;0;1;1;;0;0;;0;;0;0;;0;0;;1;1;;0;0;;;0;1;0;;;0;1.25265764654614;0;;1;0;;1;0;1;0;;0;1;0;0;
2019;11000017;4;0;00000020;00002156;3;1;0;1;1;0;0;;0;0;;0;1;;0;;;0;1;0;;0;0;;1;;0;;0;;;0;0;0;;1;1;0;;0;0;;11;;1;;0;;0;0;;1.59781171288341;0;0;0;0;1;0;0;0;2;;0;;0
2019;11000018;1;0;00000021;00003859;2;1;;;;0;;0;0;0;;0;1;;1;0;0;;;;;;1;0;1;1;1;;0;;;0;0;;0;1;1;;0;0;0;0;;1;1;0;1;0;0;0;0;0;1;1;0;;1;;0;0;0;;9;;0
2019;11000019;2;0;00000004;00002150;3;1;0;;;;0;;0;0;;0;1;;0;;;0;;;;;;0;;;0;1;1;0;;0;0;0;1;1;1;;1;;;;;;0;;1;;0;3.15250120684504;0;;;0;0;;;0;0;0;;1;0;0;1
2019;11000020;2;0;00000011;00005273;2;1;0;;1;0;0;0;0;;0;;1;1;1;;0;;1;;;0;1;;;0;0;1;;;;;;0;0;1;1;0;1;;0;1;10;1;0;;0;;;0;0;;1;1;0;1;;0;;;;;0;0;0
2019;11000021;1;;00000022;00003723;4;1;0;;1;0;;;1;0;;0;1;;0;;;0;1;;0;;1;;0;;;0;1;0;;0;0;0;;;1;0;;;1;1;10;1;1;1;;0;;;0;0.0555458385497332;;0;1;;0;;;0;;;;1;
2019;11000022;1;;00000006;00001697;3;1;;1;1;;0;0;;0;0;0;;1;;0;0;;1;;0;0;;;0;0;0;;0;;;;;0;;;;1;1;1;0;;11;1;;2;;;1;1.80632031522691;;;0;;0;;0;0;0;0;;1;0;;
2019;11000023;2;0;00000011;00000999;3;2;0;;1;;0;;0;0;0;0;1;0;0;;0;0;1;0;0;0;;;1;0;;1;;0;0;0;;9;0;;;0;1;;;;;1;0;1;1;0;1;1.78908394300379;0;;1;;;;;;0;1;2;1;;1;
2019;11000024;4;;00000013;00003284;3;1;;1;;;0;0;0;0;;0;1;1;0;0;0;;;;0;0;;;0;;;0;0;0;;;;0;;;1;;1;0;0;0;3;1;;0;;;0;0;0;;1;0;0;0;4;0;;0;0;;0;;
2019;11000025;1;0;00000016;00001330;3;1;0;;;;0;0;0;0;0;0;1;1;0;;0;0;1;0;0;;;0;0;0;0;1;0;0;;0;;0;0;1;;;1;;1;0;9;;;0;0;;1;0.455743254860863;0;0.557095206459053;1;1;0;;0;0;;0;;;0;0;
2019;11000026;4;0;00000022;00002927;4;1;1;;0;;0;0;0;0;;;;1;;;0;;1;;0;0;;;0;0;;1;;;;;;;0;1;1;1;0;;0;;4;;1;;1;;;3.81907533481717;;;0;1;1;1;;0;0;0;;1;0;;9
2019;11000027;1;0;00000012;00001818;3;1;;;1;;0;0;0;;0;;1;1;;0;;0;1;0;;0;;0;;0;0;;;0;0;0;0;;;;1;0;;0;0;;;1;1;;;0;0;0;;0.67298730253242;;1;;1;0;0;0;0;0;0;;;
2019;11000028;1;0;00000005;00003063;3;1;3;;1;;;0;0;0;0;;1;;0;;0;0;;0;;0;0;0;;;;1;;;0;;;0;;0;1;1;1;1;0;1;6;0;1;;1;4.56970138067845;;;0;0.00831180776003748;;;0;0;1;0;;;1;;0;0;1
2019;11000029;1;0;00000018;00000917;3;2;;;;0;0;0;;;0;;;1;0;0;0;;1;0;0;0;0;0;0;0;0;;1;;0;;;;;1;;1;1;;0;;;;;;;6.44857339968439;;0;;;;;;;1;;0;0;7;1;0;0;1
2019;11000030;2;0;00000015;00003138;4;1;0;4;;;;;0;;;;1;1;0;;;;1;0;0;;0;;;1;0;;0;0;;0;1;0;0;1;1;0;;;0;1;;;1;0;0;;;2.15839181654155;0;0.035389555268921;1;0;;1;1;0;;0;;;0;0;
