NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2019;1000000017;200000012;14;1;0;1;;00002128;00000002;;00000986;1;0;0;;0;;;;;;0;0;;0;1;0;0;20000202;11000028
2019;1000000018;200000013;10;1;0;1;;00002250;00000002;;;1;0;0;;;;;;;;;;;0;1;0;0;20000036;11000005
2019;1000000019;200000014;18;1;1;1;;00000476;00000001;00000012;00002715;1;0;0;;0;;;;;;;;;0;1;0;0;20000003;11000000
2019;1000000020;200000015;21;2;3;1;;00002983;00000001;;;1;0;0;;;;;;;;0;;;0;1;0;0;20000185;11000026
2019;1000000021;200000016;16;2;1;1;;00001465;00000001;00000017;00003887;2;0;0;;;;;0;0;;;;;0;1;0;0;20000076;11000010
2019;1000000023;200000017;25;1;1;1;;00001094;00000001;00000013;;1;0;0;;;;;;;;;0;;0;1;0;0;20000120;11000017
2019;1000000025;200000018;9;1;3;1;;00002574;00000002;;00001056;1;0;0;;;;;;;;;;;;1;0;0;20000033;11000004
2019;1000000026;200000019;17;2;3;1;;00004542;00000002;00000005;00005039;1;0;0;;;;;;;;;0;;0;1;0;0;20000075;11000010
2019;1000000027;200000020;21;2;0;1;;00005328;00000001;;;1;0;0;;;;;;;;;;;0;1;0;0;20000183;11000026
2019;1000000028;200000021;10;1;1;1;;00004754;00000002;00000025;00005112;1;0;1;0;;1;;;;;;;;0;0;;0;20000161;11000022
2019;1000000029;200000022;5;1;1;1;;00004519;00000002;00000019;00004560;1;0;0;;0;;;;;;;;;0;1;0;0;20000051;11000007
2019;1000000030;200000023;6;2;0;1;;00002823;00000002;00000011;00002653;2;0;0;;;;;0;;;0;;;0;1;0;0;20000064;11000009
2019;1000000031;200000024;19;2;0;1;;00002430;00000002;;00001849;1;0;0;;;;;;;;;;;0;1;;0;20000138;11000019
2019;1000000032;200000025;17;2;0;1;;00002540;00000001;00000023;;2;0;0;;;1;;;;;;;;0;;0;0;20000119;11000016
2019;1000000033;200000026;7;2;0;1;;00005017;00000001;00000026;00001155;1;0;1;0;;;;;;;;;;0;0;0;0;20000215;11000030
2019;1000000035;200000027;5;2;1;1;;00003377;00000002;00000025;00003482;1;0;0;;;0;;0;;0;0;;;0;1;0;0;20000073;11000010
2019;1000000036;200000028;15;2;1;1;;00001485;00000002;00000009;00000055;2;0;0;;;1;;;0;;;;;0;1;0;0;20000094;11000013
2019;1000000037;200000029;12;1;3;1;;00001497;00000002;00000016;;1;0;0;;0;;0;;;;;;;0;1;0;0;20000046;11000006
2019;1000000038;200000030;21;1;1;1;;00002788;00000001;00000016;00003681;1;0;0;;0;;;;;;;;;1;0;0;0;20000199;11000028
2019;1000000039;200000031;18;1;1;1;;00001032;00000001;00000006;00001876;1;0;0;;;1;;0;;;;;;0;1;0;;20000015;11000002
2019;1000000040;200000032;17;1;1;1;;00003187;00000002;;00000826;1;0;0;0;;;;;;;;;;0;1;0;0;20000091;11000012
2019;1000000041;200000033;17;2;3;1;;00000148;00000002;00000006;00000929;1;0;0;0;;;;;;;;;0;0;1;0;0;20000023;11000003
2019;1000000042;200000034;15;2;1;1;;00002818;00000001;00000010;00003575;1;0;0;0;;;;0;;;0;;;0;1;1;0;20000085;11000012
2019;1000000044;200000035;17;2;3;1;;00001516;00000001;00000006;00004333;1;0;1;0;;;;;;0;;;;0;1;;0;20000008;11000001
2019;1000000045;200000036;4;2;1;1;;00002928;00000001;;00004735;2;0;0;;;;;;;;;;;0;1;0;0;20000168;11000023
2019;1000000046;200000037;4;1;0;1;;00004662;00000002;00000019;;1;0;0;;;;;;;;;;;0;1;0;0;20000070;11000009
2019;1000000047;200000038;8;2;1;1;;00000200;00000002;00000009;;1;0;1;;;;;;0;;;;;0;1;0;0;20000066;11000009
2019;1000000048;200000039;34;2;0;1;;00004961;00000001;00000010;00000306;1;0;1;;0;;0;;;;;;;0;1;0;0;20000121;11000017
2019;1000000049;200000040;8;1;1;1;;00001754;00000002;00000023;00004392;1;0;0;;;;;;;;0;0;0;0;1;0;0;20000200;11000028
2019;1000000050;200000041;11;1;0;1;;00001719;00000002;00000018;;1;0;0;;0;;;;;;;;;0;1;0;0;20000037;11000005
2019;1000000051;200000042;11;2;1;1;;00002911;00000002;00000016;00003102;1;0;1;;;;0;;0;;0;;;0;0;0;0;20000212;11000030
2019;1000000052;200000043;17;2;0;1;;00005282;00000002;;00002793;1;0;0;0;;;;;;;;;;0;1;0;0;20000128;11000018
2019;1000000053;200000044;19;1;0;1;;00004619;00000001;;00004370;1;0;0;;;;;0;0;0;;;;0;1;0;0;20000175;11000024
2019;1000000054;200000045;15;1;0;1;;00001990;00000002;00000021;00001063;1;0;0;;;;;;;;;;;0;1;0;0;20000006;11000000
2019;1000000055;200000046;6;1;1;1;;00000891;00000002;00000016;00001800;1;0;0;;0;;;;;;;;;;1;0;0;20000205;11000029
2019;1000000056;200000047;7;1;0;1;;00005559;00000002;00000021;;1;0;0;0;;;;;;;0;;;0;1;1;0;20000196;11000027
2019;1000000057;200000048;16;2;3;1;;00004844;00000001;00000018;;1;0;0;;0;;;;;;;;0;0;1;0;0;20000069;11000009
2019;1000000058;200000049;13;2;1;1;;00002114;00000002;00000019;00002502;1;0;0;;;1;;;;;;;;0;1;0;0;20000181;11000025
2019;1000000059;200000050;9;1;0;1;;00000976;00000001;00000008;00004533;2;0;0;;1;;0;;;;;;;0;1;0;0;20000154;11000021
2019;1000000060;200000051;7;1;1;1;;00004130;00000001;00000013;;1;0;1;;0;1;;;0;;;;;0;1;0;0;20000132;11000018
2019;1000000061;200000052;42;2;0;1;;00002754;00000001;00000009;;1;0;0;;;;;;;;0;;;;0;0;0;20000046;11000006
2019;1000000062;200000053;6;1;3;1;;00002731;00000001;00000018;00003845;1;0;1;;;1;;;;;;;;;1;0;0;20000121;11000017
2019;1000000064;200000054;5;1;3;1;;00002782;00000001;00000014;00005246;1;0;0;;;;;;;;;;;0;1;0;0;20000054;11000007
2019;1000000065;200000055;16;1;3;1;;00000007;00000002;00000015;00001062;1;0;0;;;;;0;;;;;;0;1;0;0;20000040;11000005
2019;1000000066;200000056;13;2;3;1;;00002592;00000001;;;1;0;0;;;;0;;;;;;;;1;0;0;20000077;11000010
2019;1000000067;200000057;5;1;3;1;;00002476;00000001;00000020;;1;1;0;;0;;0;1;;0;0;;0;0;1;0;0;20000192;11000027
2019;1000000068;200000058;7;2;0;1;;00003144;00000001;;00001069;1;0;1;;;;;;;;;;;0;1;1;0;20000165;11000023
2019;1000000069;200000059;12;1;0;1;;00000008;00000002;;00004676;1;0;0;;0;;;;;;;;;0;0;1;0;20000159;11000022
2019;1000000070;200000060;15;2;1;1;;00001353;00000001;00000002;00003896;1;0;0;;;;;;;;;;;0;1;0;0;20000011;11000001
2019;1000000071;200000061;16;2;0;1;;00000426;00000001;;;1;0;0;;;;;;;;0;;;0;1;0;0;20000073;11000010
2019;1000000072;200000062;12;2;3;1;;00005023;00000002;00000007;00001128;1;0;0;;0;0;;;;;;;;;1;;0;20000031;11000004
2019;1000000073;200000063;10;1;3;1;;00003443;00000001;;;1;0;0;;;;;;;;;;0;0;1;0;0;20000002;11000000
2019;1000000074;200000064;12;2;0;1;;00001913;00000001;;;1;0;1;;;;0;;;;;;0;0;1;;0;20000013;11000001
2019;1000000075;200000065;7;2;2;1;;00003400;00000001;00000016;00001630;2;0;0;;;1;0;;0;;;;;0;1;0;0;20000117;11000016
2019;1000000077;200000066;11;1;0;1;;00001098;00000001;00000019;;1;0;0;;;;;0;;;;;;0;1;0;0;20000149;11000021
2019;1000000078;200000067;9;1;0;1;;00000075;00000002;;;1;1;0;;;0;;;0;;;;0;0;1;0;0;20000087;11000012
2019;1000000079;200000068;15;2;0;1;;00003883;00000002;00000025;;1;0;1;0;;;;;;;;;0;0;0;0;0;20000041;11000005
2019;1000000080;200000069;18;1;3;1;;00000296;00000001;00000002;00000676;1;0;0;;;;0;;;;0;;;0;1;0;0;20000018;11000002
2019;1000000081;200000070;16;2;1;1;;00004584;00000002;00000023;;1;0;0;;0;;0;;;;0;;;0;1;0;0;20000203;11000028
2019;1000000082;200000071;11;2;3;1;;00001821;00000002;00000006;;2;0;0;0;;1;;;;;;;;0;1;0;0;20000134;11000019
2019;1000000083;200000072;8;2;0;1;;00005550;00000002;00000018;00000486;1;0;0;;;;;;0;;;;;0;1;0;0;20000189;11000026
2019;1000000084;200000073;19;1;3;1;;00001146;00000001;;00004238;1;0;0;;;;0;;;0;;;;0;1;0;0;20000180;11000025
2019;1000000085;200000074;18;1;0;1;;00002307;00000002;;;1;0;1;;0;;;1;;;;;;0;1;0;0;20000205;11000029
2019;1000000086;200000075;12;1;3;1;;00005057;00000002;00000017;00000759;1;0;0;;;;;;;;;;;0;;0;0;20000177;11000025
2019;1000000087;200000076;14;1;3;1;;00003771;00000001;;;1;0;0;;;;;;;;;;;0;1;0;0;20000134;11000019
2019;1000000088;200000077;14;1;3;1;;00000696;00000002;;;2;0;0;;;;;;;;;;0;0;0;;0;20000132;11000018
2019;1000000089;200000078;13;2;3;1;;00005272;00000001;;00001571;1;0;0;;;;;0;0;;;;;0;1;0;0;20000034;11000004
2019;1000000090;200000079;8;1;3;1;;00003556;00000002;;;1;0;0;;;;0;;0;0;;;;0;1;0;0;20000185;11000026
2019;1000000091;200000080;15;2;3;1;;00001350;00000002;00000001;00005461;1;0;0;;;1;;0;;0;;;;0;1;0;0;20000200;11000028
2019;1000000092;200000081;12;1;3;1;;00002901;00000001;00000001;00002323;1;0;0;;;;;0;;;;;0;0;1;0;;20000048;11000006
2019;1000000093;200000082;22;1;3;1;;00003120;00000001;;;1;0;0;;;;;0;;;;;;0;;0;0;20000060;11000008
2019;1000000094;200000083;4;2;3;1;;00001672;00000001;00000009;00000866;1;0;0;;;;;;;;0;0;;0;1;0;1;20000162;11000023
2019;1000000095;200000084;6;2;1;1;;00005569;00000001;;;1;0;0;;;;;0;;;0;;0;0;1;0;0;20000103;11000014
2019;1000000096;200000085;11;1;1;1;;00003828;00000002;00000011;;1;0;0;;;;;;;0;;;0;0;1;0;0;20000020;11000002
2019;1000000097;200000086;9;1;0;1;;00000820;00000002;00000020;00005021;1;0;0;;;;;;0;;;;;0;1;0;0;20000184;11000026
2019;1000000098;200000087;6;1;1;1;;00002248;00000002;;;2;0;0;;;;;0;;;;;;0;1;0;0;20000069;11000009
2019;1000000100;200000088;8;2;0;1;;00002495;00000001;;;1;0;0;0;;;;;;;;;;0;1;0;0;20000076;11000010
2019;1000000101;200000089;12;1;3;1;;00001913;00000001;00000009;00001210;1;0;0;;;;;;0;;;;;0;1;0;0;20000182;11000025
2019;1000000102;200000090;12;2;0;1;;00000659;00000001;;00003984;1;0;0;;;;;;0;;;;;0;1;1;0;20000181;11000025
2019;1000000103;200000091;17;1;1;1;;00004098;00000002;00000006;00002286;2;0;0;;;;;;;;;;;0;1;0;0;20000114;11000016
2019;1000000104;200000092;24;1;3;1;;00002952;00000001;00000025;;2;0;1;0;;;;;0;;;;;0;1;0;0;20000027;11000003
2019;1000000105;200000093;30;2;3;1;;00002010;00000002;00000006;00000843;1;0;0;;0;;;;;;;;;0;0;0;0;20000087;11000012
2019;1000000106;200000094;6;1;1;1;;00002981;00000002;00000015;;1;0;1;;;;;;0;;;;;0;;0;0;20000116;11000016
2019;1000000107;200000095;6;2;0;1;;00005427;00000002;00000025;00003701;1;0;0;;;;;;0;;;;;0;1;;0;20000038;11000005
2019;1000000108;200000096;9;1;5;1;;00000875;00000002;00000003;00003096;1;0;0;;;;0;;;;;0;;0;1;0;0;20000171;11000024
2019;1000000109;200000097;15;1;3;1;;00002222;00000002;;00003679;1;0;1;0;;;;;;;;;;;1;0;0;20000044;11000006
2019;1000000110;200000098;18;1;3;1;;00001777;00000001;00000025;;2;0;0;;;1;;0;;;;;0;0;1;0;0;20000163;11000023
2019;1000000111;200000099;5;1;1;1;;00004930;00000002;00000025;;1;0;0;;;1;;0;0;;;0;;0;1;0;1;20000125;11000017
2019;1000000112;200000100;6;2;0;1;;00000621;00000001;;00001849;1;0;0;;0;;;;;;;;;0;1;0;0;20000126;11000017
2019;1000000113;200000101;10;2;3;1;;00002890;00000002;;00004556;1;0;0;;0;;;;0;;;;;0;1;0;0;20000064;11000009
2019;1000000114;200000102;9;1;3;1;;00004329;00000001;00000017;;1;0;0;;1;1;;;;;;0;;0;1;0;0;20000062;11000008
2019;1000000115;200000103;9;2;3;1;;00001064;00000001;00000022;00000776;1;0;0;;;1;;0;;;;0;;0;1;0;;20000156;11000022
2019;1000000116;200000104;15;1;0;1;;00003610;00000002;;00005404;1;0;0;;;;;;;;;;;0;1;;0;20000110;11000015
2019;1000000118;200000105;18;2;0;1;;00002372;00000001;00000004;;1;0;0;0;;;;;;;;;;0;1;0;0;20000080;11000011
2019;1000000119;200000106;5;1;1;1;;00000687;00000001;00000017;;1;0;0;;;;;;;;;;;0;0;0;0;20000103;11000014
2019;1000000120;200000107;11;2;3;1;;00001007;00000001;00000018;;1;1;0;;;;;0;;;0;;;0;1;0;0;20000027;11000003
2019;1000000122;200000108;18;1;0;1;;00002184;00000001;;00003939;1;0;0;;0;;;;;0;;;;0;1;0;0;20000208;11000029
2019;1000000124;200000109;7;1;0;1;;00005002;00000002;00000015;00004458;1;0;0;;1;;;;;0;;;;0;1;0;;20000097;11000013
2019;1000000125;200000110;17;1;1;1;;00001721;00000002;00000016;00000914;1;0;0;0;;;0;1;;;;;;0;1;0;0;20000072;11000010
2019;1000000126;200000111;4;2;0;1;;00000721;00000002;00000015;00003370;1;0;0;0;;;;0;;;;;;0;1;1;;20000072;11000010
2019;1000000128;200000112;12;2;3;1;;00000742;00000002;;00002606;1;0;0;0;;;;0;;;;;;0;1;0;0;20000099;11000014
2019;1000000130;200000113;21;2;1;1;;00005383;00000001;00000005;00002133;1;0;0;0;0;;;;;;;;;0;1;;0;20000021;11000002
2019;1000000131;200000114;18;2;3;1;;00004628;00000001;00000027;00001062;1;0;0;0;1;;;;;;;;;0;1;0;0;20000053;11000007
2019;1000000132;200000115;8;1;0;1;;00001127;00000001;00000005;00005033;2;0;0;;;;0;;;;0;;;0;1;0;0;20000016;11000002
2019;1000000133;200000116;23;1;2;1;;00004226;00000002;;;1;0;0;;;;;;0;;0;;0;0;1;1;0;20000059;11000008
2019;1000000134;200000117;5;2;1;1;;00000697;00000002;;00000814;1;0;0;;0;1;;;0;;;;;0;1;0;0;20000091;11000012
2019;1000000135;200000118;18;1;0;1;;00002489;00000001;00000006;00002607;1;0;0;;;;;;;;0;0;0;0;0;;0;20000029;11000004
2019;1000000136;200000119;19;1;3;1;;00000461;00000001;00000010;;1;0;0;0;;;;;;;;0;;0;1;0;0;20000082;11000011
2019;1000000137;200000120;14;2;1;1;;00004996;00000002;;00004241;2;0;0;;;;;;;;;;;0;1;1;0;20000140;11000019
2019;1000000138;200000121;6;2;1;1;;00000639;00000002;00000017;;1;0;1;0;;1;;0;;;0;0;;0;1;0;0;20000138;11000019
2019;1000000139;200000122;8;2;3;1;;00004513;00000002;00000017;00000897;1;0;0;0;;;;;;;0;0;;0;1;0;0;20000022;11000003
2019;1000000140;200000123;16;1;3;1;;00003180;00000002;;;1;0;0;;;;;;;;;;;0;0;1;0;20000100;11000014
2019;1000000141;200000124;14;1;1;1;;00002242;00000001;00000002;00005217;1;0;0;;0;;;;;;;;0;0;1;0;0;20000205;11000029
2019;1000000142;200000125;10;1;3;1;;00000965;00000002;00000024;00003576;1;0;0;;;;0;;;;;;;;1;1;;20000097;11000013
2019;1000000143;200000126;19;1;2;1;;00000151;00000002;00000018;00003326;2;0;0;0;0;;;;;;;0;;0;1;0;;20000073;11000010
2019;1000000144;200000127;6;2;1;1;;00005280;00000001;00000023;00003952;2;0;0;0;;;;0;;;;;0;0;1;0;;20000043;11000006
2019;1000000145;200000128;19;2;3;1;;00002018;00000002;;00000110;1;0;1;;;;;;;;;;;0;1;0;0;20000092;11000013
2019;1000000146;200000129;16;2;0;1;;00003480;00000001;00000015;;1;0;0;;;1;;;;0;;;;0;1;0;0;20000155;11000022
2019;1000000147;200000130;24;2;1;1;;00003498;00000002;;00001968;1;0;0;;0;;;;;;0;;;0;1;0;0;20000012;11000001
2019;1000000148;200000131;13;1;1;1;;00004900;00000001;00000015;00004250;1;0;0;;;;0;;0;;0;0;;0;1;0;0;20000036;11000005
2019;1000000149;200000132;16;2;1;1;;00001081;00000002;00000002;00005187;1;0;1;;;;;;;;;;;0;1;0;0;20000175;11000024
2019;1000000150;200000133;7;2;0;1;;00000981;00000001;;00001622;1;0;0;;;;;;;;1;;;0;0;0;0;20000203;11000028
2019;1000000151;200000134;11;2;1;1;;00002693;00000001;00000005;00000399;1;0;0;;;;;;;;;0;;0;1;1;0;20000060;11000008
2019;1000000152;200000135;19;1;3;1;;00000927;00000001;00000023;00003793;2;0;0;;;0;;;;;0;;0;0;1;1;0;20000071;11000010
2019;1000000153;200000136;17;1;1;1;;00003483;00000001;00000022;;1;0;0;;;;;;0;;;0;;0;1;0;0;20000122;11000017
2019;1000000154;200000137;7;2;0;1;;00001939;00000002;00000027;00005031;1;0;1;0;;;;;;;0;;;0;1;0;0;20000052;11000007
2019;1000000156;200000138;16;1;0;1;;00001740;00000002;00000002;00002337;2;1;0;0;;;;;0;;0;;;0;0;0;0;20000137;11000019
2019;1000000157;200000139;15;2;0;1;;00004863;00000001;;;1;0;1;0;;;;;;0;;;;0;1;0;0;20000085;11000012
2019;1000000158;200000140;16;2;0;1;;00002329;00000001;;;1;0;0;;;1;;;;0;;;0;0;1;0;1;20000161;11000022
2019;1000000159;200000141;7;1;3;1;;00005398;00000002;00000005;00002721;1;0;0;;;1;;;;;0;;0;;1;1;0;20000023;11000003
2019;1000000160;200000142;22;1;1;1;;00005081;00000001;00000026;;1;0;0;;;;0;0;;;;0;;0;1;0;0;20000158;11000022
2019;1000000162;200000143;18;1;0;1;;00003331;00000002;00000013;00000692;1;0;1;;0;;;;;;;;;0;1;0;0;20000028;11000003
2019;1000000163;200000144;12;1;1;1;;00001722;00000002;00000004;00004049;1;0;0;;;;;0;;;;;0;0;1;0;1;20000174;11000024
2019;1000000164;200000145;9;2;3;1;;00004070;00000002;00000017;00004361;1;0;1;;;;;;;0;;;;0;1;0;0;20000158;11000022
2019;1000000165;200000146;16;2;0;1;;00001095;00000001;00000018;00004518;1;0;0;;;;;;;0;;;;0;1;0;0;20000194;11000027
2019;1000000167;200000147;13;1;3;1;;00000050;00000001;00000023;;1;0;0;;0;;;;;;0;;;0;1;0;1;20000174;11000024
2019;1000000168;200000148;14;1;3;1;;00000186;00000002;00000014;;1;0;0;0;;;0;;;;;;;0;1;0;0;20000104;11000014
2019;1000000169;200000149;16;1;1;1;;00000212;00000002;00000003;00001142;1;0;0;0;;1;;;0;0;;;;0;1;0;0;20000211;11000030
2019;1000000170;200000150;6;1;1;1;;00003632;00000001;00000018;00002210;1;0;1;;;0;;0;;;;;;0;1;;0;20000080;11000011
2019;1000000171;200000151;17;1;0;1;;00002609;00000001;00000014;00004514;1;1;0;0;;1;;;;;;;;0;1;0;0;20000182;11000025
2019;1000000172;200000152;17;1;3;1;;00000603;00000001;00000001;00001418;1;0;0;;0;;;;;;;;;0;1;0;;20000141;11000020
2019;1000000173;200000153;10;2;0;1;;00004123;00000002;00000004;00002585;1;0;0;;0;1;;;;;;;;0;1;;0;20000053;11000007
2019;1000000175;200000154;16;1;1;1;;00000647;00000001;00000027;00001275;1;0;0;0;;1;;;;0;;0;;0;1;0;0;20000043;11000006
2019;1000000176;200000155;5;2;1;1;;00002734;00000002;00000023;;1;0;1;0;;;;;0;0;0;;;0;1;0;0;20000023;11000003
2019;1000000177;200000156;18;1;1;1;;00004074;00000001;00000002;;1;0;0;;;;;0;0;;;;;0;1;0;0;20000008;11000001
2019;1000000178;200000157;19;2;0;1;;00000081;00000001;;00005237;1;0;0;;;;;;;;;;;0;1;0;0;20000006;11000000
2019;1000000179;200000158;6;1;0;1;;00004891;00000002;00000006;00001887;2;0;0;;;;;;;;;;0;0;;0;;20000038;11000005
2019;1000000180;200000159;4;2;0;1;;00002262;00000001;00000005;00003230;1;1;0;0;0;;;;;;;;;0;1;0;1;20000133;11000018
2019;1000000181;200000160;20;2;1;1;;00001098;00000002;;00000653;1;0;1;;;;;;;;;0;;0;1;0;0;20000074;11000010
2019;1000000183;200000161;13;2;0;1;;00000028;00000002;00000015;00001014;1;0;0;;;;0;0;;;;;;0;1;0;;20000196;11000027
2019;1000000184;200000162;6;1;3;1;;00004198;00000001;00000027;00001860;2;0;0;;;0;;;;;;0;;0;1;1;0;20000205;11000029
2019;1000000185;200000163;6;2;2;1;;00002159;00000001;;;1;0;0;;;;0;;;;;;;0;1;0;0;20000214;11000030
2019;1000000186;200000164;4;1;0;1;;00004829;00000001;00000023;00001094;1;0;0;;;;;0;;;;0;0;0;1;0;0;20000085;11000012
2019;1000000187;200000165;19;1;1;1;;00000574;00000001;;00001940;1;0;0;;;;;;;;;;;0;1;0;0;20000103;11000014
2019;1000000188;200000166;16;2;1;1;;00002123;00000002;;00004107;1;0;1;;;;;;;;;;;0;1;0;0;20000058;11000008
2019;1000000190;200000167;12;1;3;1;;00004750;00000002;;00002448;2;0;0;;;;0;;;;;;;0;1;0;0;20000077;11000010
2019;1000000191;200000168;19;1;0;1;;00003779;00000002;;00001000;2;0;0;;;;;0;;;;;;0;1;0;0;20000154;11000021
2019;1000000192;200000169;16;1;1;1;;00004008;00000002;00000017;00000031;1;0;0;;;;;;0;;;;;0;0;0;0;20000104;11000014
2019;1000000194;200000170;14;1;3;1;;00001054;00000002;00000004;00001403;1;0;0;;;;;;;;;;;0;1;0;0;20000099;11000014
2019;1000000195;200000171;15;1;0;1;;00002490;00000002;;;2;0;0;0;;1;;;;;0;;;0;1;0;0;20000066;11000009
2019;1000000196;200000172;9;2;3;1;;00005099;00000002;00000014;00002609;1;0;1;;0;;;;;;;;;0;1;0;0;20000166;11000023
2019;1000000197;200000173;14;1;3;1;;00003461;00000002;00000021;00005458;1;0;0;;0;;;;;;;;;0;1;0;0;20000066;11000009
2019;1000000198;200000174;6;1;3;1;;00002085;00000001;00000018;00004275;1;0;0;;;;;;;;;;;0;1;0;;20000048;11000006
2019;1000000199;200000175;6;2;1;1;;00000288;00000001;00000016;00005336;1;0;0;;;;;;;;0;1;;0;1;0;0;20000137;11000019
2019;1000000200;200000176;4;2;3;1;;00002444;00000002;00000027;00000462;1;0;0;;;;0;;;;;0;;0;1;0;0;20000158;11000022
2019;1000000201;200000177;9;1;3;1;;00001780;00000001;00000010;00005365;1;0;0;;;;;;0;;;;;0;1;0;0;20000015;11000002
2019;1000000203;200000178;10;1;0;1;;00005404;00000002;;00000602;1;0;0;;;;;0;;;;0;;0;1;0;0;20000157;11000022
2019;1000000204;200000179;16;2;1;1;;00003014;00000002;00000009;;2;0;0;;;;;;;;;;;0;1;0;0;20000021;11000002
2019;1000000205;200000180;10;1;3;1;;00000478;00000001;00000004;;1;0;1;;;1;;0;;;;;;0;1;0;0;20000036;11000005
2019;1000000206;200000181;32;1;3;1;;00003062;00000002;;;1;0;0;;;0;;0;0;;;0;;0;1;0;;20000184;11000026
2019;1000000207;200000182;10;1;0;1;;00000632;00000002;;00003489;2;0;0;;1;;;;0;;;;0;0;1;0;0;20000211;11000030
2019;1000000208;200000183;12;2;3;1;;00002708;00000001;00000018;00004697;2;0;0;;;;;;;0;;;;0;;0;0;20000078;11000011
2019;1000000209;200000184;13;2;0;1;;00002406;00000001;00000007;00002000;2;0;0;;;1;;;0;;;;0;0;1;0;0;20000154;11000021
2019;1000000210;200000185;9;2;3;1;;00000651;00000002;;;1;0;0;;;;0;;0;;;;;0;1;0;0;20000195;11000027
2019;1000000212;200000186;11;2;1;1;;00003241;00000002;00000023;;1;0;0;;;;;;;0;;;;;1;1;0;20000062;11000008
2019;1000000213;200000187;15;1;1;1;;00003874;00000002;00000011;00002733;1;0;0;0;;;;;;;;;;0;;0;0;20000175;11000024
2019;1000000214;200000188;10;1;0;1;;00000848;00000002;;;1;0;0;;0;;;;;0;0;;;0;1;0;0;20000100;11000014
2019;1000000215;200000189;5;1;3;1;;00004660;00000001;;00002013;1;0;0;0;;;;;0;0;;0;;0;;0;1;20000160;11000022
2019;1000000216;200000190;18;2;3;1;;00001940;00000002;00000001;;1;0;0;;;;;;;;;;;0;1;0;0;20000210;11000029
2019;1000000217;200000191;11;2;3;1;;00003635;00000001;00000021;00003205;1;0;0;;;;;;0;;;;;0;0;0;0;20000106;11000015
