NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;ID_TURMA;CO_ENTIDADE
2017;1000000076;77;13;2;0;1;;00004844;00000001;00000023;00005195;1;0;0;;;1;0;;;;;;;0;1;0;0;127;11000018
2017;1000000077;78;9;1;0;1;;00000761;00000001;00000025;;1;0;0;;;;;;;;;;;;1;0;0;78;11000011
2017;1000000078;79;7;1;0;1;;00004434;00000002;00000017;00000096;1;0;0;;;;;;;0;;;0;;1;0;0;31;11000004
2017;1000000079;80;13;2;0;1;;00002358;00000001;;00003692;2;0;1;0;;;;0;;;;;;;1;;;77;11000010
2017;1000000080;81;16;1;3;1;;00004886;00000001;;00001833;1;0;0;;;;;;;;0;;0;0;1;0;0;214;11000030
2017;1000000081;82;14;2;1;1;;00003793;00000002;;;1;0;0;;;;;;;;;;;0;1;0;0;140;11000019
2017;1000000082;83;9;2;3;1;;00004102;00000001;;00004347;1;0;0;;1;;;0;;;0;0;;0;1;0;0;97;11000013
2017;1000000083;84;6;2;0;1;;00001817;00000001;00000005;00002248;1;0;0;0;;;;;;;0;;;;0;0;;60;11000008
2017;1000000084;85;17;1;3;1;;00002358;00000001;;;1;0;0;;;;;0;;;;;;0;0;0;0;13;11000001
2017;1000000085;86;16;1;0;1;;00000945;00000002;00000007;00003559;1;0;0;;;1;;;;;;;;0;0;0;0;209;11000029
2017;1000000086;87;10;1;3;1;;00000911;00000002;00000026;00005240;1;0;0;;;;;;0;;;;;0;1;0;0;115;11000016
2017;1000000087;88;12;1;3;1;;00003948;00000002;;;1;0;0;;;;;0;;;;;;0;1;0;0;5;11000000
2017;1000000088;89;12;1;3;1;;00001430;00000001;;00000780;1;0;1;0;;;;;;0;;;;0;1;;0;173;11000024
2017;1000000089;90;11;2;3;1;;00005117;00000001;00000021;00003010;2;0;0;;;;;;;;;;0;0;1;0;0;215;11000030
2017;1000000090;91;6;1;3;1;;00003786;00000001;00000018;00004566;2;0;0;;;;;;;;;;;0;0;0;0;5;11000000
2017;1000000091;92;13;2;3;1;;00001655;00000001;00000003;00003100;2;0;0;0;0;;;;;;;;;0;1;1;;209;11000029
2017;1000000092;93;10;1;3;1;;00004566;00000001;00000014;00000076;1;0;1;0;;;;;;;;0;;0;0;0;1;81;11000011
2017;1000000093;94;20;1;3;1;;00004115;00000001;00000027;00005215;1;0;0;0;0;;;;;;;;;;1;0;0;170;11000024
2017;1000000094;95;4;2;3;1;;00004285;00000002;;00000329;1;0;0;;;;;0;;;0;;;0;1;0;0;122;11000017
2017;1000000095;96;4;2;1;1;;00001059;00000002;;00005503;2;0;0;;;;;;;;;;0;0;1;0;0;189;11000026
2017;1000000096;97;9;1;1;1;;00003863;00000002;;00002066;1;0;0;;;;;;;;;;0;0;1;0;0;205;11000029
2017;1000000097;98;7;1;0;1;;00002091;00000002;00000025;00001051;1;0;1;;;1;0;;;;;0;;0;1;0;0;22;11000003
2017;1000000098;99;4;1;1;1;;00001015;00000001;;00001324;1;0;0;;;;;0;;;;;;0;1;0;0;103;11000014
2017;1000000099;100;6;2;1;1;;00004050;00000001;00000010;00002344;2;0;0;;0;;;0;;;;;;0;1;0;0;80;11000011
2017;1000000100;101;6;2;0;1;;00004349;00000002;00000020;00000574;1;0;0;;;;;;;;;0;;0;1;;0;91;11000012
2017;1000000101;102;10;1;3;1;;00000006;00000001;;00003165;1;0;0;;;;0;;;;;0;;0;1;0;0;62;11000008
2017;1000000102;103;10;2;0;1;;00002947;00000001;;00000657;1;0;1;;;;;0;;;;;;0;0;0;0;149;11000021
2017;1000000103;104;15;1;1;1;;00004197;00000002;;;2;0;0;;;;;0;;0;;;;0;0;0;0;67;11000009
2017;1000000104;105;22;1;3;1;;00003118;00000002;00000001;;1;0;;0;;;;;;;;;;0;1;0;0;77;11000010
2017;1000000105;106;28;2;3;1;;00001875;00000002;00000002;;1;1;1;;;;;;;0;;;;0;1;0;0;94;11000013
2017;1000000106;107;4;1;1;1;;00004644;00000002;00000012;00002988;1;0;0;;;;;;;0;;;0;0;1;0;;212;11000030
2017;1000000107;108;4;2;0;1;;00001308;00000001;00000008;;1;0;0;;;;;;;;;;;;0;0;;30;11000004
2017;1000000108;109;7;1;5;1;;00004117;00000001;00000018;00001254;1;0;1;0;;;;;;;0;;;0;0;0;0;203;11000028
2017;1000000109;110;13;1;3;1;;00001554;00000001;00000012;;1;0;0;;;1;0;;;0;;;;0;1;0;0;59;11000008
2017;1000000110;111;16;1;3;1;;00001083;00000002;;00002424;2;0;0;;0;;;;;;0;0;0;0;1;0;0;164;11000023
2017;1000000111;112;4;1;1;1;;00000461;00000002;;00003109;1;0;0;;;;0;;;;;;0;0;;0;0;20;11000002
2017;1000000112;113;4;2;0;1;;00004351;00000001;00000016;00000030;2;0;0;;;;;0;;;0;0;;0;0;0;0;52;11000007
2017;1000000113;114;8;2;3;1;;00004900;00000001;00000007;00001511;1;0;0;;0;1;;;;;;;;0;1;0;0;132;11000018
2017;1000000114;115;7;1;3;1;;00000771;00000002;00000007;00003121;1;0;0;;;;;;;;;;;0;1;0;0;134;11000019
2017;1000000115;116;7;2;3;1;;00004165;00000002;;00000659;1;0;0;0;0;;;0;;;;;;0;1;1;0;195;11000027
2017;1000000116;117;13;1;0;1;;00003611;00000001;00000020;00003383;1;0;0;;;;;;;;;;;0;1;0;0;199;11000028
2017;1000000117;118;9;2;3;1;;00000616;00000001;00000005;;1;0;0;;0;;;;;;0;;;0;1;0;0;130;11000018
2017;1000000118;119;16;2;0;1;;00004553;00000001;;;2;0;0;;;;;0;;0;0;;;0;1;0;;92;11000013
2017;1000000119;120;4;1;1;1;;00002968;00000002;;00001375;1;0;0;;;;0;0;;;;;;0;1;1;0;73;11000010
2017;1000000120;121;9;2;3;1;;00004331;00000002;;00001455;1;0;0;;0;;;;;0;;;;0;1;0;;59;11000008
2017;1000000121;122;15;1;3;1;;00000564;00000001;;;1;0;0;;;;;;;;0;;;;1;0;0;160;11000022
2017;1000000122;123;16;1;0;1;;00000932;00000001;;00002567;1;0;0;;;;0;;0;;;;;0;1;0;0;122;11000017
2017;1000000123;124;16;2;1;1;;00001317;00000002;00000006;00001578;1;0;0;;;;0;0;0;;;;;0;1;0;0;16;11000002
2017;1000000124;125;5;1;0;1;;00000369;00000002;00000015;00004667;1;0;0;;0;;;;;;;;;0;1;0;0;30;11000004
2017;1000000125;126;15;1;1;1;;00000606;00000002;;;1;0;0;;;;;;;;;;;0;1;0;0;209;11000029
2017;1000000126;127;4;2;0;1;;00002616;00000001;00000005;00002467;2;0;0;;;;;;;;0;;;0;1;0;0;123;11000017
2017;1000000127;128;28;1;0;1;;00002700;00000002;;;2;0;0;;;1;;;;0;0;;;0;1;0;0;106;11000015
2017;1000000128;129;10;2;3;1;;00000004;00000002;00000001;00004795;2;0;0;;;;0;;;;0;;;0;1;0;0;61;11000008
2017;1000000129;130;4;2;1;1;;00001909;00000001;;00001024;2;0;0;;;;;;;;;0;;0;1;0;0;211;11000030
2017;1000000130;131;19;2;1;1;;00004003;00000002;00000014;00000221;1;0;0;0;;;;0;;;;;;0;1;0;0;47;11000006
2017;1000000131;132;16;2;3;1;;00002638;00000001;00000021;00004967;1;0;0;0;;1;;;;;;;0;0;1;0;0;193;11000027
2017;1000000132;133;6;1;0;1;;00002027;00000001;;00002526;1;0;0;;;;;1;;;0;;;0;1;0;0;151;11000021
2017;1000000133;134;21;1;2;1;;00001583;00000002;00000016;00001960;1;0;;;;;;;;;;;;0;1;0;0;174;11000024
2017;1000000134;135;4;2;1;1;;00005249;00000001;;00002856;1;0;0;;;;;;;;;0;;;1;0;0;80;11000011
2017;1000000135;136;16;1;0;1;;00001119;00000002;00000006;00002805;2;0;0;;;;;;0;0;;;;;1;0;0;182;11000025
2017;1000000136;137;17;1;3;1;;00001703;00000001;00000018;00001201;2;0;0;;;;;;;;;;;0;1;0;0;196;11000027
2017;1000000137;138;12;2;1;1;;00002536;00000002;00000002;00004758;1;0;0;;;;;;;;;;;0;1;0;;133;11000018
2017;1000000138;139;4;2;1;1;;00000870;00000001;;00005449;1;0;0;;0;;;;;;;;;0;;0;0;138;11000019
2017;1000000139;140;6;2;3;1;;00002957;00000001;00000006;00003713;1;0;0;;0;;;;;;;;;0;1;0;0;100;11000014
2017;1000000140;141;14;1;3;1;;00001696;00000001;;00002999;1;0;0;;;;;;0;;;;;0;1;1;0;146;11000020
2017;1000000141;142;12;1;1;1;;00000598;00000001;00000019;00002491;2;0;0;;;;;;;;0;;;0;1;0;0;187;11000026
2017;1000000142;143;8;1;3;1;;00001183;00000001;00000009;00000974;1;0;0;;;;;;;;;;;0;1;0;0;126;11000017
2017;1000000143;144;17;1;2;1;;00003736;00000001;;00000197;1;0;1;;;;;;;;;;;0;1;0;0;207;11000029
2017;1000000144;145;4;2;1;1;;00002368;00000002;;;1;0;1;;;;;;;;0;;;0;1;0;0;113;11000016
2017;1000000145;146;17;2;3;1;;00002599;00000001;00000012;00002976;1;0;0;;;;;;0;;;;;0;;0;0;177;11000025
2017;1000000146;147;14;2;0;1;;00003331;00000002;00000015;00002798;1;0;0;;;;;;;0;;;;0;1;0;0;63;11000008
2017;1000000147;148;22;2;1;1;;00004720;00000001;00000014;;2;0;0;;0;;;0;;;;;;;0;0;0;92;11000013
2017;1000000148;149;11;1;1;1;;00002448;00000002;00000002;;1;0;0;;0;;;;;0;0;;;0;1;0;0;204;11000029
2017;1000000149;150;14;2;1;1;;00005118;00000002;00000010;;1;0;0;;;;;;;;0;0;;0;1;0;0;118;11000016
2017;1000000150;151;5;2;0;1;;00003266;00000002;00000004;;1;0;0;0;;;;;;;;;0;0;1;0;0;204;11000029
2017;1000000151;152;9;2;1;1;;00003022;00000002;00000002;00004271;2;0;0;;;;0;;;;;;;0;1;0;0;147;11000020
2017;1000000152;153;17;1;3;1;;00002541;00000002;00000023;;1;0;0;;;;;;;0;0;0;;0;0;0;0;186;11000026
2017;1000000153;154;15;1;1;1;;00001436;00000001;00000002;00002830;1;0;0;;;;;;;;0;;;0;0;0;0;54;11000007
2017;1000000154;155;5;2;0;1;;00003594;00000002;;;1;0;0;;;;;;;;;0;;0;1;0;0;217;11000030
2017;1000000155;156;17;1;1;1;;00000991;00000001;;;1;0;0;;;;;;;0;;;;0;1;0;0;23;11000003
2017;1000000156;157;14;1;0;1;;00003600;00000001;00000014;;1;0;0;;;;;;;0;;;0;0;1;0;0;28;11000003
2017;1000000157;158;13;2;0;1;;00003922;00000002;00000012;;1;0;0;;;;;;;0;;;0;0;1;0;;166;11000023
2017;1000000158;159;14;2;0;1;;00002305;00000002;00000011;00000163;1;0;0;;;;;;0;;;;;0;1;0;0;33;11000004
2017;1000000159;160;5;1;3;1;;00002949;00000002;00000002;00001321;2;0;0;;;;;;0;;;;;0;1;0;0;63;11000008
2017;1000000160;161;20;1;1;1;;00005187;00000002;;;1;0;0;;;;;;;;;;;0;;1;0;30;11000004
2017;1000000161;162;7;2;0;1;;00004886;00000001;;00004170;1;0;0;0;;;;;0;;0;;;0;;0;0;83;11000011
2017;1000000162;163;16;1;0;1;;00004279;00000001;00000005;00004670;1;0;0;;;;;;;;;0;;0;1;0;0;9;11000001
2017;1000000163;164;10;1;1;1;;00001813;00000001;00000017;;1;0;0;;;;;;;;0;;;0;1;0;0;46;11000006
2017;1000000164;165;7;2;3;1;;00005055;00000001;00000012;;1;0;0;0;0;;;;;;;;;0;1;0;1;215;11000030
2017;1000000165;166;14;2;0;1;;00002701;00000002;;;2;0;0;;;;;;0;0;;;;0;1;1;;107;11000015
2017;1000000166;167;8;2;3;1;;00001582;00000002;00000009;00004786;1;0;0;;;;;;;0;;0;;0;1;0;0;76;11000010
2017;1000000167;168;11;1;3;1;;00004319;00000001;00000003;00001517;1;0;1;;0;;;;0;0;;;;0;1;0;0;137;11000019
2017;1000000168;169;12;1;3;1;;00002555;00000001;00000017;00001291;1;0;0;;;;;;;;0;;;0;1;0;0;82;11000011
2017;1000000169;170;14;1;1;1;;00004008;00000001;;;1;0;0;;;;;;;;;;;0;1;0;;53;11000007
2017;1000000170;171;4;1;1;1;;00004294;00000002;00000025;00000588;1;0;0;;;;;;;0;;;;0;0;0;0;10;11000001
2017;1000000171;172;15;1;0;1;;00003007;00000002;00000001;00005086;1;0;0;;;;;;;;;;;0;1;0;0;28;11000003
2017;1000000172;173;15;1;3;1;;00005480;00000002;;00001449;1;1;1;;0;;;;;;;;;0;1;0;0;101;11000014
2017;1000000173;174;8;2;0;1;;00001542;00000002;00000025;00004278;2;0;0;;;;;0;;0;;;;0;1;0;0;208;11000029
2017;1000000174;175;15;1;1;1;;00002367;00000001;00000001;;1;0;0;;;1;;;;;0;;;0;1;0;0;53;11000007
2017;1000000175;176;14;1;1;1;;00001557;00000002;00000012;00002642;1;0;0;;;;;;;0;;;;0;1;0;0;64;11000009
2017;1000000176;177;4;2;1;1;;00005505;00000002;00000023;00000261;1;0;0;;;;;;0;;;;;0;1;0;0;63;11000008
2017;1000000177;178;16;1;1;1;;00005032;00000001;00000002;00001944;2;0;0;;;;;;;;0;0;;0;1;0;0;203;11000028
2017;1000000178;179;17;2;0;1;;00004655;00000002;00000019;00003434;2;0;0;;;;;;;;;0;;0;0;0;0;194;11000027
2017;1000000179;180;4;1;0;1;;00004039;00000001;;00002590;1;0;0;;;;;;;;;;0;0;1;0;0;158;11000022
2017;1000000180;181;4;2;0;1;;00001787;00000001;00000009;00004669;1;0;1;;;;0;0;;;;;;0;1;0;0;90;11000012
2017;1000000181;182;18;2;1;1;;00001524;00000002;;00000439;1;0;0;;0;;0;0;;;;;;0;1;0;0;3;11000000
2017;1000000182;183;11;2;0;1;;00003145;00000002;00000003;00001247;1;0;1;;;;0;;;;;;;0;1;0;0;118;11000016
2017;1000000183;184;11;2;0;1;;00001992;00000001;00000023;00002969;1;0;0;;;;0;;0;;;;;0;0;0;;1;11000000
2017;1000000184;185;4;1;3;1;;00001720;00000001;00000023;;1;0;0;;;1;;;;;;0;;0;1;0;0;158;11000022
2017;1000000185;186;4;2;2;1;;00003866;00000002;00000020;;1;0;0;;;0;;;0;0;;;;0;0;0;0;60;11000008
2017;1000000186;187;4;1;0;1;;00000859;00000001;00000009;00000634;1;0;0;;;1;0;;;;;;;0;1;0;0;79;11000011
2017;1000000187;188;17;1;1;1;;00000143;00000002;00000007;;1;0;0;;;1;;;;;0;;;;0;0;0;158;11000022
2017;1000000188;189;14;2;1;1;;00003296;00000002;00000004;00000087;1;0;0;;;1;0;;;0;;;;0;;0;0;27;11000003
2017;1000000189;190;11;1;0;1;;00000628;00000002;00000010;;1;0;0;;0;;0;0;;0;;;;0;1;0;0;63;11000008
2017;1000000190;191;10;1;3;1;;00005334;00000001;00000021;00001166;1;0;0;0;;;;;;;;;;0;1;0;0;115;11000016
2017;1000000191;192;17;1;0;1;;00001626;00000001;00000027;;1;0;0;;;;0;;;;0;0;;0;1;0;0;93;11000013
2017;1000000192;193;14;1;1;1;;00003744;00000002;00000022;;1;0;0;;;;;;0;0;;;;0;1;0;0;28;11000003
2017;1000000193;194;14;2;0;1;;00002634;00000002;;00000789;1;0;0;0;;;;0;;;;;;0;1;0;0;175;11000024
2017;1000000194;195;12;1;3;1;;00002210;00000002;;;2;0;0;;;;;;;;;0;;0;1;0;0;82;11000011
2017;1000000195;196;13;1;0;1;;00001338;00000001;00000021;00001018;1;0;1;;;;0;;;;;;;0;0;0;0;133;11000018
2017;1000000196;197;7;2;3;1;;00001959;00000002;;00001984;1;0;1;;;;;;;;;;;;1;0;0;160;11000022
2017;1000000197;198;12;1;3;1;;00001950;00000001;00000017;00004756;1;0;0;;;;;;;;;0;;0;;0;0;189;11000026
2017;1000000198;199;4;1;3;1;;00002035;00000002;00000006;00002731;2;0;0;;;;;;;;;;;0;1;1;1;174;11000024
2017;1000000199;200;4;2;1;1;;00004640;00000001;00000020;00002636;1;0;0;;;0;;0;;;;;;0;0;0;0;151;11000021
2017;1000000200;201;4;2;3;1;;00000928;00000002;00000026;;1;0;0;;;;;;;;;0;;0;1;0;0;114;11000016
2017;1000000201;202;7;1;3;1;;00003098;00000001;00000017;;2;0;0;;;;;0;;;0;0;;0;1;0;0;149;11000021
2017;1000000202;203;4;2;0;1;;00004900;00000001;00000018;;1;0;0;;;;;0;;0;;;;0;1;0;;194;11000027
