NU_ANO;ID_MATRICULA;CO_PESSOA_FISICA;ID_TURMA;CO_ENTIDADE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;IN_REGULAR;TP_SITUACAO;IN_CONCLUINTE;IN_TRANSFERIDO
2019;200000061;100000236;201910000009001;10000009;28;2800308;4;1;5;0;0
2019;200000062;100000244;201910000009002;10000009;28;2800308;4;1;5;1;0
2019;200000063;100000672;201910000009001;10000009;28;2800308;4;0;5;0;0
2019;200000064;100000688;201910000009002;10000009;28;2800308;4;1;5;0;0
2019;200000065;100000746;201910000009002;10000009;28;2800308;4;1;5;0;0
2019;200000066;100000817;201910000009001;10000009;28;2800308;4;1;4;0;0
2019;200000067;100000942;201910000009002;10000009;28;2800308;4;1;5;0;0
2019;200000068;100000991;201910000009001;10000009;28;2800308;4;1;5;0;0
2019;200000069;100000170;201910000010004;10000010;29;2927408;2;1;5;0;0
2019;200000070;100000695;201910000010005;10000010;29;2927408;2;1;5;0;0
2019;200000071;100000842;201910000010005;10000010;29;2927408;2;1;5;0;0
2019;200000072;100000881;201910000010005;10000010;29;2927408;2;1;5;0;0
2019;200000073;100000884;201910000010005;10000010;29;2927408;2;1;5;0;0
2019;200000074;100000417;201910000011002;10000011;21;2111300;3;1;5;0;0
2019;200000075;100000488;201910000011001;10000011;21;2111300;3;1;5;0;0
2019;200000076;100000593;201910000011002;10000011;21;2111300;3;1;5;0;0
2019;200000077;100000611;201910000011003;10000011;21;2111300;3;1;4;0;0
2019;200000078;100000148;201910000012002;10000012;29;2927408;2;0;5;1;0
2019;200000079;100000291;201910000012002;10000012;29;2927408;2;0;5;1;0
2019;200000080;100000619;201910000012001;10000012;29;2927408;2;1;4;0;0
2019;200000081;100000778;201910000012002;10000012;29;2927408;2;1;5;0;0
2019;200000082;100000837;201910000012002;10000012;29;2927408;2;1;5;0;0
2019;200000083;100000913;201910000012001;10000012;29;2927408;2;1;5;0;0
2019;200000084;100000034;201910000013001;10000013;11;1100205;4;1;5;0;0
2019;200000085;100000125;201910000013001;10000013;11;1100205;4;1;5;0;0
2019;200000086;100000366;201910000013002;10000013;11;1100205;4;1;5;0;0
2019;200000087;100000398;201910000013001;10000013;11;1100205;4;0;5;0;0
2019;200000088;100000712;201910000013001;10000013;11;1100205;4;1;5;0;0
2019;200000089;100000929;201910000013001;10000013;11;1100205;4;1;4;0;0
2019;200000090;100000958;201910000013001;10000013;11;1100205;4;1;5;0;0
2019;200000091;100000546;201910000014001;10000014;35;3509502;3;1;5;0;0
2019;200000092;100000736;201910000015002;10000015;27;2704302;2;1;5;0;0
2019;200000093;100000120;201910000016002;10000016;11;1100205;3;1;5;0;0
2019;200000094;100000575;201910000016001;10000016;11;1100205;3;1;5;0;0
2019;200000095;100000592;201910000016002;10000016;11;1100205;3;1;5;0;0
2019;200000096;100000940;201910000016002;10000016;11;1100205;3;1;5;0;0
2019;200000097;100000015;201910000017001;10000017;51;5103403;3;1;5;0;0
2019;200000098;100000231;201910000017002;10000017;51;5103403;3;1;5;0;0
2019;200000099;100000306;201910000017001;10000017;51;5103403;3;1;5;1;0
2019;200000100;100000446;201910000017001;10000017;51;5103403;3;0;5;0;0
2019;200000101;100000508;201910000017002;10000017;51;5103403;3;1;5;0;0
2019;200000102;100000744;201910000017002;10000017;51;5103403;3;1;5;0;0
2019;200000103;100000784;201910000017001;10000017;51;5103403;3;1;5;0;0
2019;200000104;100000917;201910000017001;10000017;51;5103403;3;1;5;0;0
2019;200000105;100000941;201910000017002;10000017;51;5103403;3;1;5;0;0
2019;200000106;100000572;201910000018003;10000018;32;3205309;4;1;5;0;0
2019;200000107;100000580;201910000019002;10000019;27;2704302;3;1;5;0;0
2019;200000108;100000663;201910000019001;10000019;27;2704302;3;1;5;0;0
2019;200000109;100000717;201910000019002;10000019;27;2704302;3;1;5;0;0
2019;200000110;100000028;201910000020001;10000020;24;2408102;3;0;5;0;0
2019;200000111;100000061;201910000020001;10000020;24;2408102;3;1;5;0;0
2019;200000112;100000364;201910000020001;10000020;24;2408102;3;1;5;0;0
2019;200000113;100000487;201910000020001;10000020;24;2408102;3;1;5;0;0
2019;200000114;100000519;201910000020001;10000020;24;2408102;3;0;2;0;0
2019;200000115;100000097;201910000021002;10000021;13;1302603;4;1;5;0;0
2019;200000116;100000266;201910000021001;10000021;13;1302603;4;1;5;0;0
2019;200000117;100000285;201910000021005;10000021;13;1302603;4;1;4;0;0
2019;200000118;100000331;201910000021003;10000021;13;1302603;4;1;5;0;0
2019;200000119;100000385;201910000021003;10000021;13;1302603;4;1;5;1;0
2019;200000120;100000478;201910000021002;10000021;13;1302603;4;1;5;0;0
2019;200000121;100000486;201910000021002;10000021;13;1302603;4;0;5;1;0
2019;200000122;100000576;201910000021002;10000021;13;1302603;4;1;5;0;0
2019;200000123;100000733;201910000021003;10000021;13;1302603;4;0;5;0;0
2019;200000124;100000890;201910000021004;10000021;13;1302603;4;1;5;0;0
2019;200000125;100000249;201910000022004;10000022;32;3205309;3;1;5;0;0
2019;200000126;100000825;201910000022004;10000022;32;3205309;3;1;5;0;0
2019;200000127;100000922;201910000022001;10000022;32;3205309;3;1;5;1;0
2019;200000128;100000007;201910000023001;10000023;50;5002704;3;1;5;0;0
2019;200000129;100000123;201910000023001;10000023;50;5002704;3;1;5;0;0
2019;200000130;100000429;201910000023003;10000023;50;5002704;3;1;5;1;0
2019;200000131;100000551;201910000023001;10000023;50;5002704;3;1;5;1;0
2019;200000132;100000800;201910000023002;10000023;50;5002704;3;1;5;0;0
2019;200000133;100000264;201910000024003;10000024;53;5300108;3;1;5;0;0
2019;200000134;100000314;201910000024001;10000024;53;5300108;3;0;5;1;0
2019;200000135;100000894;201910000024005;10000024;53;5300108;3;1;4;0;0
2019;200000136;100000024;201910000025002;10000025;32;3205309;3;1;5;0;0
2019;200000137;100000025;201910000025004;10000025;32;3205309;3;1;5;0;0
2019;200000138;100000104;201910000025003;10000025;32;3205309;3;1;5;0;0
2019;200000139;100000224;201910000025004;10000025;32;3205309;3;1;2;0;0
2019;200000140;100000323;201910000025001;10000025;32;3205309;3;1;5;0;0
2019;200000141;100000374;201910000025001;10000025;32;3205309;3;1;5;0;0
2019;200000142;100000632;201910000025003;10000025;32;3205309;3;1;5;0;0
2019;200000143;100000729;201910000025003;10000025;32;3205309;3;1;5;0;0
2019;200000144;100000802;201910000025003;10000025;32;3205309;3;0;5;0;0
2019;200000145;100000813;201910000025003;10000025;32;3205309;3;1;2;0;0
2019;200000146;100000860;201910000025001;10000025;32;3205309;3;0;5;1;0
2019;200000147;100000082;201910000026003;10000026;25;2507507;4;1;5;0;0
2019;200000148;100000690;201910000026001;10000026;25;2507507;4;1;5;0;0
2019;200000149;100000525;201910000027002;10000027;22;2211001;2;1;5;0;0
2019;200000150;100000763;201910000027001;10000027;22;2211001;2;1;5;0;0
2019;200000151;100000910;201910000027002;10000027;22;2211001;2;1;5;0;0
2019;200000152;100000935;201910000027002;10000027;22;2211001;2;1;5;0;0
2019;200000153;100000009;201910000028001;10000028;13;1302603;2;1;5;0;0
2019;200000154;100000217;201910000028002;10000028;13;1302603;2;1;5;1;0
2019;200000155;100000240;201910000028001;10000028;13;1302603;2;1;5;1;0
2019;200000156;100000373;201910000028001;10000028;13;1302603;2;1;5;1;0
2019;200000157;100000559;201910000028002;10000028;13;1302603;2;1;5;0;0
2019;200000158;100000589;201910000028001;10000028;13;1302603;2;1;5;0;0
2019;200000159;100000622;201910000028001;10000028;13;1302603;2;1;5;0;0
2019;200000160;100000647;201910000028001;10000028;13;1302603;2;1;5;1;0
2019;200000161;100000710;201910000028001;10000028;13;1302603;2;1;5;0;0
2019;200000162;100000974;201910000028001;10000028;13;1302603;2;0;5;0;0
2019;200000163;100000109;201910000029003;10000029;21;2111300;2;1;5;0;0
2019;200000164;100000362;201910000029003;10000029;21;2111300;2;1;5;0;0
2019;200000165;100000633;201910000029003;10000029;21;2111300;2;1;5;1;0
2019;200000166;100000444;201910000030003;10000030;41;4106902;3;0;5;1;0
2019;200000167;100000332;201910000031001;10000031;29;2927408;4;1;5;0;0
2019;200000168;100000369;201910000031003;10000031;29;2927408;4;1;5;0;0
2019;200000169;100000461;201910000031002;10000031;29;2927408;4;1;5;0;0
2019;200000170;100000542;201910000031002;10000031;29;2927408;4;1;5;0;0
2019;200000171;100000635;201910000031004;10000031;29;2927408;4;1;5;0;0
2019;200000172;100000773;201910000031001;10000031;29;2927408;4;0;5;0;0
2019;200000173;100000855;201910000031004;10000031;29;2927408;4;1;4;0;0
2019;200000174;100000874;201910000031004;10000031;29;2927408;4;1;5;0;0
2019;200000175;100000026;201910000032001;10000032;43;4314902;4;0;5;0;0
2019;200000176;100000402;201910000032002;10000032;43;4314902;4;1;5;0;0
2019;200000177;100000720;201910000032002;10000032;43;4314902;4;1;5;0;0
2019;200000178;100000839;201910000032002;10000032;43;4314902;4;1;5;1;0
2019;200000179;100000876;201910000032002;10000032;43;4314902;4;1;5;1;0
2019;200000180;100000933;201910000032002;10000032;43;4314902;4;1;5;0;0
2019;200000181;100000085;201910000033002;10000033;22;2211001;3;1;5;0;0
2019;200000182;100000134;201910000033002;10000033;22;2211001;3;1;5;0;0
2019;200000183;100000226;201910000033001;10000033;22;2211001;3;1;5;0;0
2019;200000184;100000241;201910000033001;10000033;22;2211001;3;1;5;0;0
2019;200000185;100000851;201910000033001;10000033;22;2211001;3;1;5;0;0
2019;200000186;100000960;201910000033002;10000033;22;2211001;3;1;5;0;0
2019;200000187;100000126;201910000034001;10000034;28;2800308;2;1;5;0;0
2019;200000188;100000280;201910000035005;10000035;33;3304557;3;1;5;0;0
2019;200000189;100000582;201910000036002;10000036;41;4106902;3;1;5;0;0
2019;200000190;100000591;201910000036002;10000036;41;4106902;3;0;2;0;0
2019;200000191;100000755;201910000036001;10000036;41;4106902;3;1;5;1;0
2019;200000192;100000967;201910000036001;10000036;41;4106902;3;1;5;0;0
2019;200000193;100000040;201910000037004;10000037;33;3304557;2;1;5;0;0
2019;200000194;100000857;201910000037001;10000037;33;3304557;2;1;4;0;0
2019;200000195;100000945;201910000037001;10000037;33;3304557;2;1;5;0;0
2019;200000196;100000004;201910000038001;10000038;35;3550308;3;1;5;0;0
2019;200000197;100000334;201910000038001;10000038;35;3550308;3;1;5;0;0
2019;200000198;100000441;201910000038002;10000038;35;3550308;3;1;5;0;0
2019;200000199;100000689;201910000038002;10000038;35;3550308;3;1;5;1;0
2019;200000200;100000850;201910000038001;10000038;35;3550308;3;1;5;0;0
2019;200000201;100000833;201910000039001;10000039;13;1302603;2;1;5;0;0
2019;200000202;100000852;201910000039002;10000039;13;1302603;2;1;5;0;0
2019;200000203;100000153;201910000040001;10000040;23;2304400;4;1;5;0;0
2019;200000204;100000257;201910000040003;10000040;23;2304400;4;1;5;0;0
2019;200000205;100000357;201910000040005;10000040;23;2304400;4;0;2;0;0
2019;200000206;100000414;201910000040005;10000040;23;2304400;4;1;5;0;0
2019;200000207;100000419;201910000040002;10000040;23;2304400;4;1;5;0;0
2019;200000208;100000442;201910000040003;10000040;23;2304400;4;1;5;0;0
2019;200000209;100000528;201910000040003;10000040;23;2304400;4;1;5;0;0
2019;200000210;100000615;201910000040002;10000040;23;2304400;4;1;5;0;0
2019;200000211;100000685;201910000040005;10000040;23;2304400;4;1;5;0;0
2019;200000212;100000814;201910000040001;10000040;23;2304400;4;1;5;1;0
2019;200000213;100000877;201910000040004;10000040;23;2304400;4;1;2;0;0
2019;200000214;100001000;201910000040002;10000040;23;2304400;4;1;5;0;0
2019;200000215;100000189;201910000041001;10000041;22;2211001;3;1;5;0;0
2019;200000216;100000276;201910000041001;10000041;22;2211001;3;1;5;1;0
2019;200000217;100000278;201910000041004;10000041;22;2211001;3;1;5;0;0
2019;200000218;100000326;201910000041002;10000041;22;2211001;3;1;2;0;0
2019;200000219;100000375;201910000041004;10000041;22;2211001;3;1;2;0;0
2019;200000220;100000602;201910000041001;10000041;22;2211001;3;1;5;0;0
2019;200000221;100000691;201910000041002;10000041;22;2211001;3;1;5;1;0
2019;200000222;100000147;201910000042003;10000042;21;2111300;3;0;5;0;0
2019;200000223;100000386;201910000042002;10000042;21;2111300;3;1;5;0;0
2019;200000224;100000655;201910000042001;10000042;21;2111300;3;1;4;0;0
2019;200000225;100000878;201910000042003;10000042;21;2111300;3;1;5;0;0
2019;200000226;100000059;201910000043001;10000043;33;3304557;3;1;5;0;0
2019;200000227;100000088;201910000043002;10000043;33;3304557;3;1;5;0;0
2019;200000228;100000112;201910000044001;10000044;51;5103403;4;1;4;0;0
2019;200000229;100000268;201910000044003;10000044;51;5103403;4;1;5;1;0
2019;200000230;100000379;201910000044001;10000044;51;5103403;4;1;5;0;0
2019;200000231;100000730;201910000044002;10000044;51;5103403;4;1;5;0;0
2019;200000232;100000094;201910000045002;10000045;21;2111300;4;1;5;0;0
2019;200000233;100000105;201910000045001;10000045;21;2111300;4;1;4;0;0
2019;200000234;100000315;201910000045004;10000045;21;2111300;4;1;5;1;0
2019;200000235;100000316;201910000045004;10000045;21;2111300;4;1;5;0;0
2019;200000236;100000391;201910000045002;10000045;21;2111300;4;1;5;0;0
2019;200000237;100000447;201910000045001;10000045;21;2111300;4;0;5;0;0
2019;200000238;100000452;201910000045002;10000045;21;2111300;4;1;5;0;0
2019;200000239;100000782;201910000045002;10000045;21;2111300;4;1;5;0;0
2019;200000240;100000116;201910000046002;10000046;53;5300108;3;1;5;0;0
2019;200000241;100000161;201910000046001;10000046;53;5300108;3;1;5;0;0
2019;200000242;100000348;201910000046003;10000046;53;5300108;3;1;5;0;0
2019;200000243;100000481;201910000046002;10000046;53;5300108;3;1;5;1;0
2019;200000244;100000494;201910000046001;10000046;53;5300108;3;1;5;0;0
2019;200000245;100000568;201910000046002;10000046;53;5300108;3;1;5;0;0
2019;200000246;100000196;201910000047003;10000047;16;1600303;4;1;2;0;0
2019;200000247;100000335;201910000047004;10000047;16;1600303;4;1;5;0;0
2019;200000248;100000552;201910000047001;10000047;16;1600303;4;1;5;1;0
2019;200000249;100000656;201910000047003;10000047;16;1600303;4;1;5;0;0
2019;200000250;100000450;201910000048002;10000048;23;2304400;2;1;5;0;0
2019;200000251;100000937;201910000048004;10000048;23;2304400;2;1;5;0;0
2019;200000252;100000017;201910000049002;10000049;52;5208707;4;1;5;0;0
2019;200000253;100000186;201910000049002;10000049;52;5208707;4;1;5;0;0
2019;200000254;100000309;201910000049002;10000049;52;5208707;4;1;5;0;0
2019;200000255;100000535;201910000049002;10000049;52;5208707;4;1;5;0;0
2019;200000256;100000643;201910000049003;10000049;52;5208707;4;1;5;0;0
2019;200000257;100000031;201910000050002;10000050;23;2304400;3;1;5;0;0
2019;200000258;100000169;201910000050002;10000050;23;2304400;3;1;5;0;0
2019;200000259;100000425;201910000050002;10000050;23;2304400;3;1;5;1;0
2019;200000260;100000443;201910000050001;10000050;23;2304400;3;0;5;0;0
2019;200000261;100000518;201910000050002;10000050;23;2304400;3;1;5;0;0
2019;200000262;100000741;201910000050002;10000050;23;2304400;3;0;2;0;0
2019;200000263;100000762;201910000050002;10000050;23;2304400;3;1;5;0;0
2019;200000264;100000801;201910000050001;10000050;23;2304400;3;1;5;0;0
2019;200000265;100000872;201910000050001;10000050;23;2304400;3;1;5;0;0
2019;200000266;100000962;201910000050001;10000050;23;2304400;3;1;5;0;0
2019;200000267;100000032;201910000051003;10000051;31;3106200;4;1;5;0;0
2019;200000268;100000066;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000269;100000110;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000270;100000144;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000271;100000201;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000272;100000215;201910000051001;10000051;31;3106200;4;1;5;0;0
2019;200000273;100000247;201910000051001;10000051;31;3106200;4;1;5;0;0
2019;200000274;100000279;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000275;100000289;201910000051001;10000051;31;3106200;4;0;5;0;0
2019;200000276;100000378;201910000051003;10000051;31;3106200;4;1;5;0;0
2019;200000277;100000405;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000278;100000436;201910000051001;10000051;31;3106200;4;1;5;1;0
2019;200000279;100000473;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000280;100000674;201910000051003;10000051;31;3106200;4;0;5;0;0
2019;200000281;100000789;201910000051003;10000051;31;3106200;4;1;5;0;0
2019;200000282;100000836;201910000051002;10000051;31;3106200;4;1;5;0;0
2019;200000283;100000847;201910000051003;10000051;31;3106200;4;0;5;0;0
2019;200000284;100000022;201910000052002;10000052;31;3106200;4;0;5;0;0
2019;200000285;100000090;201910000052001;10000052;31;3106200;4;1;5;0;0
2019;200000286;100000139;201910000052001;10000052;31;3106200;4;1;4;0;0
2019;200000287;100000250;201910000052003;10000052;31;3106200;4;1;5;0;0
2019;200000288;100000349;201910000052001;10000052;31;3106200;4;1;5;0;0
2019;200000289;100000395;201910000052001;10000052;31;3106200;4;1;5;0;0
2019;200000290;100000564;201910000052001;10000052;31;3106200;4;1;5;0;0
2019;200000291;100000607;201910000052003;10000052;31;3106200;4;1;5;0;0
2019;200000292;100000671;201910000052002;10000052;31;3106200;4;0;5;0;0
2019;200000293;100000834;201910000052002;10000052;31;3106200;4;1;4;0;0
2019;200000294;100000911;201910000052003;10000052;31;3106200;4;1;5;0;0
2019;200000295;100000914;201910000052002;10000052;31;3106200;4;1;5;0;0
2019;200000296;100000970;201910000052003;10000052;31;3106200;4;1;5;0;0
2019;200000297;100000179;201910000053001;10000053;22;2211001;4;1;5;0;0
2019;200000298;100000560;201910000053001;10000053;22;2211001;4;1;5;0;0
2019;200000299;100000617;201910000053003;10000053;22;2211001;4;1;4;0;0
2019;200000300;100000113;201910000054003;10000054;26;2611606;3;0;4;0;0
2019;200000301;100000995;201910000054003;10000054;26;2611606;3;1;4;0;0
2019;200000302;100000195;201910000055001;10000055;33;3304557;3;1;5;0;0
2019;200000303;100000297;201910000055002;10000055;33;3304557;3;1;5;0;0
2019;200000304;100000354;201910000055002;10000055;33;3304557;3;1;5;0;0
2019;200000305;100000368;201910000055002;10000055;33;3304557;3;1;5;0;0
2019;200000306;100000578;201910000055001;10000055;33;3304557;3;1;5;0;0
2019;200000307;100000990;201910000055002;10000055;33;3304557;3;1;5;0;0
2019;200000308;100000166;201910000056002;10000056;26;2611606;3;1;5;0;0
2019;200000309;100000202;201910000056001;10000056;26;2611606;3;1;2;0;0
2019;200000310;100000246;201910000056001;10000056;26;2611606;3;1;5;0;0
2019;200000311;100000909;201910000056002;10000056;26;2611606;3;1;5;0;0
2019;200000312;100000027;201910000057001;10000057;28;2800308;2;1;2;0;0
2019;200000313;100000219;201910000057002;10000057;28;2800308;2;1;5;0;0
2019;200000314;100000228;201910000057001;10000057;28;2800308;2;1;5;0;0
2019;200000315;100000380;201910000057001;10000057;28;2800308;2;1;5;0;0
2019;200000316;100000972;201910000057002;10000057;28;2800308;2;0;5;0;0
2019;200000317;100000003;201910000058001;10000058;35;3550308;3;0;5;1;0
2019;200000318;100000162;201910000058002;10000058;35;3550308;3;1;5;1;0
2019;200000319;100000216;201910000058002;10000058;35;3550308;3;1;5;0;0
2019;200000320;100000506;201910000058001;10000058;35;3550308;3;0;5;1;0
2019;200000321;100000510;201910000058004;10000058;35;3550308;3;1;2;0;0
2019;200000322;100000921;201910000058003;10000058;35;3550308;3;1;2;0;0
2019;200000323;100000036;201910000059001;10000059;35;3509502;4;1;5;0;0
2019;200000324;100000044;201910000059002;10000059;35;3509502;4;1;5;0;0
2019;200000325;100000067;201910000059003;10000059;35;3509502;4;1;5;0;0
2019;200000326;100000080;201910000059003;10000059;35;3509502;4;1;5;1;0
2019;200000327;100000223;201910000059002;10000059;35;3509502;4;1;5;1;0
2019;200000328;100000496;201910000059002;10000059;35;3509502;4;1;5;0;0
2019;200000329;100000599;201910000059003;10000059;35;3509502;4;1;5;0;0
2019;200000330;100000039;201910000060001;10000060;25;2507507;3;1;5;0;0
2019;200000331;100000684;201910000060001;10000060;25;2507507;3;1;5;0;0
2019;200000332;100000918;201910000060001;10000060;25;2507507;3;1;5;0;0
2019;200000333;100000070;201910000061004;10000061;28;2800308;3;1;5;0;0
2019;200000334;100000076;201910000061003;10000061;28;2800308;3;1;5;1;0
2019;200000335;100000030;201910000062003;10000062;51;5103403;3;1;5;0;0
2019;200000336;100000174;201910000062002;10000062;51;5103403;3;1;5;0;0
2019;200000337;100000284;201910000062001;10000062;51;5103403;3;0;5;0;0
2019;200000338;100000317;201910000062003;10000062;51;5103403;3;1;5;0;0
2019;200000339;100000627;201910000062003;10000062;51;5103403;3;1;5;0;0
2019;200000340;100000903;201910000062003;10000062;51;5103403;3;1;5;0;0
2019;200000341;100000021;201910000063001;10000063;26;2611606;2;1;5;0;0
2019;200000342;100000598;201910000063001;10000063;26;2611606;2;1;5;0;0
2019;200000343;100000620;201910000063001;10000063;26;2611606;2;1;5;0;0
2019;200000344;100000906;201910000063001;10000063;26;2611606;2;1;2;0;0
2019;200000345;100000928;201910000063002;10000063;26;2611606;2;1;5;0;0
2019;200000346;100000968;201910000063001;10000063;26;2611606;2;0;2;0;0
2019;200000347;100000149;201910000064002;10000064;24;2408102;3;1;5;0;0
2019;200000348;100000220;201910000064001;10000064;24;2408102;3;1;5;0;0
2019;200000349;100000427;201910000064003;10000064;24;2408102;3;1;5;1;0
2019;200000350;100000491;201910000064002;10000064;24;2408102;3;1;4;0;0
2019;200000351;100000501;201910000064002;10000064;24;2408102;3;1;5;0;0
2019;200000352;100000809;201910000064001;10000064;24;2408102;3;1;2;0;0
2019;200000353;100000152;201910000065003;10000065;42;4205407;2;1;5;0;0
2019;200000354;100000329;201910000065001;10000065;42;4205407;2;1;2;0;0
2019;200000355;100000365;201910000065001;10000065;42;4205407;2;1;5;0;0
2019;200000356;100000401;201910000065002;10000065;42;4205407;2;1;4;0;0
2019;200000357;100000407;201910000065002;10000065;42;4205407;2;1;5;0;0
2019;200000358;100000430;201910000065002;10000065;42;4205407;2;1;5;0;0
2019;200000359;100000500;201910000065002;10000065;42;4205407;2;1;5;0;0
2019;200000360;100000503;201910000065003;10000065;42;4205407;2;0;4;0;0
2019;200000361;100000737;201910000065001;10000065;42;4205407;2;1;5;0;0
2019;200000362;100000883;201910000065003;10000065;42;4205407;2;1;5;1;0
2019;200000363;100000129;201910000066001;10000066;35;3550308;4;1;5;0;0
2019;200000364;100000351;201910000066001;10000066;35;3550308;4;1;5;0;0
2019;200000365;100000693;201910000066003;10000066;35;3550308;4;1;5;0;0
2019;200000366;100000394;201910000067004;10000067;35;3509502;2;0;5;0;0
2019;200000367;100000158;201910000069004;10000069;28;2800308;3;1;5;0;0
2019;200000368;100000188;201910000069001;10000069;28;2800308;3;0;4;0;0
2019;200000369;100000675;201910000069003;10000069;28;2800308;3;1;5;0;0
2019;200000370;100000925;201910000069004;10000069;28;2800308;3;1;5;0;0
2019;200000371;100000930;201910000069003;10000069;28;2800308;3;1;5;0;0
