NU_ANO;ID_TURMA;CO_ENTIDADE;TP_ETAPA_ENSINO;TP_MEDIACAO_DIDATICO_PEDAGO;TP_TIPO_ATENDIMENTO_TURMA;NU_DURACAO_TURMA;NU_DIAS_ATIVIDADE
2019;201910000049002;10000049;16;1;1;295;5
2019;201910000049003;10000049;15;1;1;207;4
2019;201910000050001;10000050;19;1;1;275;4
2019;201910000050002;10000050;21;1;1;253;4
2019;201910000051001;10000051;41;1;1;253;4
2019;201910000051002;10000051;19;1;1;243;4
2019;201910000051003;10000051;18;1;1;293;4
2019;201910000052001;10000052;17;1;1;236;5
2019;201910000052002;10000052;69;1;1;254;5
2019;201910000052003;10000052;69;1;1;271;4
2019;201910000053001;10000053;16;1;1;275;5
2019;201910000053002;10000053;16;1;1;252;5
2019;201910000053003;10000053;16;1;1;212;4
2019;201910000053004;10000053;17;1;1;259;4
2019;201910000053005;10000053;15;1;1;288;5
2019;201910000054001;10000054;28;1;1;300;5
2019;201910000054002;10000054;26;1;1;208;5
2019;201910000054003;10000054;71;1;1;293;4
2019;201910000054004;10000054;25;1;1;272;4
2019;201910000054005;10000054;26;1;1;268;5
2019;201910000055001;10000055;28;1;1;201;5
2019;201910000055002;10000055;19;1;1;258;4
2019;201910000056001;10000056;17;1;1;229;4
2019;201910000056002;10000056;16;1;1;220;4
2019;201910000057001;10000057;16;1;1;241;4
2019;201910000057002;10000057;69;1;1;248;5
2019;201910000057003;10000057;18;1;1;248;4
2019;201910000058001;10000058;19;1;1;200;4
2019;201910000058002;10000058;20;1;1;202;5
2019;201910000058003;10000058;41;1;1;240;5
2019;201910000058004;10000058;21;1;1;219;4
2019;201910000059001;10000059;16;1;1;277;5
2019;201910000059002;10000059;18;1;1;294;4
2019;201910000059003;10000059;18;1;1;208;5
2019;201910000060001;10000060;15;1;1;204;5
2019;201910000060002;10000060;15;1;1;268;5
2019;201910000061001;10000061;17;1;1;257;5
2019;201910000061002;10000061;17;1;1;248;4
2019;201910000061003;10000061;14;1;1;217;4
2019;201910000061004;10000061;16;1;1;292;5
2019;201910000062001;10000062;15;1;1;290;5
2019;201910000062002;10000062;14;1;1;270;4
2019;201910000062003;10000062;20;1;1;256;4
2019;201910000063001;10000063;16;1;1;251;5
2019;201910000063002;10000063;16;1;1;209;5
2019;201910000064001;10000064;17;1;1;212;4
2019;201910000064002;10000064;14;1;1;227;4
2019;201910000064003;10000064;16;1;1;274;5
2019;201910000065001;10000065;21;1;1;287;4
2019;201910000065002;10000065;21;1;1;255;5
2019;201910000065003;10000065;69;1;1;257;5
2019;201910000066001;10000066;17;1;1;290;4
2019;201910000066002;10000066;18;1;1;209;5
2019;201910000066003;10000066;15;1;1;214;4
2019;201910000067001;10000067;17;1;1;218;5
2019;201910000067002;10000067;18;1;1;252;5
2019;201910000067003;10000067;16;1;1;240;4
2019;201910000067004;10000067;17;1;1;292;4
2019;201910000067005;10000067;19;1;1;243;4
2019;201910000068001;10000068;28;1;1;215;4
2019;201910000068002;10000068;28;1;1;271;5
2019;201910000068003;10000068;28;1;1;236;5
2019;201910000068004;10000068;27;1;1;260;5
2019;201910000068005;10000068;16;1;1;204;5
2019;201910000069001;10000069;19;1;1;296;5
2019;201910000069002;10000069;18;1;1;205;4
2019;201910000069003;10000069;15;1;1;294;4
2019;201910000069004;10000069;20;1;1;231;4
2019;201910000070001;10000070;28;1;1;248;5
2019;201910000070002;10000070;27;1;1;282;4
2019;201910000070003;10000070;25;1;1;300;4
2019;201910000070004;10000070;27;1;1;288;5
2019;201910000071001;10000071;17;1;1;248;4
2019;201910000071002;10000071;21;1;1;242;4
2019;201910000071003;10000071;28;1;1;300;5
2019;201910000072001;10000072;19;1;1;220;5
2019;201910000072002;10000072;19;1;1;278;5
2019;201910000072003;10000072;21;1;1;205;4
2019;201910000072004;10000072;18;1;1;233;5
2019;201910000072005;10000072;16;1;1;292;4
2019;201910000073001;10000073;71;1;1;286;5
2019;201910000073002;10000073;18;1;1;238;5
2019;201910000073003;10000073;69;1;1;284;5
2019;201910000073004;10000073;41;1;1;237;4
2019;201910000074001;10000074;69;1;1;242;4
2019;201910000074002;10000074;16;1;1;222;5
2019;201910000074003;10000074;14;1;1;252;4
2019;201910000074004;10000074;18;1;1;203;4
2019;201910000074005;10000074;16;1;1;260;5
2019;201910000075001;10000075;19;1;1;263;5
2019;201910000075002;10000075;19;1;1;252;4
2019;201910000076001;10000076;18;1;1;212;4
2019;201910000076002;10000076;18;1;1;228;4
2019;201910000076003;10000076;16;1;1;287;5
2019;201910000076004;10000076;18;1;1;269;4
2019;201910000076005;10000076;41;1;1;211;5
2019;201910000077001;10000077;19;1;1;204;4
2019;201910000077002;10000077;17;1;1;298;4
2019;201910000077003;10000077;17;1;1;221;5
2019;201910000078001;10000078;41;1;1;255;4
2019;201910000078002;10000078;18;1;1;212;4
2019;201910000078003;10000078;20;1;1;291;5
2019;201910000078004;10000078;20;1;1;272;5
2019;201910000079001;10000079;14;1;1;287;5
2019;201910000079002;10000079;21;1;1;276;4
2019;201910000080001;10000080;19;1;1;246;4
2019;201910000080002;10000080;41;1;1;222;5
2019;201910000080003;10000080;19;1;1;242;4
2019;201910000080004;10000080;19;1;1;222;5
2019;201910000081001;10000081;69;1;1;248;4
2019;201910000081002;10000081;16;1;1;297;4
2019;201910000081003;10000081;18;1;1;267;4
2019;201910000081004;10000081;14;1;1;271;4
2019;201910000081005;10000081;69;1;1;290;4
2019;201910000082001;10000082;17;1;1;253;4
2019;201910000082002;10000082;41;1;1;256;4
2019;201910000082003;10000082;14;1;1;208;5
2019;201910000083001;10000083;14;1;1;278;4
2019;201910000083002;10000083;17;1;1;252;4
2019;201910000083003;10000083;18;1;1;201;5
2019;201910000083004;10000083;17;1;1;253;4
2019;201910000084001;10000084;16;1;1;278;4
2019;201910000084002;10000084;17;1;1;203;5
2019;201910000084003;10000084;16;1;1;267;4
2019;201910000085001;10000085;70;1;1;250;4
2019;201910000085002;10000085;71;1;1;280;4
2019;201910000085003;10000085;71;1;1;290;5
2019;201910000085004;10000085;70;1;1;262;4
2019;201910000086001;10000086;17;1;1;210;5
2019;201910000086002;10000086;21;1;1;298;4
2019;201910000086003;10000086;41;1;1;219;4
2019;201910000086004;10000086;15;1;1;240;5
2019;201910000087001;10000087;27;1;1;289;4
2019;201910000087002;10000087;26;1;1;207;4
2019;201910000088001;10000088;17;1;1;258;4
2019;201910000088002;10000088;15;1;1;202;5
2019;201910000088003;10000088;17;1;1;230;4
2019;201910000089001;10000089;26;1;1;285;4
2019;201910000089002;10000089;14;1;1;245;5
2019;201910000090001;10000090;28;1;1;292;4
2019;201910000090002;10000090;25;1;1;224;5
2019;201910000090003;10000090;25;1;1;285;5
2019;201910000091001;10000091;19;1;1;296;4
2019;201910000091002;10000091;20;1;1;295;4
2019;201910000091003;10000091;19;1;1;297;5
2019;201910000091004;10000091;21;1;1;277;4
2019;201910000092001;10000092;18;1;1;219;5
2019;201910000092002;10000092;25;1;1;242;4
2019;201910000092003;10000092;28;1;1;223;4
2019;201910000092004;10000092;18;1;1;235;5
2019;201910000093001;10000093;69;1;1;224;4
2019;201910000093002;10000093;71;1;1;234;5
2019;201910000093003;10000093;70;1;1;290;4
2019;201910000094001;10000094;15;1;1;239;4
2019;201910000094002;10000094;18;1;1;280;5
2019;201910000094003;10000094;17;1;1;220;4
2019;201910000094004;10000094;20;1;1;287;4
2019;201910000094005;10000094;15;1;1;231;5
2019;201910000095001;10000095;69;1;1;254;5
2019;201910000095002;10000095;71;1;1;293;5
2019;201910000095003;10000095;15;1;1;233;5
2019;201910000095004;10000095;69;1;1;223;5
2019;201910000095005;10000095;16;1;1;243;5
2019;201910000096001;10000096;17;1;1;201;5
2019;201910000096002;10000096;16;1;1;297;4
2019;201910000097001;10000097;21;1;1;234;5
2019;201910000097002;10000097;17;1;1;231;4
2019;201910000097003;10000097;18;1;1;233;5
2019;201910000097004;10000097;21;1;1;278;5
2019;201910000097005;10000097;18;1;1;286;4
2019;201910000098001;10000098;21;1;1;297;4
2019;201910000098002;10000098;14;1;1;280;4
2019;201910000098003;10000098;21;1;1;226;4
2019;201910000099001;10000099;70;1;1;271;5
2019;201910000099002;10000099;25;1;1;258;4
2019;201910000100001;10000100;17;1;1;217;4
2019;201910000100002;10000100;18;1;1;245;4
2019;201910000100003;10000100;17;1;1;252;4
2019;201910000100004;10000100;17;1;1;207;5
2019;201910000101001;10000101;14;1;1;274;4
2019;201910000101002;10000101;19;1;1;206;5
2019;201910000101003;10000101;14;1;1;269;4
2019;201910000102001;10000102;21;1;1;250;4
2019;201910000102002;10000102;19;1;1;250;5
2019;201910000102003;10000102;19;1;1;297;5
2019;201910000102004;10000102;21;1;1;211;5
2019;201910000103001;10000103;20;1;1;281;5
2019;201910000103002;10000103;17;1;1;273;5
2019;201910000103003;10000103;18;1;1;297;5
2019;201910000103004;10000103;14;1;1;241;5
2019;201910000103005;10000103;16;1;1;213;5
2019;201910000104001;10000104;14;1;1;255;4
2019;201910000104002;10000104;16;1;1;264;5
2019;201910000105001;10000105;16;1;1;298;5
2019;201910000105002;10000105;27;1;1;235;5
2019;201910000105003;10000105;18;1;1;215;4
2019;201910000105004;10000105;27;1;1;263;5
2019;201910000105005;10000105;28;1;1;235;4
2019;201910000106001;10000106;18;1;1;291;4
2019;201910000106002;10000106;18;1;1;206;4
2019;201910000107001;10000107;15;1;1;242;4
2019;201910000107002;10000107;15;1;1;251;4
2019;201910000107003;10000107;41;1;1;223;5
2019;201910000107004;10000107;16;1;1;283;4
2019;201910000107005;10000107;17;1;1;231;5
2019;201910000108001;10000108;14;1;1;294;4
2019;201910000108002;10000108;28;1;1;259;4
2019;201910000109001;10000109;28;1;1;241;4
2019;201910000109002;10000109;28;1;1;224;4
2019;201910000110001;10000110;17;1;1;290;5
2019;201910000110002;10000110;15;1;1;279;4
2019;201910000110003;10000110;69;1;1;291;4
2019;201910000111001;10000111;15;1;1;247;5
2019;201910000111002;10000111;14;1;1;212;4
2019;201910000111003;10000111;16;1;1;253;5
2019;201910000111004;10000111;14;1;1;237;4
2019;201910000111005;10000111;17;1;1;286;4
2019;201910000112001;10000112;20;1;1;294;5
2019;201910000112002;10000112;27;1;1;282;4
2019;201910000112003;10000112;25;1;1;205;5
2019;201910000112004;10000112;70;1;1;244;5
2019;201910000112005;10000112;20;1;1;271;5
2019;201910000113001;10000113;15;1;1;280;4
2019;201910000113002;10000113;15;1;1;244;4
2019;201910000114001;10000114;18;1;1;248;4
2019;201910000114002;10000114;16;1;1;238;5
2019;201910000114003;10000114;21;1;1;275;5
2019;201910000115001;10000115;41;1;1;285;5
2019;201910000115002;10000115;21;1;1;275;4
2019;201910000115003;10000115;19;1;1;242;4
2019;201910000116001;10000116;16;1;1;282;5
2019;201910000116002;10000116;15;1;1;249;5
2019;201910000116003;10000116;15;1;1;223;5
2019;201910000117001;10000117;41;1;1;209;5
2019;201910000117002;10000117;16;1;1;289;4
2019;201910000117003;10000117;19;1;1;239;4
2019;201910000118001;10000118;25;1;1;296;4
2019;201910000118002;10000118;21;1;1;291;4
2019;201910000118003;10000118;27;1;1;285;5
2019;201910000118004;10000118;21;1;1;278;5
2019;201910000118005;10000118;19;1;1;283;5
2019;201910000119001;10000119;14;1;1;267;5
2019;201910000119002;10000119;18;1;1;204;4
2019;201910000119003;10000119;21;1;1;252;4
2019;201910000119004;10000119;71;1;1;260;5
2019;201910000119005;10000119;18;1;1;257;4
2019;201910000120001;10000120;20;1;1;245;4
2019;201910000120002;10000120;41;1;1;250;4
2019;201910000120003;10000120;19;1;1;263;4
2019;201910000121001;10000121;41;1;1;215;5
2019;201910000121002;10000121;18;1;1;206;5
2019;201910000121003;10000121;19;1;1;289;4
2019;201910000122001;10000122;25;1;1;290;4
2019;201910000122002;10000122;25;1;1;240;5
2019;201910000122003;10000122;15;1;1;273;5
2019;201910000122004;10000122;26;1;1;221;4
2019;201910000123001;10000123;17;1;1;262;5
2019;201910000123002;10000123;18;1;1;211;5
2019;201910000123003;10000123;18;1;1;270;5
2019;201910000124001;10000124;41;1;1;275;4
2019;201910000124002;10000124;21;1;1;239;5
2019;201910000124003;10000124;21;1;1;241;5
2019;201910000125001;10000125;19;1;1;218;5
2019;201910000125002;10000125;20;1;1;268;4
2019;201910000126001;10000126;19;1;1;297;5
2019;201910000126002;10000126;14;1;1;232;4
2019;201910000127001;10000127;19;1;1;220;4
2019;201910000127002;10000127;15;1;1;273;4
2019;201910000127003;10000127;18;1;1;201;5
2019;201910000127004;10000127;14;1;1;234;4
2019;201910000128001;10000128;41;1;1;223;4
2019;201910000128002;10000128;16;1;1;266;4
2019;201910000128003;10000128;41;1;1;262;4
2019;201910000128004;10000128;19;1;1;275;5
2019;201910000129001;10000129;17;1;1;241;5
2019;201910000129002;10000129;18;1;1;230;5
2019;201910000129003;10000129;41;1;1;274;4
2019;201910000129004;10000129;20;1;1;240;4
2019;201910000130001;10000130;41;1;1;275;4
2019;201910000130002;10000130;71;1;1;254;4
2019;201910000130003;10000130;41;1;1;255;4
2019;201910000131001;10000131;15;1;1;220;4
2019;201910000131002;10000131;15;1;1;241;4
2019;201910000132001;10000132;17;1;1;238;4
2019;201910000132002;10000132;16;1;1;257;5
2019;201910000132003;10000132;18;1;1;290;4
2019;201910000132004;10000132;16;1;1;290;4
2019;201910000132005;10000132;16;1;1;201;5
2019;201910000133001;10000133;71;1;1;249;5
2019;201910000133002;10000133;26;1;1;205;4
2019;201910000133003;10000133;21;1;1;219;4
2019;201910000134001;10000134;21;1;1;211;5
2019;201910000134002;10000134;20;1;1;282;5
2019;201910000134003;10000134;20;1;1;265;5
2019;201910000135001;10000135;28;1;1;299;5
2019;201910000135002;10000135;28;1;1;207;4
2019;201910000135003;10000135;26;1;1;205;5
2019;201910000135004;10000135;25;1;1;247;4
2019;201910000135005;10000135;27;1;1;241;4
2019;201910000136001;10000136;19;1;1;259;5
2019;201910000136002;10000136;41;1;1;234;4
2019;201910000136003;10000136;20;1;1;209;4
2019;201910000137001;10000137;21;1;1;203;5
2019;201910000137002;10000137;21;1;1;269;5
2019;201910000137003;10000137;20;1;1;271;4
2019;201910000138001;10000138;14;1;1;236;4
2019;201910000138002;10000138;41;1;1;230;4
2019;201910000139001;10000139;41;1;1;247;4
2019;201910000139002;10000139;41;1;1;248;4
2019;201910000140001;10000140;15;1;1;231;5
2019;201910000140002;10000140;16;1;1;295;5
2019;201910000140003;10000140;41;1;1;248;5
2019;201910000141001;10000141;16;1;1;223;5
2019;201910000141002;10000141;19;1;1;240;4
2019;201910000141003;10000141;41;1;1;212;4
2019;201910000141004;10000141;69;1;1;234;4
2019;201910000142001;10000142;20;1;1;298;4
2019;201910000142002;10000142;14;1;1;292;5
2019;201910000142003;10000142;41;1;1;253;5
2019;201910000142004;10000142;16;1;1;295;5
2019;201910000143001;10000143;14;1;1;297;4
2019;201910000143002;10000143;17;1;1;282;5
2019;201910000143003;10000143;15;1;1;252;5
2019;201910000143004;10000143;21;1;1;249;4
2019;201910000144001;10000144;15;1;1;225;4
2019;201910000144002;10000144;15;1;1;216;4
2019;201910000145001;10000145;17;1;1;260;5
2019;201910000145002;10000145;16;1;1;240;5
2019;201910000146001;10000146;17;1;1;222;5
2019;201910000146002;10000146;69;1;1;289;5
2019;201910000147001;10000147;26;1;1;247;4
2019;201910000147002;10000147;28;1;1;290;5
2019;201910000147003;10000147;21;1;1;286;5
2019;201910000147004;10000147;28;1;1;293;4
2019;201910000147005;10000147;41;1;1;248;4
2019;201910000148001;10000148;15;1;1;299;4
2019;201910000148002;10000148;16;1;1;283;5
2019;201910000148003;10000148;71;1;1;233;5
2019;201910000148004;10000148;21;1;1;243;5
2019;201910000149001;10000149;71;1;1;229;4
2019;201910000149002;10000149;17;1;1;222;5
2019;201910000149003;10000149;14;1;1;240;4
2019;201910000149004;10000149;16;1;1;278;5
2019;201910000150001;10000150;20;1;1;296;4
2019;201910000150002;10000150;19;1;1;295;4
2019;201910000151001;10000151;16;1;1;299;4
2019;201910000151002;10000151;17;1;1;231;5
2019;201910000151003;10000151;16;1;1;249;5
2019;201910000151004;10000151;19;1;1;234;4
2019;201910000151005;10000151;18;1;1;253;5
2019;201910000152001;10000152;28;1;1;259;4
2019;201910000152002;10000152;14;1;1;281;5
2019;201910000152003;10000152;17;1;1;212;4
2019;201910000152004;10000152;20;1;1;293;4
2019;201910000152005;10000152;21;1;1;266;4
2019;201910000153001;10000153;15;1;1;215;4
2019;201910000153002;10000153;18;1;1;226;4
2019;201910000154001;10000154;14;1;1;248;4
2019;201910000154002;10000154;15;1;1;210;4
2019;201910000155001;10000155;41;1;1;276;4
2019;201910000155002;10000155;21;1;1;269;5
2019;201910000155003;10000155;15;1;1;298;4
2019;201910000155004;10000155;19;1;1;251;5
2019;201910000156001;10000156;26;1;1;265;5
2019;201910000156002;10000156;28;1;1;222;4
2019;201910000157001;10000157;14;1;1;206;5
2019;201910000157002;10000157;17;1;1;200;5
2019;201910000157003;10000157;26;1;1;244;5
2019;201910000158001;10000158;18;1;1;269;5
2019;201910000158002;10000158;20;1;1;227;4
2019;201910000158003;10000158;20;1;1;244;5
2019;201910000159001;10000159;70;1;1;280;5
2019;201910000159002;10000159;71;1;1;290;4
2019;201910000159003;10000159;70;1;1;282;5
2019;201910000159004;10000159;21;1;1;270;5
2019;201910000159005;10000159;70;1;1;232;5
2019;201910000160001;10000160;21;1;1;244;4
2019;201910000160002;10000160;20;1;1;294;5
2019;201910000160003;10000160;41;1;1;260;4
2019;201910000161001;10000161;70;1;1;233;4
2019;201910000161002;10000161;18;1;1;281;4
2019;201910000162001;10000162;15;1;1;271;4
2019;201910000162002;10000162;28;1;1;262;5
2019;201910000162003;10000162;26;1;1;226;4
2019;201910000163001;10000163;26;1;1;240;5
2019;201910000163002;10000163;28;1;1;282;4
2019;201910000163003;10000163;28;1;1;287;4
2019;201910000163004;10000163;28;1;1;220;4
2019;201910000163005;10000163;27;1;1;294;5
2019;201910000164001;10000164;14;1;1;267;5
2019;201910000164002;10000164;41;1;1;224;4
2019;201910000164003;10000164;15;1;1;259;4
2019;201910000164004;10000164;16;1;1;257;5
2019;201910000165001;10000165;16;1;1;272;4
2019;201910000165002;10000165;15;1;1;286;5
2019;201910000166001;10000166;21;1;1;216;5
2019;201910000166002;10000166;71;1;1;250;5
2019;201910000166003;10000166;70;1;1;275;4
2019;201910000166004;10000166;69;1;1;220;4
2019;201910000167001;10000167;17;1;1;206;5
2019;201910000167002;10000167;15;1;1;203;5
2019;201910000167003;10000167;69;1;1;293;4
2019;201910000167004;10000167;17;1;1;261;4
2019;201910000168001;10000168;26;1;1;227;4
2019;201910000168002;10000168;16;1;1;297;4
2019;201910000169001;10000169;16;1;1;206;4
2019;201910000169002;10000169;28;1;1;223;4
2019;201910000169003;10000169;18;1;1;295;4
2019;201910000169004;10000169;14;1;1;258;4
2019;201910000169005;10000169;26;1;1;210;5
2019;201910000170001;10000170;16;1;1;209;5
2019;201910000170002;10000170;18;1;1;293;5
2019;201910000170003;10000170;18;1;1;203;4
2019;201910000170004;10000170;16;1;1;270;4
2019;201910000170005;10000170;18;1;1;251;4
2019;201910000171001;10000171;25;1;1;243;4
2019;201910000171002;10000171;25;1;1;224;4
2019;201910000171003;10000171;27;1;1;267;5
2019;201910000171004;10000171;18;1;1;216;5
2019;201910000171005;10000171;14;1;1;215;5
2019;201910000172001;10000172;70;1;1;239;4
2019;201910000172002;10000172;19;1;1;229;5
2019;201910000172003;10000172;69;1;1;263;4
2019;201910000172004;10000172;15;1;1;236;5
2019;201910000172005;10000172;69;1;1;289;5
2019;201910000173001;10000173;41;1;1;300;4
2019;201910000173002;10000173;21;1;1;256;5
2019;201910000174001;10000174;16;1;1;237;4
2019;201910000174002;10000174;18;1;1;215;5
2019;201910000175001;10000175;19;1;1;200;5
