NU_ANO;CO_PESSOA_FISICA;ID_MATRICULA;ID_TURMA;CO_ENTIDADE;NU_IDADE_REFERENCIA;NU_IDADE;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_DEF_AUDITIVA;IN_DEF_FISICA;IN_DEF_INTELECTUAL;IN_SURDEZ;IN_SURDOCEGUEIRA;IN_DEF_MULTIPLA;IN_AUTISMO;IN_SUPERDOTACAO;IN_TRANSPORTE_PUBLICO;TP_RESPONSAVEL_TRANSPORTE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;IN_ESPECIAL_EXCLUSIVA;TP_MEDIACAO_DIDATICO_PEDAGO;CO_REGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO
2019;100000231;200000098;201910000017002;10000017;10;10;1;3;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;0;;17;1;0;0;0;1;5;51;5103403;510340305;3;1
2019;100000306;200000099;201910000017001;10000017;14;14;1;2;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;1;2;41;1;0;0;0;1;5;51;5103403;510340305;3;1
2019;100000446;200000100;201910000017001;10000017;40;40;1;1;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;0;;70;0;1;0;0;1;5;51;5103403;510340305;3;1
2019;100000508;200000101;201910000017002;10000017;12;12;2;1;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;5;51;5103403;510340305;3;1
2019;100000744;200000102;201910000017002;10000017;9;9;1;1;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;1;2;15;1;0;0;0;1;5;51;5103403;510340305;3;1
2019;100000784;200000103;201910000017001;10000017;7;7;2;3;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;5;51;5103403;510340305;3;1
2019;100000917;200000104;201910000017001;10000017;10;10;2;1;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;5;51;5103403;510340305;3;1
2019;100000941;200000105;201910000017002;10000017;6;6;1;1;1;51;5103403;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1;0;0;0;1;5;51;5103403;510340305;3;1
2019;100000572;200000106;201910000018003;10000018;12;12;1;0;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;17;1;0;0;0;1;3;32;3205309;320530903;4;1
2019;100000580;200000107;201910000019002;10000019;14;14;1;2;1;27;2704302;2;0;0;0;0;0;0;0;0;0;0;0;1;2;21;1;0;0;0;1;2;27;2704302;270430204;3;2
2019;100000663;200000108;201910000019001;10000019;13;13;1;1;1;27;2704302;2;0;0;0;0;0;0;0;0;0;0;0;1;2;21;1;0;0;0;1;2;27;2704302;270430204;3;2
2019;100000717;200000109;201910000019002;10000019;13;13;1;1;1;27;2704302;2;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;2;27;2704302;270430204;3;2
2019;100000028;200000110;201910000020001;10000020;23;23;1;3;1;24;2408102;2;0;0;0;0;0;0;0;0;0;0;0;1;;70;0;1;0;0;1;2;24;2408102;240810202;3;2
2019;100000061;200000111;201910000020001;10000020;10;10;1;3;1;24;2408102;2;0;0;0;0;0;0;0;0;0;0;0;1;;18;1;0;0;0;1;2;24;2408102;240810202;3;2
2019;100000364;200000112;201910000020001;10000020;7;7;2;3;1;24;2408102;2;0;0;0;0;0;0;0;0;0;0;0;1;2;14;1;0;0;0;1;2;24;2408102;240810202;3;2
2019;100000487;200000113;201910000020001;10000020;14;14;2;3;1;24;2408102;2;0;0;0;0;0;0;0;0;0;0;0;1;1;21;1;0;0;0;1;2;24;2408102;240810202;3;2
2019;100000519;200000114;201910000020001;10000020;29;29;2;1;1;24;2408102;2;0;0;0;0;0;0;0;0;0;0;0;1;2;71;0;1;0;0;1;2;24;2408102;240810202;3;2
2019;100000097;200000115;201910000021002;10000021;11;11;1;1;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000266;200000116;201910000021001;10000021;14;14;2;0;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;21;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000285;200000117;201910000021005;10000021;6;6;2;1;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000331;200000118;201910000021003;10000021;9;9;2;3;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;1;2;18;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000385;200000119;201910000021003;10000021;14;14;2;4;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;41;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000478;200000120;201910000021002;10000021;8;8;2;3;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;16;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000486;200000121;201910000021002;10000021;29;29;2;2;1;13;1302603;;1;0;1;0;0;0;0;0;0;0;0;0;;71;0;1;0;0;1;1;13;1302603;130260301;4;1
2019;100000576;200000122;201910000021002;10000021;7;7;1;1;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000733;200000123;201910000021003;10000021;19;19;2;5;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;70;0;1;0;0;1;1;13;1302603;130260301;4;1
2019;100000890;200000124;201910000021004;10000021;10;10;1;3;1;13;1302603;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;1;13;1302603;130260301;4;1
2019;100000249;200000125;201910000022004;10000022;18;18;2;3;1;32;3205309;2;0;0;0;0;0;0;0;0;0;0;0;1;2;28;1;0;0;0;1;3;32;3205309;320530905;3;2
2019;100000825;200000126;201910000022004;10000022;7;7;2;1;1;32;3205309;2;0;0;0;0;0;0;0;0;0;0;0;1;2;14;1;0;0;0;1;3;32;3205309;320530905;3;2
2019;100000922;200000127;201910000022001;10000022;16;16;1;1;1;32;3205309;2;0;0;0;0;0;0;0;0;0;0;0;1;;41;1;0;0;0;1;3;32;3205309;320530905;3;2
2019;100000007;200000128;201910000023001;10000023;18;18;1;3;1;50;5002704;2;0;0;0;0;0;0;0;0;0;0;0;1;2;28;1;0;0;0;1;5;50;5002704;500270403;3;2
2019;100000123;200000129;201910000023001;10000023;10;10;2;3;1;50;5002704;2;0;0;0;0;0;0;0;0;0;0;0;1;2;18;1;0;0;0;1;5;50;5002704;500270403;3;2
2019;100000429;200000130;201910000023003;10000023;13;13;1;3;1;50;5002704;2;0;0;0;0;0;0;0;0;0;0;0;1;1;41;1;0;0;0;1;5;50;5002704;500270403;3;2
2019;100000551;200000131;201910000023001;10000023;14;14;1;1;1;50;5002704;2;0;0;0;0;0;0;0;0;0;0;0;1;1;41;1;0;0;0;1;5;50;5002704;500270403;3;2
2019;100000800;200000132;201910000023002;10000023;10;10;2;1;1;50;5002704;2;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;5;50;5002704;500270403;3;2
2019;100000264;200000133;201910000024003;10000024;11;11;2;1;1;53;5300108;1;0;0;0;0;0;0;0;0;0;0;0;0;;20;1;0;0;0;1;5;53;5300108;530010802;3;1
2019;100000314;200000134;201910000024001;10000024;18;18;2;1;1;53;5300108;1;0;0;0;0;0;0;0;0;0;0;0;0;;71;0;1;0;0;1;5;53;5300108;530010802;3;1
2019;100000894;200000135;201910000024005;10000024;12;12;2;0;1;53;5300108;1;0;0;0;0;0;0;0;0;0;0;0;1;2;20;1;0;0;0;1;5;53;5300108;530010802;3;1
2019;100000024;200000136;201910000025002;10000025;9;9;1;1;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;18;1;0;0;0;1;3;32;3205309;320530905;3;1
2019;100000025;200000137;201910000025004;10000025;6;6;2;3;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1;0;0;0;1;3;32;3205309;320530905;3;1
2019;100000104;200000138;201910000025003;10000025;10;10;1;3;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;3;32;3205309;320530905;3;1
2019;100000224;200000139;201910000025004;10000025;12;12;1;3;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;19;1;0;0;0;1;3;32;3205309;320530905;3;1
2019;100000323;200000140;201910000025001;10000025;6;6;2;1;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1;0;0;0;1;3;32;3205309;320530905;3;1
2019;100000374;200000141;201910000025001;10000025;15;15;2;3;1;32;3205309;1;0;0;0;0;0;0;0;0;0;0;0;0;;25;1;0;0;0;1;3;32;3205309;320530905;3;1
