CO_PESSOA_FISICA;ID_TURMA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;CO_ENTIDADE;TP_SITUACAO;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;IN_FALECIDO;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu
1000000035;30000123;300000025;2022;6;2;1;1;;00003717;00000003;00000020;00004321;1;0;0;0;;;;;;;;;;0;1;0;0;11000017;4;25;5;1;0;0;0;1;0;0
1000000036;30000178;300000026;2022;16;2;1;1;;00000976;00000001;00000008;;1;0;0;0;;;;;;;0;0;;0;1;0;0;11000025;5;16;1;1;0;0;0;1;0;0
1000000038;30000093;300000028;2022;22;1;1;1;;00002057;00000003;00000017;00001449;1;0;0;0;;;;;;;;;;0;1;0;0;11000013;5;1;5;1;0;0;0;1;0;0
1000000039;30000115;300000029;2022;19;1;1;1;;00000540;00000001;;;1;0;0;;1;;0;;0;;;;;0;1;0;0;11000016;5;;5;1;0;0;0;1;0;0
1000000040;30000002;300000030;2022;18;1;1;1;;00000530;00000002;00000009;;1;0;0;0;;;;;;;;;;0;1;;0;11000000;9;;5;1;0;0;0;1;0;0
1000000042;30000181;300000031;2022;16;2;1;1;;00001228;00000007;00000020;00001968;1;0;0;;;;0;;;0;;;;;1;0;0;11000025;9;19;5;1;0;0;0;1;0;0
1000000044;30000031;300000032;2022;18;2;3;1;;00005409;00000008;;;1;0;1;;;;;0;;;;;;0;1;0;0;11000004;9;1;5;1;0;0;0;1;0;1
1000000045;30000216;300000033;2022;4;2;1;1;;00004082;00000001;;;1;0;0;0;;;0;0;;;;;;0;1;0;0;11000030;4;;5;1;0;0;0;1;0;0
1000000046;30000005;300000034;2022;5;1;0;1;;00000510;00000002;00000004;00002632;1;0;0;;;1;;;0;;0;;;0;1;0;0;11000000;9;17;5;1;0;0;0;1;0;0
1000000048;30000097;300000036;2022;35;2;0;1;;00000135;00000007;00000019;;1;0;0;;;;;;0;;;;;0;1;0;0;11000013;5;15;5;1;0;0;0;1;0;0
1000000049;30000212;300000037;2022;9;1;1;1;;00002093;00000005;00000011;00004549;1;0;0;;;;0;0;0;;;;0;0;1;0;0;11000030;5;27;5;1;0;0;0;1;0;0
1000000051;30000052;300000039;2022;12;2;1;1;;00003116;00000008;;00001805;1;0;0;;0;;;0;0;;;;;0;1;;0;11000007;9;41;5;1;0;0;0;1;0;0
1000000052;30000058;300000040;2022;18;2;0;1;;00003654;00000002;;;1;0;0;;;1;;;;;;;;0;1;0;0;11000008;5;2;5;1;0;0;0;1;0;0
1000000053;30000096;300000041;2022;20;1;0;1;;00005287;00000003;;00000649;1;0;0;;;;;;;;0;0;;0;1;0;0;11000013;5;69;5;1;0;0;0;1;0;0
1000000054;30000201;300000042;2022;16;1;0;1;;00003832;00000001;00000009;00003931;1;0;0;;;;0;;;;;;;0;1;0;1;11000028;9;20;5;1;0;0;0;1;0;1
1000000055;30000067;300000043;2022;7;1;1;1;;00004513;00000004;00000027;00003758;1;0;0;;;0;;;;;;;0;0;1;0;0;11000009;5;19;5;1;0;0;0;1;0;0
1000000056;30000038;300000044;2022;8;1;0;1;;00004629;00000008;00000024;00000414;1;0;0;;;0;;;;;;;;0;1;0;0;11000005;5;16;5;1;1;0;0;1;0;0
1000000057;30000204;300000045;2022;17;2;3;1;;00002014;00000006;;00004622;1;0;1;;0;1;;;;;;;;0;1;0;0;11000029;9;27;5;1;0;0;0;1;0;0
1000000058;30000204;300000046;2022;14;2;1;1;;00005256;00000002;;;1;0;0;;0;;;;;;;0;;0;1;0;1;11000029;5;27;5;1;0;0;0;1;0;0
1000000060;30000217;300000047;2022;8;1;1;1;;00003067;00000006;00000011;00000121;1;0;0;;;;;;;;;0;;0;1;0;0;11000030;5;2;5;1;0;0;0;1;0;0
1000000062;30000073;300000048;2022;7;1;3;1;;00004752;00000003;;00002754;1;0;1;;;;0;;;;0;0;;0;1;0;0;11000010;5;1;5;1;0;0;0;1;0;0
1000000066;30000208;300000051;2022;14;2;3;1;;00004415;00000008;;00000088;1;0;;;0;;;;;;;;;0;1;0;;11000029;5;2;5;1;0;0;0;1;0;0
1000000068;30000193;300000053;2022;8;2;0;1;;00003636;00000007;00000016;00002654;1;0;0;;;;;;;;;;;0;1;0;0;11000027;5;2;5;1;0;0;0;1;0;0
1000000069;30000105;300000054;2022;13;1;0;1;;00001325;00000007;00000020;00004114;1;0;0;;;;;;;;;0;0;0;1;0;0;11000014;9;30;5;1;0;0;0;1;0;0
1000000070;30000087;300000055;2022;16;2;1;1;;00001848;00000008;00000012;00003265;1;1;0;;;;0;;;;;0;;0;1;0;0;11000012;5;14;5;1;0;0;0;1;0;0
1000000071;30000061;300000056;2022;17;2;0;1;;00005283;00000004;00000013;00004165;1;0;1;;;;;0;;;;0;;0;1;0;0;11000008;5;20;1;1;0;0;0;1;0;0
1000000073;30000161;300000058;2022;11;1;3;1;;00003568;00000003;00000009;00000012;1;0;1;0;;;;;;;0;;;0;1;0;0;11000022;9;27;5;1;0;0;0;1;0;0
1000000074;30000126;300000059;2022;13;2;0;1;;00004722;00000002;;;1;0;0;0;1;;;;;;;;0;0;1;0;0;11000017;5;18;5;1;0;0;0;1;0;0
1000000075;30000195;300000060;2022;8;2;2;1;;00004506;00000006;00000019;00003472;1;0;0;;;;;;;;;;;0;1;0;0;11000027;5;16;5;1;0;0;0;1;0;0
1000000077;30000032;300000061;2022;12;1;0;1;;00001098;00000001;00000026;00004594;1;0;0;;0;;;;1;;;0;;0;1;1;0;11000004;5;18;5;1;0;0;0;1;0;0
1000000078;30000071;300000062;2022;10;1;0;1;;00001696;00000003;;00000889;2;0;0;0;;;;0;;;;;;0;1;0;;11000010;5;2;5;1;0;0;0;1;0;0
1000000079;30000018;300000063;2022;16;2;0;1;;00002803;00000002;00000023;00001998;1;0;0;;;;;;;;;0;;0;1;0;0;11000002;5;16;5;1;0;0;0;1;0;0
1000000080;30000050;300000064;2022;19;1;3;1;;00002713;00000007;00000019;00000865;1;1;0;;0;;;0;0;;;0;;0;1;0;0;11000007;5;;5;1;0;0;0;1;0;0
1000000081;30000128;300000065;2022;17;2;1;1;;00003408;00000001;00000002;00004986;1;0;0;;;;;0;;0;;;;0;1;1;0;11000018;2;69;5;1;0;0;0;1;0;0
1000000082;30000054;300000066;2022;12;2;3;1;;00004869;00000005;00000010;00003110;1;0;1;;;;;;0;;;;;0;1;;0;11000007;5;;5;1;0;0;0;1;0;0
1000000083;30000111;300000067;2022;9;2;0;1;;00003605;00000001;;00002619;1;0;0;;;1;0;;;;;;;0;1;0;0;11000015;5;26;5;1;0;0;0;1;0;0
1000000086;30000064;300000070;2022;13;1;3;1;;00005139;00000005;;;2;0;0;;;;;;;0;;;;0;1;0;0;11000009;;21;5;1;0;0;0;1;0;0
1000000087;30000105;300000071;2022;15;1;3;1;;00001579;00000006;;;1;0;0;0;;;;;0;;;;;0;1;0;0;11000014;5;30;5;1;0;0;0;1;0;0
1000000088;30000090;300000072;2022;15;1;3;1;;00001839;00000002;;00002177;1;0;0;;;0;0;;;;;;;0;1;0;0;11000012;4;;5;1;0;0;0;1;0;0
1000000089;30000115;300000073;2022;14;2;3;1;;00003276;00000001;;00002948;1;0;0;;;;0;0;0;;;;;0;1;0;0;11000016;4;;5;1;0;0;0;1;0;0
1000000090;30000110;300000074;2022;9;1;3;1;;00003994;00000005;00000024;00004934;1;0;0;;;1;;;;;;;;0;1;0;0;11000015;5;19;5;1;0;0;0;1;0;1
1000000091;30000120;300000075;2022;16;2;3;1;;00003673;00000005;;00003678;1;0;1;0;;;;0;;0;0;;;0;1;0;0;11000017;5;18;5;1;0;0;0;1;0;0
1000000092;30000029;300000076;2022;13;1;3;1;;00004477;00000001;00000025;;1;0;1;;0;;;;;;0;;;0;1;0;0;11000004;9;;5;1;1;0;0;1;0;0
1000000093;30000020;300000077;2022;23;1;3;1;;00004368;00000001;;00001475;2;0;1;;0;;;;;;;;;0;1;0;0;11000002;5;1;5;1;0;0;0;1;0;0
1000000094;30000074;300000078;2022;4;2;3;1;;00004405;00000002;00000006;00001759;1;0;0;;;;;;;;;;;0;1;0;0;11000010;9;22;5;1;0;0;0;1;0;0
1000000096;30000191;300000080;2022;12;1;1;1;;00005074;00000004;;00005457;2;0;0;;;;0;;;;0;;0;0;1;0;0;11000027;5;1;5;1;0;0;0;1;0;0
1000000098;30000210;300000082;2022;7;1;1;1;;00004421;00000008;;00002821;2;0;0;;;;;;;;;;;0;1;0;0;11000029;5;2;5;1;0;0;0;1;0;0
1000000100;30000070;300000083;2022;9;2;0;1;;00001248;00000007;;00003143;1;0;0;;;;;;;;0;;0;0;1;0;0;11000009;5;26;5;1;0;0;0;1;0;0
1000000101;30000025;300000084;2022;13;1;3;1;;00000225;00000007;;;2;0;0;;;;;;0;;;;;0;1;0;0;11000003;5;14;5;1;0;0;0;1;0;0
1000000102;30000200;300000085;2022;13;2;0;1;;00005209;00000003;00000001;00001919;1;0;0;0;;;;;;;;;;0;1;;0;11000028;9;15;5;1;0;0;0;1;0;0
1000000103;30000020;300000086;2022;18;1;1;1;;00003828;00000002;00000021;00005459;1;0;0;;;;;;0;;;;;0;1;0;0;11000002;9;1;5;1;0;0;0;1;0;0
1000000104;30000145;300000087;2022;25;1;3;1;;00002085;00000005;;00001999;1;0;0;;;;;;0;0;;;;0;1;0;0;11000020;5;27;5;1;0;0;0;1;0;0
1000000106;30000177;300000088;2022;7;1;1;1;;00004626;00000005;;;2;0;1;;0;0;;;0;;;;;0;1;0;0;11000025;5;;5;1;0;0;0;1;0;0
1000000107;30000072;300000089;2022;7;2;0;1;;00002366;00000003;00000020;;1;0;0;;;;;;0;;;;;0;1;0;0;11000010;5;;5;1;0;0;0;1;0;0
1000000108;30000096;300000090;2022;10;1;5;1;;00004752;00000002;00000003;;1;0;0;;;;0;;0;;;0;0;;1;0;0;11000013;5;69;5;1;0;0;0;1;0;0
1000000109;30000067;300000091;2022;16;1;3;1;;00004671;00000005;00000004;;1;0;0;;;;;;0;;;;;0;1;0;;11000009;4;19;5;1;0;0;0;1;0;0
1000000110;30000187;300000092;2022;19;1;3;1;;00001250;00000006;;;1;0;0;;;;;;0;;;;;0;1;0;0;11000026;4;19;5;1;0;0;0;1;0;0
1000000112;30000028;300000094;2022;7;2;0;1;;00001693;00000008;;00002007;1;0;0;;;;;;;;;;;0;1;1;0;11000003;5;1;5;1;0;0;0;1;0;0
1000000113;30000157;300000095;2022;11;2;3;1;;00003942;00000007;00000003;;1;0;0;;;1;;0;;0;;;0;0;1;0;0;11000022;9;41;5;1;0;0;0;1;0;0
1000000116;30000037;300000097;2022;16;1;0;1;;00004198;00000007;;;1;0;0;;0;1;;;;0;;;;0;1;1;0;11000005;5;1;5;1;0;0;0;1;0;1
1000000118;30000174;300000098;2022;19;2;0;1;;00000901;00000001;00000023;00001448;1;0;0;0;;1;;;;;0;0;;0;1;0;0;11000024;9;19;3;1;0;0;0;1;0;1
1000000120;30000079;300000100;2022;12;2;3;1;;00004647;00000007;00000014;00002266;1;0;0;;;;;;;0;;;;0;1;0;0;11000011;5;26;1;1;0;0;0;1;0;0
1000000122;30000090;300000101;2022;19;1;0;1;;00002185;00000001;00000027;00000110;2;0;0;0;;;;;;;;;;0;1;0;0;11000012;5;;5;1;0;0;0;1;0;0
1000000125;30000158;300000103;2022;18;1;1;1;;00000444;00000004;;00004639;2;0;0;;;1;;;;;;;;0;1;0;0;11000022;4;1;5;1;0;0;0;1;0;0
1000000126;30000116;300000104;2022;4;2;0;1;;00002639;00000001;;;2;0;0;;;;;;;;;;;0;1;0;0;11000016;5;;2;1;0;0;0;1;0;0
1000000130;30000006;300000106;2022;22;2;1;1;;00003013;00000007;00000019;00002874;1;0;1;;;;0;;;;;;;;1;0;0;11000000;2;;5;1;0;0;0;1;0;1
1000000132;30000199;300000108;2022;9;1;0;1;;00005306;00000002;00000010;00000719;1;0;;0;;1;0;;;;;0;;0;1;1;0;11000028;9;;5;1;0;0;0;1;0;0
1000000133;30000096;300000109;2022;24;1;2;1;;00004088;00000006;00000019;00002870;1;0;0;0;;;0;;;;;0;;0;1;;0;11000013;5;69;5;1;0;0;0;1;0;0
1000000134;30000119;300000110;2022;6;2;1;1;;00003605;00000003;;00005388;1;0;0;;;1;;;;;;;0;0;1;0;;11000016;5;;5;1;0;0;0;1;0;0
1000000135;30000105;300000111;2022;19;1;0;1;;00003293;00000002;00000007;;1;0;0;;;;;;;0;;;0;0;1;0;0;11000014;9;30;5;1;0;0;0;1;0;0
1000000137;30000067;300000112;2022;15;2;1;1;;00005361;00000007;00000008;00000165;1;0;0;0;;;;0;;0;;;;0;1;0;0;11000009;9;19;5;1;0;0;0;1;0;0
1000000138;30000128;300000113;2022;7;2;1;1;;00001959;00000003;00000011;00001985;1;0;0;;;1;;1;;;;;;0;1;0;0;11000018;4;69;5;1;1;0;0;1;0;0
1000000139;30000023;300000114;2022;9;2;3;1;;00000586;00000007;;00004262;1;0;0;;0;;;0;;;;;;0;1;0;;11000003;5;21;5;1;0;0;0;1;0;0
1000000140;30000191;300000115;2022;17;1;3;1;;00000501;00000008;00000027;;1;0;0;;;0;;;;;;;0;0;1;0;0;11000027;5;1;5;1;0;0;0;1;0;0
1000000141;30000154;300000116;2022;15;1;1;1;;00005322;00000008;;00001940;1;0;0;;;;;0;0;;;;;0;1;0;1;11000021;5;2;5;1;0;0;0;1;0;0
1000000142;30000042;300000117;2022;11;1;3;1;;00004720;00000003;00000020;00005320;2;1;0;;;;;1;;;;;0;0;1;0;;11000005;5;41;5;1;0;0;0;1;0;0
1000000143;30000043;300000118;2022;20;1;2;1;;00003608;00000001;;;1;0;0;0;;;;;;;;;0;0;1;0;0;11000006;5;19;5;1;0;0;0;1;0;0
1000000144;30000207;300000119;2022;7;2;1;1;;00000412;00000007;00000027;;1;0;0;;;;0;;;;;;;;1;0;1;11000029;;21;5;1;0;0;0;1;0;0
1000000146;30000107;300000121;2022;17;2;0;1;;00001852;00000003;;00001655;1;0;0;;;;;;;;;;;0;1;0;0;11000015;5;30;5;1;0;0;0;1;0;0
1000000148;30000122;300000122;2022;14;1;1;1;;00000595;00000002;;00004306;1;0;0;;;;;;;0;0;;;0;1;0;0;11000017;9;2;5;1;0;0;0;1;0;0
1000000149;30000122;300000123;2022;17;2;1;1;;00003534;00000002;00000024;;1;0;1;;;;;1;;0;;;;0;1;1;0;11000017;;2;5;1;0;0;0;1;0;0
1000000150;30000139;300000124;2022;8;2;0;1;;00000980;00000006;00000017;;2;0;0;;;;;;;;;;;0;1;0;0;11000019;5;1;5;1;0;0;0;1;0;0
1000000151;30000066;300000125;2022;12;2;1;1;;00000006;00000006;00000020;;2;0;0;;;;;;;0;;;;0;1;0;0;11000009;5;21;5;1;0;0;0;1;0;0
1000000153;30000109;300000126;2022;18;1;1;1;;00004268;00000003;00000008;00002933;1;0;0;0;;;;;;0;;;0;0;1;0;0;11000015;5;14;5;1;0;0;0;1;0;0
1000000156;30000125;300000128;2022;17;1;0;1;;00002221;00000007;00000020;00001362;1;0;1;;;1;;;1;;;;;0;1;0;0;11000017;5;20;5;1;0;0;0;1;0;0
1000000157;30000014;300000129;2022;16;2;0;1;;00002483;00000001;00000026;00005135;1;0;0;;;;0;;;;;0;0;0;1;0;0;11000001;5;;5;1;0;0;0;1;0;0
1000000158;30000141;300000130;2022;17;2;0;1;;00001356;00000005;00000010;00002219;1;0;0;;;;;;;;;;;0;1;0;0;11000020;5;14;1;1;0;0;0;1;0;0
1000000159;30000178;300000131;2022;8;1;3;1;;00002357;00000003;;00003472;1;0;0;;;;;0;;;;;;0;1;0;0;11000025;9;16;1;1;0;0;0;1;0;0
1000000160;30000095;300000132;2022;23;1;1;1;;00005257;00000001;00000023;;1;0;0;;;1;;;;;;0;;0;1;0;0;11000013;9;2;6;1;0;0;0;1;0;0
1000000162;30000010;300000133;2022;19;1;0;1;;00005454;00000001;;00004760;1;0;0;;;;;;;;;;0;0;1;1;0;11000001;2;2;5;1;0;0;0;1;0;0
1000000163;30000179;300000134;2022;13;1;1;1;;00002733;00000006;00000007;00004204;1;0;0;;;;;;;;;;;0;1;0;;11000025;5;18;5;1;0;0;0;1;0;0
1000000164;30000185;300000135;2022;10;2;3;1;;00004156;00000008;;;1;0;0;;;1;;;;;;;;0;1;0;0;11000026;9;19;5;1;0;0;0;1;0;0
1000000165;30000013;300000136;2022;17;2;0;1;;00000144;00000005;;00005153;1;0;0;;;1;;0;0;0;;0;;0;1;0;0;11000001;5;1;5;1;0;0;0;1;0;0
1000000167;30000070;300000137;2022;14;1;3;1;;00001130;00000003;00000027;00004796;1;0;0;;;;;;;;;;;0;1;0;0;11000009;9;26;5;1;0;0;0;1;0;0
1000000168;30000140;300000138;2022;15;1;3;1;;00001339;00000005;;;1;0;1;;;;;;;;;0;;0;1;0;0;11000019;5;71;5;1;0;0;0;1;0;0
1000000169;30000147;300000139;2022;17;1;1;1;;00005093;00000006;;00003307;2;0;1;;;;;;;;;;0;0;1;0;;11000020;5;;5;1;0;0;0;1;0;0
1000000170;30000118;300000140;2022;7;1;1;1;;00000158;00000005;;;1;0;0;;0;1;;;;;;0;;0;1;0;0;11000016;5;15;6;1;0;0;0;1;0;0
1000000171;30000080;300000141;2022;18;1;0;1;;00000148;00000005;00000003;;1;0;1;;;;;;;;;;;0;1;0;0;11000011;9;19;5;1;0;0;0;1;0;0
1000000173;30000023;300000143;2022;11;2;0;1;;00002565;00000007;;00004036;1;0;0;;;1;;;;;0;;;0;1;0;0;11000003;9;21;5;1;0;0;0;1;0;0
1000000175;30000097;300000144;2022;17;1;1;1;;00000204;00000007;;00002983;2;0;0;;;1;0;;;0;0;0;0;0;1;0;0;11000013;5;15;5;1;0;0;0;1;0;0
1000000176;30000185;300000145;2022;6;2;1;1;;00003400;00000003;00000025;00003093;1;1;0;;;;;;;;0;;;0;1;0;;11000026;5;19;5;1;0;0;0;1;0;0
1000000178;30000052;300000147;2022;20;2;0;1;;00001369;00000008;00000002;;1;0;0;0;;;;;;;;;;0;1;0;0;11000007;5;41;5;1;0;0;0;1;0;0
1000000179;30000141;300000148;2022;7;1;0;1;;00000075;00000005;;;1;0;0;;;0;;;;;;;;0;1;0;0;11000020;9;14;1;1;0;0;0;1;0;0
1000000180;30000209;300000149;2022;4;2;0;1;;00004272;00000005;00000027;;1;0;1;0;;1;;;;0;;;;0;1;1;0;11000029;5;31;5;1;0;0;0;1;0;0
1000000181;30000021;300000150;2022;21;2;1;1;;00004398;00000002;;00002540;1;0;0;;;;;;;0;0;;0;0;1;0;0;11000002;5;14;5;1;0;0;0;1;0;0
1000000183;30000104;300000151;2022;14;2;0;1;;00001393;00000001;00000006;00005241;1;0;0;0;;;;0;;;;0;;0;1;0;0;11000014;5;26;5;1;0;0;0;1;0;0
1000000184;30000123;300000152;2022;7;1;3;1;;00005542;00000008;;00004199;1;0;0;;0;;0;;;;;;;0;1;1;0;11000017;5;25;5;1;1;0;0;1;0;0
1000000186;30000159;300000154;2022;4;1;0;1;;00004037;00000007;00000027;00001487;1;0;0;0;;1;;;;;;;;0;1;0;0;11000022;5;64;5;1;0;0;0;1;0;0
1000000187;30000204;300000155;2022;20;1;1;1;;00003675;00000004;;;1;0;0;;;;;0;;;;0;;0;1;0;0;11000029;5;27;5;1;0;0;0;1;0;0
1000000188;30000006;300000156;2022;17;2;1;1;;00000962;00000002;;;1;0;1;0;;;;;;;;;;0;1;1;;11000000;5;;5;1;0;0;0;1;0;0
1000000190;30000096;300000157;2022;13;1;3;1;;00000316;00000003;;00000622;1;0;1;;0;;;;;;;;0;0;1;1;0;11000013;5;69;5;1;0;0;0;1;0;0
1000000191;30000024;300000158;2022;20;1;0;1;;00005201;00000004;00000027;00003534;1;0;1;;;;;;;;0;;0;0;1;0;0;11000003;5;41;5;1;0;0;0;1;0;0
1000000192;30000001;300000159;2022;17;1;1;1;;00003165;00000003;;;1;0;0;;;;;;;0;;;0;1;1;0;0;11000000;2;14;5;1;0;0;0;1;0;0
1000000195;30000040;300000160;2022;16;1;0;1;;00005510;00000005;00000023;00000588;1;0;1;;0;1;0;;;0;;;;0;1;0;0;11000005;5;14;5;1;0;0;0;1;0;0
1000000196;30000067;300000161;2022;10;2;3;1;;00000728;00000007;;;1;0;0;;;;;;;;;;;0;1;0;0;11000009;5;19;5;1;0;0;0;1;0;0
1000000198;30000154;300000163;2022;7;1;3;1;;00001962;00000007;00000019;00000416;1;0;0;;;;;;0;;;0;;0;1;0;0;11000021;5;2;5;1;0;0;0;1;0;0
1000000199;30000022;300000164;2022;7;2;1;1;;00001869;00000002;00000017;;1;0;0;;;1;;;;;;0;;0;1;0;0;11000003;5;16;5;1;0;0;0;1;0;0
1000000200;30000156;300000165;2022;5;2;3;1;;00004902;00000007;00000025;00003260;1;0;1;;;;;;;;;;;0;1;0;;11000022;5;17;5;1;0;0;0;1;0;0
1000000201;30000062;300000166;2022;10;1;3;1;;00001563;00000002;00000010;;1;0;0;;;1;;;;;;;;;1;0;0;11000008;9;41;5;1;0;0;0;1;0;0
1000000203;30000062;300000167;2022;11;1;0;1;;00001338;00000003;00000010;00004080;1;0;0;;;;;0;0;;0;;;0;1;0;0;11000008;4;41;5;1;0;0;0;1;0;0
1000000204;30000135;300000168;2022;17;2;1;1;;00003935;00000005;00000002;00004224;2;0;1;;;;;;;;0;;;0;1;0;1;11000019;5;1;5;1;0;0;0;1;0;0
1000000205;30000149;300000169;2022;11;1;3;1;;00003309;00000008;;00002129;1;0;0;0;;;;;;;;;0;0;1;0;0;11000021;5;41;5;1;0;0;0;1;0;0
1000000206;30000157;300000170;2022;33;1;3;1;;00001296;00000001;;00004100;1;0;0;;;0;;0;;;;;;;1;0;0;11000022;5;41;5;1;0;0;0;1;0;0
1000000207;30000088;300000171;2022;11;1;0;1;;00001227;00000004;00000002;00005050;1;0;0;;;;0;;;;;;0;0;1;1;0;11000012;5;25;5;1;0;0;0;1;0;0
1000000208;30000019;300000172;2022;13;2;3;1;;00001680;00000001;00000016;00000732;1;0;1;0;0;1;;;;;;;;0;1;0;0;11000002;9;;5;1;0;0;0;1;0;0
