CO_PESSOA_FISICA;ID_TURMA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;CO_ENTIDADE;TP_SITUACAO;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;IN_FALECIDO;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu
1000000018;10000101;100000017;2020;9;1;0;1;;00001485;00000006;;00004687;1;0;0;0;;;;0;;;;;;0;1;0;0;11000014;5;1;5;1;0;0;0;1;0;0
1000000020;10000093;100000019;2020;20;2;3;1;;00000070;00000007;00000004;00001009;1;0;1;;0;1;;;;;;;;0;1;0;0;11000013;5;;5;1;0;0;0;1;0;0
1000000021;10000121;100000020;2020;15;2;1;1;;00005351;00000006;00000023;00003581;1;0;0;0;;;;;0;0;;;0;0;1;0;0;11000017;5;21;5;1;0;0;0;1;0;0
1000000022;10000173;100000021;2020;46;2;0;1;;00002719;00000003;;00003681;1;0;1;0;;;;;;;;;;0;1;0;0;11000024;2;25;5;1;0;0;0;1;0;1
1000000023;10000076;100000022;2020;24;1;1;1;;00004255;00000004;00000021;00004398;1;0;1;;;;;;;;;0;0;0;1;0;0;11000010;5;21;5;1;0;0;0;1;0;0
1000000025;10000109;100000023;2020;8;1;3;1;;00004578;00000008;;;1;0;0;;;;;;;;0;;;0;1;0;;11000015;5;27;5;1;0;0;0;1;0;0
1000000026;10000043;100000024;2020;16;2;3;1;;00003054;00000002;00000003;00004135;1;1;0;;;1;;;;;;0;;0;1;0;0;11000006;5;;5;1;0;0;0;1;0;0
1000000029;10000164;100000027;2020;4;1;1;1;;00000825;00000003;00000009;00002516;1;0;0;0;;;;;;;;;;0;1;0;0;11000023;9;20;5;1;0;0;0;1;0;0
1000000030;10000066;100000028;2020;5;2;0;1;;00004193;00000003;00000012;00004071;1;0;0;;;;;;;;;;;0;1;0;0;11000009;5;27;5;1;1;0;0;1;0;0
1000000031;10000200;100000029;2020;18;2;0;1;;00000357;00000008;00000027;00002101;1;0;0;;;;;0;;;;;;0;1;0;0;11000028;9;;5;1;0;0;0;1;0;0
1000000032;10000150;100000030;2020;16;2;0;1;;00004286;00000008;;00000804;2;0;0;0;;;;;;;;;;0;1;0;0;11000021;5;41;5;1;0;0;0;1;0;0
1000000033;10000106;100000031;2020;6;2;0;1;;00002769;00000007;;;1;0;0;;;;;;;;;;0;0;1;0;0;11000015;5;20;5;1;0;0;0;1;0;0
1000000035;10000204;100000032;2020;4;2;1;1;;00005055;00000001;00000025;;1;0;0;;0;;;;;;;0;;0;1;0;0;11000029;9;16;5;1;0;0;0;1;0;0
1000000036;10000211;100000033;2020;14;2;1;1;;00005535;00000004;00000010;00001590;2;0;0;;;;;;;;;0;;0;1;0;0;11000030;9;16;6;1;0;0;0;1;0;0
1000000037;10000046;100000034;2020;11;1;3;1;;00004287;00000007;;00004192;1;0;0;;;;;;;;;0;0;0;1;0;0;11000006;5;32;5;1;0;0;0;1;0;0
1000000038;10000094;100000035;2020;20;1;1;1;;00001736;00000007;;00002578;1;0;0;;;1;;;;0;;;0;0;1;0;0;11000013;9;26;5;1;0;0;0;1;0;0
1000000039;10000163;100000036;2020;17;1;1;1;;00003244;00000007;00000013;00002107;1;0;0;;;;;;0;;;;;0;1;0;0;11000023;9;26;6;1;0;0;0;1;0;0
1000000040;10000078;100000037;2020;16;1;1;1;;00005564;00000006;00000015;00002839;2;0;0;;;;0;;;;;;;1;1;0;0;11000011;5;17;;1;0;0;0;1;0;0
1000000041;10000105;100000038;2020;16;2;3;1;;00001821;00000001;;;1;0;0;;;1;;;0;0;;;;0;1;0;0;11000014;5;2;5;1;0;0;0;1;0;0
1000000042;10000087;100000039;2020;14;2;1;1;;00000270;00000004;00000026;;2;0;0;0;;;;;;;;0;;0;1;0;0;11000012;5;17;5;1;0;0;0;1;0;0
1000000044;10000025;100000040;2020;16;2;3;1;;00003069;00000001;;00003640;1;0;0;;0;;0;;;;;;;0;1;0;0;11000003;9;1;5;1;0;0;0;1;0;0
1000000045;10000138;100000041;2020;4;2;1;1;;00002680;00000005;;00002538;2;0;0;;;;;;;;;;;0;1;0;0;11000019;5;16;5;1;0;0;0;1;0;0
1000000046;10000202;100000042;2020;4;1;0;1;;00001738;00000001;;;1;0;0;0;;;;;;;;;;0;1;0;0;11000028;5;16;5;1;0;0;0;1;0;0
1000000047;10000017;100000043;2020;7;2;1;1;;00003169;00000002;00000014;00000489;1;0;0;;;1;;;0;0;;0;;0;1;0;0;11000002;5;19;5;1;0;0;0;1;0;0
1000000051;10000100;100000047;2020;10;2;1;1;;00001218;00000004;00000014;00001671;1;0;0;;;;;1;;0;;0;;0;1;0;0;11000014;9;14;5;1;0;0;0;1;0;0
1000000052;10000116;100000048;2020;16;2;0;1;;00004576;00000005;00000016;00002320;2;0;0;;0;;;0;;;;;;0;1;0;0;11000016;5;70;5;1;0;0;0;1;0;0
1000000053;10000152;100000049;2020;18;1;0;1;;00000831;00000006;00000004;;1;0;0;;;;0;;;;0;;0;0;1;0;0;11000021;5;;5;1;0;0;0;1;0;0
1000000054;10000084;100000050;2020;14;1;0;1;;00002441;00000002;;;1;0;0;;;;0;;;;;;;0;1;0;0;11000011;5;17;5;1;0;0;0;1;0;0
1000000055;10000069;100000051;2020;5;1;1;1;;00001548;00000006;00000023;00004439;1;0;0;;;;0;;0;;0;;;0;1;0;0;11000009;5;15;5;1;0;0;0;1;0;0
1000000056;10000207;100000052;2020;6;1;0;1;;00003027;00000003;00000027;00001352;1;0;0;;;;;;;;;;0;0;1;0;0;11000029;5;;5;1;0;0;0;1;0;0
1000000057;10000150;100000053;2020;15;2;3;1;;00000385;00000007;00000018;00000347;1;0;0;;;;;;;;0;;;0;1;0;1;11000021;5;41;5;1;0;0;0;1;0;0
1000000058;10000206;100000054;2020;12;2;1;1;;00002319;00000002;00000009;00002743;1;0;1;;;;;0;;;;;;0;1;0;0;11000029;5;18;5;1;0;0;0;1;0;0
1000000059;10000129;100000055;2020;8;1;0;1;;00003211;00000004;00000021;00001217;1;0;0;;;;0;;0;;;;;0;1;1;0;11000018;5;1;5;1;0;0;0;1;0;0
1000000060;10000038;100000056;2020;6;1;1;1;;00000351;00000002;00000006;00005108;1;0;1;;;;;;;0;;;;0;1;0;0;11000005;5;18;5;1;0;0;0;1;0;0
1000000061;10000181;100000057;2020;41;2;0;1;;00000610;00000008;00000024;00002604;1;0;0;0;;;0;;;;;0;;0;1;;1;11000025;;1;5;1;0;0;0;1;0;0
1000000062;10000120;100000058;2020;5;1;3;1;;00000710;00000003;;;1;0;0;;;;;;;0;;;0;0;1;0;0;11000017;5;20;5;1;0;0;0;1;0;0
1000000063;10000127;100000059;2020;17;1;3;1;;00001264;00000005;;;1;0;0;;0;;;;;0;;;;0;1;0;0;11000018;2;;5;1;0;0;0;1;0;1
1000000065;10000026;100000061;2020;15;1;3;1;;00000944;00000004;;00001679;1;0;0;;;;;;;;;;;0;1;0;0;11000003;5;25;5;1;0;0;0;1;0;0
1000000066;10000144;100000062;2020;12;2;3;1;;00000370;00000008;;;1;0;0;;;;;;;;0;;;0;1;;0;11000020;5;26;5;1;0;0;0;1;0;0
1000000067;10000189;100000063;2020;4;1;3;1;;00003561;00000002;00000019;;1;0;0;;;;0;;;;;;;0;1;0;0;11000026;5;18;5;1;0;0;0;1;0;0
1000000068;10000072;100000064;2020;6;2;0;1;;00002882;00000006;00000011;00003040;1;1;0;;;;;;;;;;;0;1;0;0;11000010;5;2;5;1;0;0;0;1;0;0
1000000069;10000187;100000065;2020;11;1;0;1;;00001950;00000008;00000022;00004773;2;0;0;;;;;;;0;;;;0;1;0;0;11000026;5;21;5;1;0;0;0;1;0;0
1000000070;10000170;100000066;2020;14;2;1;1;;00001643;00000007;00000006;00000452;2;0;1;0;;;;;;;;0;;0;1;0;0;11000024;5;31;5;1;0;0;0;1;0;0
1000000071;10000102;100000067;2020;15;2;0;1;;00004126;00000005;;00003263;1;0;0;;;;;;;0;;;0;0;1;0;0;11000014;5;1;5;1;0;0;0;1;0;0
1000000072;10000132;100000068;2020;11;2;3;1;;00004774;00000004;;;1;0;1;;;;0;0;;0;0;;;0;1;0;0;11000018;5;19;5;1;0;0;0;1;0;0
1000000073;10000180;100000069;2020;9;1;3;1;;00000817;00000008;00000010;00003326;1;0;0;0;;;;;;;;;;0;1;0;0;11000025;5;1;5;1;0;0;0;1;0;0
1000000074;10000141;100000070;2020;11;2;0;1;;00000274;00000003;00000010;00002615;1;0;0;;;;;;;;0;;0;0;1;0;0;11000020;2;19;5;1;0;0;0;1;0;0
1000000075;10000162;100000071;2020;6;2;2;1;;00003916;00000004;;;1;0;0;;;;;0;;;;0;;0;1;0;0;11000023;5;41;5;1;0;0;0;1;0;0
1000000076;10000064;100000072;2020;14;2;0;1;;00000956;00000003;00000006;00003916;1;0;0;;;;;0;;;;0;;0;1;0;0;11000009;2;69;5;1;0;0;0;1;0;1
1000000077;10000090;100000073;2020;10;1;0;1;;00003510;00000005;00000009;00000704;2;0;0;;;;;;;;;;;;1;0;0;11000012;5;27;6;1;0;0;0;1;0;0
1000000078;10000030;100000074;2020;8;1;0;1;;00001923;00000007;;00002668;1;0;0;;;0;0;0;;;;;;;1;0;0;11000004;5;20;5;1;0;0;0;1;0;0
1000000079;10000069;100000075;2020;14;2;0;1;;00005170;00000006;00000010;00003201;1;0;0;;;;0;;;0;;;;0;1;0;0;11000009;5;15;5;1;0;0;0;1;0;0
1000000080;10000128;100000076;2020;17;1;3;1;;00004001;00000005;00000002;00001603;1;0;0;;;1;;;;;0;;;0;1;1;0;11000018;5;21;5;1;0;0;0;1;0;0
1000000081;10000151;100000077;2020;15;2;1;1;;00000312;00000007;00000025;00001596;1;0;0;;;0;;0;;;;;;0;1;0;0;11000021;5;1;5;1;0;0;0;1;0;0
1000000082;10000157;100000078;2020;10;2;3;1;;00003614;00000002;00000015;00004405;1;0;0;0;;;;;;;0;;;0;1;0;0;11000022;5;;5;1;0;0;0;1;0;0
1000000083;10000128;100000079;2020;7;2;0;1;;00001063;00000008;00000027;00003954;2;0;0;;;;;;;0;;;;0;1;0;0;11000018;5;21;5;1;0;0;0;1;0;0
1000000084;10000053;100000080;2020;18;1;3;1;;00002593;00000005;00000021;00003657;1;0;0;;;;;;;;;;;0;1;0;0;11000007;5;26;5;1;0;0;0;1;0;0
1000000085;10000196;100000081;2020;17;1;0;1;;00004368;00000004;00000022;00001762;1;0;0;;;;;0;;;;;;0;1;0;0;11000027;5;18;5;1;0;0;0;1;0;0
1000000086;10000182;100000082;2020;11;1;3;1;;00000283;00000008;00000016;00001145;2;0;0;;;;;;;;;;0;0;1;0;0;11000025;9;26;5;1;0;0;0;1;0;0
1000000087;10000076;100000083;2020;13;1;3;1;;00005246;00000005;00000022;;1;0;0;;1;;;0;;0;;;;0;1;1;0;11000010;5;21;5;1;0;0;0;1;0;0
1000000088;10000066;100000084;2020;13;1;3;1;;00002038;00000005;00000009;;1;0;0;;;;0;;;;;0;;0;1;0;0;11000009;;27;5;1;0;0;0;1;0;0
1000000089;10000088;100000085;2020;12;2;3;1;;00001700;00000004;00000027;00003917;1;0;1;0;;;;;;;;0;;0;1;0;0;11000012;5;27;3;1;0;0;0;1;0;0
1000000090;10000026;100000086;2020;7;1;3;1;;00003260;00000002;;;1;0;0;;;;;;0;;;;0;0;1;0;0;11000003;5;25;5;1;0;0;0;1;0;0
1000000091;10000134;100000087;2020;14;2;3;1;;00002478;00000003;;00003104;2;0;0;;;;;0;;;;;;0;1;0;0;11000019;2;1;5;1;0;0;0;1;0;0
1000000092;10000217;100000088;2020;11;1;3;1;;00003250;00000005;;00005260;1;0;0;;;;;1;;0;0;;;0;1;0;0;11000030;9;18;5;1;0;0;0;1;0;0
1000000093;10000180;100000089;2020;21;1;3;1;;00001290;00000008;00000018;00004838;1;0;0;;0;;;0;;0;;0;;0;1;0;0;11000025;5;1;5;1;0;0;0;1;0;0
1000000094;10000086;100000090;2020;4;2;3;1;;00003211;00000002;00000021;00002461;1;0;0;;;;0;0;;;0;;;0;1;0;0;11000012;5;19;5;1;0;0;0;1;0;0
1000000095;10000114;100000091;2020;5;2;1;1;;00004246;00000002;;00000158;1;0;1;;;;;0;;;;;0;0;1;0;0;11000016;5;69;5;1;0;0;0;1;0;0
1000000096;10000194;100000092;2020;10;1;1;1;;00000319;00000008;00000009;00003005;1;0;0;0;;1;;;;;;;;0;1;0;0;11000027;5;;5;1;0;0;0;1;0;0
1000000097;10000006;100000093;2020;8;1;0;1;;00000986;00000003;00000016;00000603;1;0;0;;;;;;;;;;;0;1;0;0;11000000;5;2;5;1;0;0;0;1;0;0
1000000098;10000191;100000094;2020;5;1;1;1;;00001804;00000003;;00000485;1;0;1;;;;;;0;0;0;;0;0;1;;0;11000027;5;21;5;1;0;0;0;1;0;0
1000000099;10000112;100000095;2020;7;2;1;1;;00000043;00000003;;00002339;2;0;1;;;;;;;0;0;;;0;1;0;1;11000015;9;;5;1;0;0;0;1;0;1
1000000100;10000119;100000096;2020;7;2;0;1;;00005099;00000005;;00001773;1;0;0;0;;;0;;0;;;;0;0;1;0;0;11000016;5;3;5;1;0;0;0;1;0;0
1000000101;10000018;100000097;2020;11;1;3;1;;00001135;00000003;00000020;00001194;1;0;0;0;;;;;;;;0;;0;1;0;0;11000002;5;25;5;1;0;0;0;1;0;0
1000000104;10000065;100000100;2020;23;1;3;1;;00001064;00000002;00000010;00000636;1;0;0;;;;;;;0;;;;0;1;0;0;11000009;9;41;5;1;0;0;0;1;0;0
1000000105;10000197;100000101;2020;29;2;3;1;;00002887;00000008;00000001;00000123;1;0;0;;;;;;;0;0;;;0;1;1;0;11000028;5;19;5;1;0;0;0;1;0;0
1000000106;10000202;100000102;2020;5;1;1;1;;00001057;00000008;;00003897;1;0;0;;;;;0;;;;0;0;0;1;0;0;11000028;5;16;5;1;0;0;0;1;0;0
1000000108;10000211;100000104;2020;8;1;5;1;;00002561;00000005;00000008;00004949;1;0;1;;;;;;;;;;;0;1;0;1;11000030;5;16;6;1;0;0;0;1;0;0
1000000109;10000059;100000105;2020;14;1;3;1;;00004545;00000003;00000027;00003893;1;0;0;;;;;;;;;;;0;1;0;0;11000008;9;19;5;1;0;0;0;1;0;0
1000000110;10000130;100000106;2020;17;1;3;1;;00001825;00000008;00000017;00002233;1;0;0;;;;0;0;;;;;;0;1;0;0;11000018;9;2;5;1;0;0;0;1;0;0
1000000111;10000170;100000107;2020;4;1;1;1;;00004871;00000002;;00002675;1;0;0;;;1;;;;;;;;0;1;0;0;11000024;5;31;5;1;0;0;0;1;0;0
1000000112;10000047;100000108;2020;5;2;0;1;;00000941;00000005;;00004933;1;0;0;;;;;;;;;;0;0;1;0;0;11000006;5;41;5;1;0;0;0;1;0;0
1000000113;10000207;100000109;2020;9;2;3;1;;00004216;00000004;;00001833;1;0;0;;0;;;;;;;;;0;1;0;0;11000029;9;;5;1;0;0;0;1;0;0
1000000114;10000097;100000110;2020;8;1;3;1;;00003324;00000008;00000010;00000123;1;0;1;;;;;;;;;;;0;1;0;0;11000013;5;41;5;1;0;0;0;1;0;0
1000000115;10000165;100000111;2020;8;2;3;1;;00002089;00000005;00000001;00005135;1;0;0;;;;;;;0;;;;0;1;0;0;11000023;5;16;5;1;0;0;0;1;0;0
1000000116;10000014;100000112;2020;14;1;0;1;;00004675;00000003;00000013;00004528;1;1;0;0;0;1;0;;;;;;;0;1;0;0;11000001;5;16;5;1;0;0;0;1;0;0
1000000118;10000165;100000113;2020;17;2;0;1;;00000588;00000007;00000014;00001679;1;0;0;0;;;;;0;;;;;0;1;0;0;11000023;5;16;5;1;0;0;0;1;0;0
1000000119;10000145;100000114;2020;4;1;1;1;;00005089;00000004;;00004091;1;0;0;;;;0;;;0;;;;0;1;0;1;11000020;9;;5;1;0;0;0;1;0;0
1000000120;10000141;100000115;2020;10;2;3;1;;00001871;00000006;;00005042;2;0;1;;;;;;;;;;;0;1;0;0;11000020;9;19;5;1;0;0;0;1;0;0
1000000121;10000113;100000116;2020;16;1;3;1;;00000935;00000002;00000015;;1;0;0;0;0;;;;0;;;;;0;1;0;0;11000016;5;;5;1;0;0;0;1;0;1
1000000122;10000182;100000117;2020;17;1;0;1;;00000901;00000003;00000015;00001900;1;0;0;;0;1;;;;;;;;0;1;0;0;11000025;5;26;5;1;0;0;0;1;0;0
1000000123;10000022;100000118;2020;17;2;1;1;;00004801;00000003;;00000484;1;0;0;;;;;;;0;;;;0;1;0;0;11000003;2;25;5;1;0;0;0;1;0;1
1000000124;10000196;100000119;2020;6;1;0;1;;00004639;00000006;00000008;;1;0;0;;;;;;;;0;;;0;1;;0;11000027;9;18;5;1;0;0;0;1;0;0
1000000125;10000093;100000120;2020;16;1;1;1;;00001628;00000007;00000025;00000218;1;0;1;;;;0;;;;;;;0;1;0;0;11000013;5;;5;1;0;0;0;1;0;0
1000000126;10000090;100000121;2020;4;2;0;1;;00001400;00000007;00000025;00004952;2;0;0;;0;;0;;;;;;;0;1;0;0;11000012;5;27;6;1;0;0;0;1;0;0
1000000127;10000131;100000122;2020;29;1;0;1;;00005189;00000008;;00001578;1;0;0;;0;;0;1;0;;;0;;0;1;0;0;11000018;9;19;5;1;0;0;0;1;0;1
1000000128;10000187;100000123;2020;11;2;3;1;;00002256;00000004;00000009;;1;0;0;;;;0;;;;;;;0;1;0;1;11000026;9;21;5;1;0;0;0;1;0;0
1000000130;10000110;100000125;2020;20;2;1;1;;00002998;00000002;00000015;00005468;1;0;1;;;;;;;;;0;;0;1;0;0;11000015;9;16;5;1;0;0;0;1;0;0
1000000131;10000182;100000126;2020;17;2;3;1;;00003939;00000004;00000007;00001207;1;0;0;;;;;;;;;;;0;1;0;0;11000025;9;26;5;1;0;0;0;1;0;0
1000000132;10000039;100000127;2020;7;1;0;1;;00003981;00000003;00000006;;1;0;0;;;;;;;;;;0;0;1;0;0;11000005;5;20;5;1;0;0;0;1;0;0
1000000133;10000081;100000128;2020;22;1;2;1;;00004832;00000003;00000014;00001996;1;0;0;;;;;;0;;;;;0;1;0;0;11000011;5;2;5;1;0;0;0;1;0;0
1000000134;10000159;100000129;2020;4;2;1;1;;00003480;00000008;00000013;00003796;1;0;0;;0;;;;;;;;;0;1;1;0;11000022;5;56;5;1;1;0;0;1;0;0
1000000135;10000053;100000130;2020;17;1;0;1;;00001797;00000006;;00004293;1;0;0;;;;;;;0;;;;0;1;0;0;11000007;5;26;5;1;0;0;0;1;0;0
1000000136;10000184;100000131;2020;18;1;3;1;;00001952;00000003;00000013;;1;0;0;0;;;;;;;0;;0;;1;0;0;11000026;;17;5;1;0;0;0;1;0;0
1000000138;10000022;100000133;2020;5;2;1;1;;00002361;00000002;;;1;0;1;0;0;;;0;;;;0;;0;1;0;0;11000003;5;25;5;1;0;0;0;1;0;0
1000000139;10000062;100000134;2020;7;2;3;1;;00003943;00000008;;;1;0;0;0;;;;;;;;;;0;1;0;0;11000008;9;18;2;1;0;0;0;1;0;0
1000000140;10000027;100000135;2020;15;1;3;1;;00005448;00000003;00000023;00002658;1;0;0;;;1;0;0;;;;;;0;1;0;0;11000003;5;14;5;1;0;0;0;1;0;0
1000000142;10000135;100000137;2020;9;1;3;1;;00002072;00000004;00000027;00000617;1;0;1;0;1;;0;;0;;;;;0;1;0;0;11000019;5;2;5;1;0;0;0;1;0;0
1000000144;10000160;100000139;2020;5;2;1;1;;00000421;00000003;00000025;;2;0;1;;;;;;;;;0;0;0;1;0;0;11000022;5;69;5;1;0;0;0;1;0;0
1000000145;10000088;100000140;2020;18;2;3;1;;00003749;00000008;00000002;00004768;1;0;0;;;;;0;;;;;;0;1;0;0;11000012;9;27;3;1;1;0;0;1;0;0
1000000146;10000015;100000141;2020;15;2;0;1;;00005343;00000002;00000013;00000350;1;0;0;;;0;;;;0;;;0;0;1;0;0;11000002;9;2;5;1;0;0;0;1;0;0
1000000147;10000215;100000142;2020;23;2;1;1;;00003919;00000004;;;1;0;0;0;;0;;;;;;;;0;1;0;0;11000030;5;2;5;1;0;0;0;1;0;0
1000000148;10000216;100000143;2020;12;1;1;1;;00005530;00000001;00000010;00004637;1;0;0;;;;;;;0;;;;0;1;0;0;11000030;5;2;5;1;0;0;0;1;0;0
1000000149;10000068;100000144;2020;15;2;1;1;;00003692;00000002;;00002738;1;0;0;;;1;;0;;;;0;;0;1;0;0;11000009;5;70;5;1;0;0;0;1;0;0
1000000150;10000214;100000145;2020;6;2;0;1;;00000807;00000004;;00003682;1;0;0;0;;;;;;;;;;0;1;0;0;11000030;5;1;5;1;0;0;0;1;0;0
1000000151;10000149;100000146;2020;10;2;1;1;;00002175;00000003;;00002479;1;0;0;;;;;;;;;;;0;1;0;0;11000021;5;14;5;1;0;0;0;1;0;0
1000000153;10000022;100000148;2020;16;1;1;1;;00005423;00000004;;;1;0;0;;;0;;;;;;;;0;1;0;0;11000003;5;25;5;1;0;0;0;1;0;0
1000000154;10000029;100000149;2020;6;2;0;1;;00004865;00000002;00000016;;1;0;0;;;;;;;;;;;0;1;0;0;11000004;9;18;5;1;0;0;0;1;0;0
1000000156;10000114;100000150;2020;15;1;0;1;;00003023;00000006;00000018;00002320;1;0;0;0;;1;;;;0;0;;0;0;1;0;0;11000016;5;69;5;1;0;0;0;1;0;0
1000000158;10000054;100000152;2020;15;2;0;1;;00004026;00000001;00000021;;1;0;0;;0;;;;0;;0;;;0;1;0;0;11000007;5;1;5;1;0;0;0;1;0;0
1000000159;10000202;100000153;2020;6;1;3;1;;00004850;00000002;00000022;00005338;1;0;0;;;;;;0;;;;;0;1;0;0;11000028;9;16;5;1;0;0;0;1;0;0
1000000160;10000064;100000154;2020;21;1;1;1;;00001465;00000003;00000023;00005148;1;0;0;;0;;;;;;;;;;1;0;0;11000009;9;69;5;1;0;0;0;1;0;0
1000000162;10000091;100000155;2020;17;1;0;1;;00005418;00000006;00000024;00002084;1;0;0;;;1;;;;0;;;;0;1;0;0;11000012;5;;5;1;0;0;0;1;0;0
1000000163;10000216;100000156;2020;11;1;1;1;;00002152;00000005;;;1;0;0;0;0;;;1;0;;;;0;0;1;0;0;11000030;5;2;5;1;0;0;0;1;0;0
1000000164;10000134;100000157;2020;8;2;3;1;;00002673;00000008;00000007;00001384;1;0;0;;;;;0;;;;0;;0;1;0;0;11000019;9;1;5;1;0;0;0;1;0;0
1000000167;10000175;100000159;2020;12;1;3;1;;00000368;00000008;;00003238;2;0;0;;;1;;;;;;;0;0;1;0;1;11000024;9;2;5;1;0;0;0;1;0;0
1000000168;10000185;100000160;2020;13;1;3;1;;00002427;00000006;00000002;;1;0;1;;;;0;;;;0;;;0;1;0;0;11000026;5;14;5;1;0;0;0;1;0;0
1000000169;10000099;100000161;2020;15;1;1;1;;00004548;00000008;00000007;00004549;1;0;0;0;;;;;0;;;;;0;1;0;0;11000014;5;19;5;1;0;0;0;1;0;0
