CO_PESSOA_FISICA;ID_TURMA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;CO_ENTIDADE;TP_SITUACAO;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;IN_FALECIDO;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu
1000000031;20000138;200000024;2019;19;2;0;1;;00002430;00000002;;00001849;1;0;0;;;;;;;;;;;0;1;;0;11000019;5;1;5;1;0;0;0;1;0;0
1000000035;20000073;200000027;2019;5;2;1;1;;00003377;00000002;00000025;00003482;1;0;0;;;0;;0;;0;0;;;0;1;0;0;11000010;5;2;5;1;0;0;0;1;0;0
1000000036;20000094;200000028;2019;15;2;1;1;;00001485;00000002;00000009;00000055;2;0;0;;;1;;;0;;;;;0;1;0;0;11000013;5;19;5;1;0;0;0;1;0;0
1000000037;20000046;200000029;2019;12;1;3;1;;00001497;00000002;00000016;;1;0;0;;0;;0;;;;;;;0;1;0;0;11000006;;16;5;1;0;0;0;1;0;0
1000000039;20000015;200000031;2019;18;1;1;1;;00001032;00000001;00000006;00001876;1;0;0;;;1;;0;;;;;;0;1;0;;11000002;5;19;5;1;0;0;0;1;0;0
1000000040;20000091;200000032;2019;17;1;1;1;;00003187;00000002;;00000826;1;0;0;0;;;;;;;;;;0;1;0;0;11000012;5;2;5;1;0;0;0;1;0;0
1000000041;20000023;200000033;2019;17;2;3;1;;00000148;00000002;00000006;00000929;1;0;0;0;;;;;;;;;0;0;1;0;0;11000003;2;17;5;1;0;0;0;1;0;1
1000000042;20000085;200000034;2019;15;2;1;1;;00002818;00000001;00000010;00003575;1;0;0;0;;;;0;;;0;;;0;1;1;0;11000012;9;17;5;1;1;0;0;1;0;0
1000000044;20000008;200000035;2019;17;2;3;1;;00001516;00000001;00000006;00004333;1;0;1;0;;;;;;0;;;;0;1;;0;11000001;5;2;5;1;0;0;0;1;0;0
1000000045;20000168;200000036;2019;4;2;1;1;;00002928;00000001;;00004735;2;0;0;;;;;;;;;;;0;1;0;0;11000023;5;71;2;1;0;0;0;1;0;0
1000000046;20000070;200000037;2019;4;1;0;1;;00004662;00000002;00000019;;1;0;0;;;;;;;;;;;0;1;0;0;11000009;9;70;5;1;0;0;0;1;0;0
1000000047;20000066;200000038;2019;8;2;1;1;;00000200;00000002;00000009;;1;0;1;;;;;;0;;;;;0;1;0;0;11000009;5;1;5;1;0;0;0;1;0;0
1000000048;20000121;200000039;2019;34;2;0;1;;00004961;00000001;00000010;00000306;1;0;1;;0;;0;;;;;;;0;1;0;0;11000017;5;20;1;1;0;0;0;1;0;0
1000000049;20000200;200000040;2019;8;1;1;1;;00001754;00000002;00000023;00004392;1;0;0;;;;;;;;0;0;0;0;1;0;0;11000028;9;25;1;1;0;0;0;1;0;0
1000000050;20000037;200000041;2019;11;1;0;1;;00001719;00000002;00000018;;1;0;0;;0;;;;;;;;;0;1;0;0;11000005;9;2;1;1;0;0;0;1;0;0
1000000052;20000128;200000043;2019;17;2;0;1;;00005282;00000002;;00002793;1;0;0;0;;;;;;;;;;0;1;0;0;11000018;5;2;5;1;0;0;0;1;0;0
1000000053;20000175;200000044;2019;19;1;0;1;;00004619;00000001;;00004370;1;0;0;;;;;0;0;0;;;;0;1;0;0;11000024;5;41;5;1;0;0;0;1;0;0
1000000054;20000006;200000045;2019;15;1;0;1;;00001990;00000002;00000021;00001063;1;0;0;;;;;;;;;;;0;1;0;0;11000000;5;;5;1;0;0;0;1;0;0
1000000055;20000205;200000046;2019;6;1;1;1;;00000891;00000002;00000016;00001800;1;0;0;;0;;;;;;;;;;1;0;0;11000029;5;1;5;1;0;0;0;1;0;0
1000000056;20000196;200000047;2019;7;1;0;1;;00005559;00000002;00000021;;1;0;0;0;;;;;;;0;;;0;1;1;0;11000027;5;16;5;1;0;0;0;1;0;0
1000000057;20000069;200000048;2019;16;2;3;1;;00004844;00000001;00000018;;1;0;0;;0;;;;;;;;0;0;1;0;0;11000009;5;2;5;1;0;0;0;1;0;0
1000000058;20000181;200000049;2019;13;2;1;1;;00002114;00000002;00000019;00002502;1;0;0;;;1;;;;;;;;0;1;0;0;11000025;5;;5;1;0;0;0;1;0;0
1000000059;20000154;200000050;2019;9;1;0;1;;00000976;00000001;00000008;00004533;2;0;0;;1;;0;;;;;;;0;1;0;0;11000021;2;;5;1;0;0;0;1;0;1
1000000060;20000132;200000051;2019;7;1;1;1;;00004130;00000001;00000013;;1;0;1;;0;1;;;0;;;;;0;1;0;0;11000018;5;14;5;1;0;0;0;1;0;0
1000000062;20000121;200000053;2019;6;1;3;1;;00002731;00000001;00000018;00003845;1;0;1;;;1;;;;;;;;;1;0;0;11000017;9;20;1;1;0;0;0;1;0;0
1000000064;20000054;200000054;2019;5;1;3;1;;00002782;00000001;00000014;00005246;1;0;0;;;;;;;;;;;0;1;0;0;11000007;9;15;5;1;0;0;0;1;0;0
1000000065;20000040;200000055;2019;16;1;3;1;;00000007;00000002;00000015;00001062;1;0;0;;;;;0;;;;;;0;1;0;0;11000005;5;26;5;1;0;0;0;1;0;0
1000000066;20000077;200000056;2019;13;2;3;1;;00002592;00000001;;;1;0;0;;;;0;;;;;;;;1;0;0;11000010;;;2;1;0;0;0;1;0;0
1000000067;20000192;200000057;2019;5;1;3;1;;00002476;00000001;00000020;;1;1;0;;0;;0;1;;0;0;;0;0;1;0;0;11000027;5;70;5;1;0;0;0;1;0;0
1000000068;20000165;200000058;2019;7;2;0;1;;00003144;00000001;;00001069;1;0;1;;;;;;;;;;;0;1;1;0;11000023;5;16;5;1;0;0;0;1;0;0
1000000070;20000011;200000060;2019;15;2;1;1;;00001353;00000001;00000002;00003896;1;0;0;;;;;;;;;;;0;1;0;0;11000001;5;2;5;1;0;0;0;1;0;0
1000000071;20000073;200000061;2019;16;2;0;1;;00000426;00000001;;;1;0;0;;;;;;;;0;;;0;1;0;0;11000010;9;2;5;1;0;0;0;1;0;0
1000000072;20000031;200000062;2019;12;2;3;1;;00005023;00000002;00000007;00001128;1;0;0;;0;0;;;;;;;;;1;;0;11000004;5;41;5;1;0;0;0;1;0;0
1000000073;20000002;200000063;2019;10;1;3;1;;00003443;00000001;;;1;0;0;;;;;;;;;;0;0;1;0;0;11000000;5;41;5;1;0;0;0;1;0;0
1000000074;20000013;200000064;2019;12;2;0;1;;00001913;00000001;;;1;0;1;;;;0;;;;;;0;0;1;;0;11000001;;;5;1;0;0;0;1;0;0
1000000075;20000117;200000065;2019;7;2;2;1;;00003400;00000001;00000016;00001630;2;0;0;;;1;0;;0;;;;;0;1;0;0;11000016;9;;5;1;0;0;0;1;0;0
1000000077;20000149;200000066;2019;11;1;0;1;;00001098;00000001;00000019;;1;0;0;;;;;0;;;;;;0;1;0;0;11000021;5;2;5;1;0;0;0;1;0;0
1000000078;20000087;200000067;2019;9;1;0;1;;00000075;00000002;;;1;1;0;;;0;;;0;;;;0;0;1;0;0;11000012;;19;5;1;0;0;0;1;0;0
1000000080;20000018;200000069;2019;18;1;3;1;;00000296;00000001;00000002;00000676;1;0;0;;;;0;;;;0;;;0;1;0;0;11000002;5;39;5;1;0;0;0;1;0;0
1000000081;20000203;200000070;2019;16;2;1;1;;00004584;00000002;00000023;;1;0;0;;0;;0;;;;0;;;0;1;0;0;11000028;5;21;5;1;0;0;0;1;0;0
1000000082;20000134;200000071;2019;11;2;3;1;;00001821;00000002;00000006;;2;0;0;0;;1;;;;;;;;0;1;0;0;11000019;5;20;5;1;0;0;0;1;0;0
1000000083;20000189;200000072;2019;8;2;0;1;;00005550;00000002;00000018;00000486;1;0;0;;;;;;0;;;;;0;1;0;0;11000026;;20;5;1;0;0;0;1;0;0
1000000084;20000180;200000073;2019;19;1;3;1;;00001146;00000001;;00004238;1;0;0;;;;0;;;0;;;;0;1;0;0;11000025;5;18;5;1;0;0;0;1;0;0
1000000085;20000205;200000074;2019;18;1;0;1;;00002307;00000002;;;1;0;1;;0;;;1;;;;;;0;1;0;0;11000029;5;1;5;1;0;0;0;1;0;0
1000000087;20000134;200000076;2019;14;1;3;1;;00003771;00000001;;;1;0;0;;;;;;;;;;;0;1;0;0;11000019;5;20;5;1;0;0;0;1;0;0
1000000089;20000034;200000078;2019;13;2;3;1;;00005272;00000001;;00001571;1;0;0;;;;;0;0;;;;;0;1;0;0;11000004;2;41;5;1;0;0;0;1;0;0
1000000090;20000185;200000079;2019;8;1;3;1;;00003556;00000002;;;1;0;0;;;;0;;0;0;;;;0;1;0;0;11000026;5;18;5;1;1;0;0;1;0;0
1000000091;20000200;200000080;2019;15;2;3;1;;00001350;00000002;00000001;00005461;1;0;0;;;1;;0;;0;;;;0;1;0;0;11000028;4;25;1;1;0;0;0;1;0;0
1000000092;20000048;200000081;2019;12;1;3;1;;00002901;00000001;00000001;00002323;1;0;0;;;;;0;;;;;0;0;1;0;;11000006;5;22;5;1;0;0;0;1;0;0
1000000094;20000162;200000083;2019;4;2;3;1;;00001672;00000001;00000009;00000866;1;0;0;;;;;;;;0;0;;0;1;0;1;11000023;5;;5;1;0;0;0;1;0;0
1000000095;20000103;200000084;2019;6;2;1;1;;00005569;00000001;;;1;0;0;;;;;0;;;0;;0;0;1;0;0;11000014;5;19;5;1;0;0;0;1;0;0
1000000096;20000020;200000085;2019;11;1;1;1;;00003828;00000002;00000011;;1;0;0;;;;;;;0;;;0;0;1;0;0;11000002;5;2;5;1;0;0;0;1;0;0
1000000097;20000184;200000086;2019;9;1;0;1;;00000820;00000002;00000020;00005021;1;0;0;;;;;;0;;;;;0;1;0;0;11000026;5;20;5;1;0;0;0;1;0;0
1000000098;20000069;200000087;2019;6;1;1;1;;00002248;00000002;;;2;0;0;;;;;0;;;;;;0;1;0;0;11000009;5;2;5;1;0;0;0;1;0;0
1000000100;20000076;200000088;2019;8;2;0;1;;00002495;00000001;;;1;0;0;0;;;;;;;;;;0;1;0;0;11000010;;14;5;1;0;0;0;1;0;0
1000000101;20000182;200000089;2019;12;1;3;1;;00001913;00000001;00000009;00001210;1;0;0;;;;;;0;;;;;0;1;0;0;11000025;9;21;5;1;0;0;0;1;0;0
1000000102;20000181;200000090;2019;12;2;0;1;;00000659;00000001;;00003984;1;0;0;;;;;;0;;;;;0;1;1;0;11000025;5;;5;1;0;0;0;1;0;0
1000000103;20000114;200000091;2019;17;1;1;1;;00004098;00000002;00000006;00002286;2;0;0;;;;;;;;;;;0;1;0;0;11000016;5;14;5;1;0;0;0;1;0;0
1000000104;20000027;200000092;2019;24;1;3;1;;00002952;00000001;00000025;;2;0;1;0;;;;;0;;;;;0;1;0;0;11000003;9;64;5;1;0;0;0;1;0;0
1000000107;20000038;200000095;2019;6;2;0;1;;00005427;00000002;00000025;00003701;1;0;0;;;;;;0;;;;;0;1;;0;11000005;5;;5;1;0;0;0;1;0;0
1000000108;20000171;200000096;2019;9;1;5;1;;00000875;00000002;00000003;00003096;1;0;0;;;;0;;;;;0;;0;1;0;0;11000024;9;;5;1;0;0;0;1;0;0
1000000109;20000044;200000097;2019;15;1;3;1;;00002222;00000002;;00003679;1;0;1;0;;;;;;;;;;;1;0;0;11000006;2;18;5;1;0;0;0;1;0;0
1000000110;20000163;200000098;2019;18;1;3;1;;00001777;00000001;00000025;;2;0;0;;;1;;0;;;;;0;0;1;0;0;11000023;5;;2;1;0;0;0;1;0;0
1000000111;20000125;200000099;2019;5;1;1;1;;00004930;00000002;00000025;;1;0;0;;;1;;0;0;;;0;;0;1;0;1;11000017;5;41;5;1;0;0;0;1;0;0
1000000112;20000126;200000100;2019;6;2;0;1;;00000621;00000001;;00001849;1;0;0;;0;;;;;;;;;0;1;0;0;11000017;5;17;1;1;0;0;0;1;0;0
1000000113;20000064;200000101;2019;10;2;3;1;;00002890;00000002;;00004556;1;0;0;;0;;;;0;;;;;0;1;0;0;11000009;9;1;5;1;0;0;0;1;0;0
1000000114;20000062;200000102;2019;9;1;3;1;;00004329;00000001;00000017;;1;0;0;;1;1;;;;;;0;;0;1;0;0;11000008;4;14;5;1;0;0;0;1;0;1
1000000115;20000156;200000103;2019;9;2;3;1;;00001064;00000001;00000022;00000776;1;0;0;;;1;;0;;;;0;;0;1;0;;11000022;5;17;5;1;0;0;0;1;0;0
1000000116;20000110;200000104;2019;15;1;0;1;;00003610;00000002;;00005404;1;0;0;;;;;;;;;;;0;1;;0;11000015;2;1;5;1;0;0;0;1;0;0
1000000118;20000080;200000105;2019;18;2;0;1;;00002372;00000001;00000004;;1;0;0;0;;;;;;;;;;0;1;0;0;11000011;5;18;5;1;1;0;0;1;0;0
1000000120;20000027;200000107;2019;11;2;3;1;;00001007;00000001;00000018;;1;1;0;;;;;0;;;0;;;0;1;0;0;11000003;5;64;5;1;0;0;0;1;0;0
1000000122;20000208;200000108;2019;18;1;0;1;;00002184;00000001;;00003939;1;0;0;;0;;;;;0;;;;0;1;0;0;11000029;5;17;5;1;0;0;0;1;0;0
1000000124;20000097;200000109;2019;7;1;0;1;;00005002;00000002;00000015;00004458;1;0;0;;1;;;;;0;;;;0;1;0;;11000013;5;71;5;1;0;0;0;1;0;0
1000000125;20000072;200000110;2019;17;1;1;1;;00001721;00000002;00000016;00000914;1;0;0;0;;;0;1;;;;;;0;1;0;0;11000010;5;;5;1;0;0;0;1;0;0
1000000126;20000072;200000111;2019;4;2;0;1;;00000721;00000002;00000015;00003370;1;0;0;0;;;;0;;;;;;0;1;1;;11000010;5;;5;1;0;0;0;1;0;0
1000000128;20000099;200000112;2019;12;2;3;1;;00000742;00000002;;00002606;1;0;0;0;;;;0;;;;;;0;1;0;0;11000014;5;19;5;1;0;0;0;1;0;0
1000000130;20000021;200000113;2019;21;2;1;1;;00005383;00000001;00000005;00002133;1;0;0;0;0;;;;;;;;;0;1;;0;11000002;5;16;5;1;0;0;0;1;0;0
1000000131;20000053;200000114;2019;18;2;3;1;;00004628;00000001;00000027;00001062;1;0;0;0;1;;;;;;;;;0;1;0;0;11000007;5;14;5;1;0;0;0;1;0;0
1000000132;20000016;200000115;2019;8;1;0;1;;00001127;00000001;00000005;00005033;2;0;0;;;;0;;;;0;;;0;1;0;0;11000002;9;;5;1;0;0;0;1;0;0
1000000133;20000059;200000116;2019;23;1;2;1;;00004226;00000002;;;1;0;0;;;;;;0;;0;;0;0;1;1;0;11000008;5;14;4;1;0;0;0;1;0;0
1000000134;20000091;200000117;2019;5;2;1;1;;00000697;00000002;;00000814;1;0;0;;0;1;;;0;;;;;0;1;0;0;11000012;9;2;5;1;0;0;0;1;0;0
1000000136;20000082;200000119;2019;19;1;3;1;;00000461;00000001;00000010;;1;0;0;0;;;;;;;;0;;0;1;0;0;11000011;4;1;5;1;0;0;0;1;0;1
1000000137;20000140;200000120;2019;14;2;1;1;;00004996;00000002;;00004241;2;0;0;;;;;;;;;;;0;1;1;0;11000019;5;1;5;1;0;0;0;1;0;0
1000000138;20000138;200000121;2019;6;2;1;1;;00000639;00000002;00000017;;1;0;1;0;;1;;0;;;0;0;;0;1;0;0;11000019;5;1;5;1;0;0;0;1;0;0
1000000139;20000022;200000122;2019;8;2;3;1;;00004513;00000002;00000017;00000897;1;0;0;0;;;;;;;0;0;;0;1;0;0;11000003;5;69;5;1;0;0;0;1;0;0
1000000141;20000205;200000124;2019;14;1;1;1;;00002242;00000001;00000002;00005217;1;0;0;;0;;;;;;;;0;0;1;0;0;11000029;5;1;5;1;0;0;0;1;0;0
1000000142;20000097;200000125;2019;10;1;3;1;;00000965;00000002;00000024;00003576;1;0;0;;;;0;;;;;;;;1;1;;11000013;2;71;5;1;0;0;0;1;0;0
1000000143;20000073;200000126;2019;19;1;2;1;;00000151;00000002;00000018;00003326;2;0;0;0;0;;;;;;;0;;0;1;0;;11000010;5;2;5;1;0;0;0;1;0;0
1000000144;20000043;200000127;2019;6;2;1;1;;00005280;00000001;00000023;00003952;2;0;0;0;;;;0;;;;;0;0;1;0;;11000006;;15;1;1;0;0;0;1;0;0
1000000145;20000092;200000128;2019;19;2;3;1;;00002018;00000002;;00000110;1;0;1;;;;;;;;;;;0;1;0;0;11000013;5;14;5;1;0;0;0;1;0;0
1000000146;20000155;200000129;2019;16;2;0;1;;00003480;00000001;00000015;;1;0;0;;;1;;;;0;;;;0;1;0;0;11000022;5;21;5;1;0;0;0;1;0;0
1000000147;20000012;200000130;2019;24;2;1;1;;00003498;00000002;;00001968;1;0;0;;0;;;;;;0;;;0;1;0;0;11000001;2;18;5;1;0;0;0;1;0;1
1000000148;20000036;200000131;2019;13;1;1;1;;00004900;00000001;00000015;00004250;1;0;0;;;;0;;0;;0;0;;0;1;0;0;11000005;9;69;5;1;0;0;0;1;0;0
1000000149;20000175;200000132;2019;16;2;1;1;;00001081;00000002;00000002;00005187;1;0;1;;;;;;;;;;;0;1;0;0;11000024;9;41;5;1;0;0;0;1;0;0
1000000151;20000060;200000134;2019;11;2;1;1;;00002693;00000001;00000005;00000399;1;0;0;;;;;;;;;0;;0;1;1;0;11000008;5;21;5;1;0;0;0;1;0;0
1000000152;20000071;200000135;2019;19;1;3;1;;00000927;00000001;00000023;00003793;2;0;0;;;0;;;;;0;;0;0;1;1;0;11000010;4;19;5;1;0;0;0;1;0;1
1000000153;20000122;200000136;2019;17;1;1;1;;00003483;00000001;00000022;;1;0;0;;;;;;0;;;0;;0;1;0;0;11000017;9;16;5;1;0;0;0;1;0;0
1000000154;20000052;200000137;2019;7;2;0;1;;00001939;00000002;00000027;00005031;1;0;1;0;;;;;;;0;;;0;1;0;0;11000007;4;2;5;1;0;0;0;1;0;0
1000000157;20000085;200000139;2019;15;2;0;1;;00004863;00000001;;;1;0;1;0;;;;;;0;;;;0;1;0;0;11000012;5;17;5;1;0;0;0;1;0;0
1000000158;20000161;200000140;2019;16;2;0;1;;00002329;00000001;;;1;0;0;;;1;;;;0;;;0;0;1;0;1;11000022;5;2;5;1;0;0;0;1;0;0
1000000159;20000023;200000141;2019;7;1;3;1;;00005398;00000002;00000005;00002721;1;0;0;;;1;;;;;0;;0;;1;1;0;11000003;5;17;5;1;0;0;0;1;0;0
1000000160;20000158;200000142;2019;22;1;1;1;;00005081;00000001;00000026;;1;0;0;;;;0;0;;;;0;;0;1;0;0;11000022;5;2;5;1;0;0;0;1;0;0
1000000162;20000028;200000143;2019;18;1;0;1;;00003331;00000002;00000013;00000692;1;0;1;;0;;;;;;;;;0;1;0;0;11000003;5;18;5;1;0;0;0;1;0;0
1000000163;20000174;200000144;2019;12;1;1;1;;00001722;00000002;00000004;00004049;1;0;0;;;;;0;;;;;0;0;1;0;1;11000024;4;20;5;1;0;0;0;1;0;0
1000000164;20000158;200000145;2019;9;2;3;1;;00004070;00000002;00000017;00004361;1;0;1;;;;;;;0;;;;0;1;0;0;11000022;5;2;5;1;0;0;0;1;0;0
1000000165;20000194;200000146;2019;16;2;0;1;;00001095;00000001;00000018;00004518;1;0;0;;;;;;;0;;;;0;1;0;0;11000027;5;2;5;1;0;0;0;1;0;0
1000000167;20000174;200000147;2019;13;1;3;1;;00000050;00000001;00000023;;1;0;0;;0;;;;;;0;;;0;1;0;1;11000024;5;20;5;1;0;0;0;1;0;0
1000000168;20000104;200000148;2019;14;1;3;1;;00000186;00000002;00000014;;1;0;0;0;;;0;;;;;;;0;1;0;0;11000014;5;71;5;1;0;0;0;1;0;0
1000000169;20000211;200000149;2019;16;1;1;1;;00000212;00000002;00000003;00001142;1;0;0;0;;1;;;0;0;;;;0;1;0;0;11000030;5;14;5;1;0;0;0;1;0;0
1000000170;20000080;200000150;2019;6;1;1;1;;00003632;00000001;00000018;00002210;1;0;1;;;0;;0;;;;;;0;1;;0;11000011;9;18;5;1;0;0;0;1;0;0
1000000171;20000182;200000151;2019;17;1;0;1;;00002609;00000001;00000014;00004514;1;1;0;0;;1;;;;;;;;0;1;0;0;11000025;5;21;5;1;0;0;0;1;0;0
1000000172;20000141;200000152;2019;17;1;3;1;;00000603;00000001;00000001;00001418;1;0;0;;0;;;;;;;;;0;1;0;;11000020;5;14;4;1;0;0;0;1;0;0
1000000173;20000053;200000153;2019;10;2;0;1;;00004123;00000002;00000004;00002585;1;0;0;;0;1;;;;;;;;0;1;;0;11000007;5;14;5;1;0;0;0;1;0;0
1000000175;20000043;200000154;2019;16;1;1;1;;00000647;00000001;00000027;00001275;1;0;0;0;;1;;;;0;;0;;0;1;0;0;11000006;5;15;1;1;0;0;0;1;0;0
1000000176;20000023;200000155;2019;5;2;1;1;;00002734;00000002;00000023;;1;0;1;0;;;;;0;0;0;;;0;1;0;0;11000003;5;17;5;1;0;0;0;1;0;0
1000000177;20000008;200000156;2019;18;1;1;1;;00004074;00000001;00000002;;1;0;0;;;;;0;0;;;;;0;1;0;0;11000001;5;2;5;1;0;0;0;1;0;0
1000000178;20000006;200000157;2019;19;2;0;1;;00000081;00000001;;00005237;1;0;0;;;;;;;;;;;0;1;0;0;11000000;9;;5;1;0;0;0;1;0;0
1000000180;20000133;200000159;2019;4;2;0;1;;00002262;00000001;00000005;00003230;1;1;0;0;0;;;;;;;;;0;1;0;1;11000018;5;21;5;1;1;0;0;1;0;0
1000000181;20000074;200000160;2019;20;2;1;1;;00001098;00000002;;00000653;1;0;1;;;;;;;;;0;;0;1;0;0;11000010;5;;5;1;1;0;0;1;0;0
1000000183;20000196;200000161;2019;13;2;0;1;;00000028;00000002;00000015;00001014;1;0;0;;;;0;0;;;;;;0;1;0;;11000027;9;16;5;1;0;0;0;1;0;0
1000000184;20000205;200000162;2019;6;1;3;1;;00004198;00000001;00000027;00001860;2;0;0;;;0;;;;;;0;;0;1;1;0;11000029;9;1;5;1;0;0;0;1;0;0
1000000185;20000214;200000163;2019;6;2;2;1;;00002159;00000001;;;1;0;0;;;;0;;;;;;;0;1;0;0;11000030;5;22;5;1;0;0;0;1;0;0
1000000186;20000085;200000164;2019;4;1;0;1;;00004829;00000001;00000023;00001094;1;0;0;;;;;0;;;;0;0;0;1;0;0;11000012;9;17;5;1;0;0;0;1;0;0
1000000187;20000103;200000165;2019;19;1;1;1;;00000574;00000001;;00001940;1;0;0;;;;;;;;;;;0;1;0;0;11000014;5;19;5;1;0;0;0;1;0;0
1000000188;20000058;200000166;2019;16;2;1;1;;00002123;00000002;;00004107;1;0;1;;;;;;;;;;;0;1;0;0;11000008;9;;5;1;0;0;0;1;0;0
